Formula label,Ionizable_Lipid,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Helper_MW,IL_MW,Chol_MW,PEG_MW,NP_ratio,Dlin-MC3_Helper lipid_ratio,HL_(IL+HL),(IL+HL),Chol_DMG-PEG_ratio,PEG_(Chol+PEG),Size,Zeta,PDI,18PG,14PA,DOPE,DSPC,DOTAP,DDAB,RLU_HepG2,RLU_N2a,RLU_ARPE19,RLU_HEK293,RLU_B16,RLU_PC3,Lipid_NA_ratio
257,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,40,100,0.99009901,148.9333333,-0.049066667,0.217333333,0,0,1,0,0,0,1.386,4.883,5.663,8.276,3.624,1.099,30.10719208
258,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,40,100,0.99009901,152.4666667,-1.993333333,0.288333333,0,0,1,0,0,0,1.099,5.056,6.91,8.518,3.871,3.555,45.16078812
259,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,60,100,0.99009901,164.2,-2.476666667,0.201666667,0,0,1,0,0,0,0.916,4.997,4.635,10.306,2.603,0.693,10.97781386
260,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,60,100,0.99009901,150.2666667,1.32,0.204333333,0,0,1,0,0,0,1.099,4.466,4.635,9.555,2.303,1.946,21.95562772
261,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,60,100,0.99009901,191.8,-1.426666667,0.244333333,0,0,1,0,0,0,1.504,3.219,5.075,10.889,4.324,1.609,32.93344158
262,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,80,100,0.99009901,241.5333333,-15.93333333,0.267,0,0,1,0,0,0,0.405,3.434,2.708,7.253,1.792,1.099,8.939922772
263,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,80,100,0.99009901,148.0333333,-3.53,0.21,0,0,1,0,0,0,0.405,3.611,2.079,9.418,1.792,1.386,17.87984554
264,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,80,100,0.99009901,155.5666667,-3.316666667,0.167333333,0,0,1,0,0,0,3.989,3.714,2.773,10.485,5.021,1.792,26.81976832
265,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,50,1.960784314,20,100,0.99009901,153.8666667,-3.213333333,0.203,0,0,1,0,0,0,1.099,6.026,3.738,8.071,3.296,1.946,27.29281328
266,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,50,1.960784314,20,100,0.99009901,203.9333333,-2.766666667,0.501,0,0,1,0,0,0,0.916,5.193,3.932,8.489,2.708,1.386,54.58562656
267,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,50,1.960784314,20,100,0.99009901,263.9333333,-1.060666667,0.412333333,0,0,1,0,0,0,1.386,5.333,2.485,9.017,2.89,1.386,81.87843984
268,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,50,1.960784314,40,100,0.99009901,170.0666667,-3.176666667,0.220333333,0,0,1,0,0,0,2.015,5.13,2.89,8.507,3.157,1.609,15.06546674
269,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,50,1.960784314,40,100,0.99009901,158.3666667,-1.57,0.279,0,0,1,0,0,0,1.609,5.333,4.344,8.201,4.19,1.386,30.13093349
270,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,50,1.960784314,40,100,0.99009901,130.9333333,0.963666667,0.215,0,0,1,0,0,0,4.304,5.037,3.989,10.186,6.146,1.609,45.19640023
271,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,50,1.960784314,60,100,0.99009901,160.7333333,-3.816666667,0.165333333,0,0,1,0,0,0,2.398,5.609,3.638,9.977,2.773,1.386,10.98968457
272,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,50,1.960784314,60,100,0.99009901,138.7333333,0.242266667,0.185333333,0,0,1,0,0,0,1.099,4.956,2.89,10.071,3.541,1.946,21.97936913
273,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,50,1.960784314,60,100,0.99009901,152.2333333,-1.88,0.245666667,0,0,1,0,0,0,1.872,4.771,3.367,11.058,5.142,1.792,32.9690537
274,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,50,1.960784314,80,100,0.99009901,189,-15.9,0.199,0,0,1,0,0,0,1.872,5.318,4.234,7.607,2.862,1.946,8.951793477
275,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,50,1.960784314,80,100,0.99009901,147.2,-5.523333333,0.241333333,0,0,1,0,0,0,1.946,4.043,2.079,10.174,2.442,2.565,17.90358695
276,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,50,1.960784314,80,100,0.99009901,148.5333333,-2.94,0.207,0,0,1,0,0,0,4.483,6.969,5.464,3.296,5.952,0.693,26.85538043
277,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,10,9.090909091,20,100,0.99009901,154.9,-5.373333333,0.957333333,0,0,1,0,0,0,2.197,6.457,6.133,9.239,3.624,4.043,27.380009
278,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,10,9.090909091,20,100,0.99009901,230.9333333,-2.173333333,0.481666667,0,0,1,0,0,0,2.079,5.357,6.047,10.091,3.384,1.792,54.760018
279,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,10,9.090909091,20,100,0.99009901,168.1666667,-0.284166667,0.428,0,0,1,0,0,0,2.251,5.71,5.268,10.078,3.784,2.303,82.140027
280,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,10,9.090909091,40,100,0.99009901,164.0666667,-0.60825,0.157333333,0,0,1,0,0,0,1.946,6.628,6.444,10.443,4.35,1.792,15.15266247
281,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,10,9.090909091,40,100,0.99009901,478,-3.73,0.815333333,0,0,1,0,0,0,1.872,5.943,6.621,9.919,5.836,2.639,30.30532493
282,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,10,9.090909091,40,100,0.99009901,161.1333333,0.813333333,0.330333333,0,0,1,0,0,0,3.02,5.872,6.945,10.377,6.599,1.792,45.4579874
283,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,10,9.090909091,60,100,0.99009901,179.6666667,1.84,0.263333333,0,0,1,0,0,0,1.792,7.681,7.076,11.27,3.85,1.792,11.07688029
284,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,10,9.090909091,60,100,0.99009901,153.8,-0.397333333,0.197333333,0,0,1,0,0,0,1.705,6.817,6.219,10.989,4.696,1.792,22.15376058
285,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,10,9.090909091,60,100,0.99009901,150.7333333,-0.254666667,0.228333333,0,0,1,0,0,0,4.363,5.756,5.517,10.423,6.184,3.434,33.23064086
286,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,10,9.090909091,80,100,0.99009901,222.5666667,-12.13333333,0.208,0,0,1,0,0,0,2.89,8.712,6.868,9.969,3.761,2.303,9.038989199
287,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,10,9.090909091,80,100,0.99009901,166.1666667,-6.06,0.209333333,0,0,1,0,0,0,3.526,7.524,5.953,10.762,4.143,1.609,18.0779784
288,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,10,9.090909091,80,100,0.99009901,198.6666667,-0.9158,0.219,0,0,1,0,0,0,5.844,7.093,5.606,10.571,5.531,4.431,27.1169676
289,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,1,50,20,100,0.99009901,236.7666667,-3.646666667,0.272333333,0,0,1,0,0,0,5.816,9.043,7.869,8.779,4.615,1.792,27.88029446
290,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,1,50,20,100,0.99009901,211.3666667,1.916666667,0.439666667,0,0,1,0,0,0,3.296,8.948,6.99,10.771,2.197,1.792,55.76058891
291,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,1,50,20,100,0.99009901,182.6,0.651,0.281,0,0,1,0,0,0,4.311,7.891,6.194,11.063,2.773,3.258,83.64088337
292,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,1,50,40,100,0.99009901,179.9,-1.32,0.168333333,0,0,1,0,0,0,6.029,9.87,6.116,11.497,4.883,2.303,15.65294792
293,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,1,50,40,100,0.99009901,196.2,2.876666667,0.148333333,0,0,1,0,0,0,6.372,8.838,5.914,11.654,5.097,2.079,31.30589584
294,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,1,50,40,100,0.99009901,180,-3.013333333,0.512666667,0,0,1,0,0,0,6.458,8.756,6.207,11.174,4.687,3.332,46.95884376
295,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,1,50,60,100,0.99009901,197.7,0.54,0.18,0,0,1,0,0,0,6.006,10.216,6.279,11.55,5.529,2.398,11.57716574
296,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,1,50,60,100,0.99009901,148.4666667,4.106666667,0.206666667,0,0,1,0,0,0,6.537,8.985,5.252,11.218,6.308,4.682,23.15433149
297,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,1,50,60,100,0.99009901,171.6333333,1.651,0.198666667,0,0,1,0,0,0,7.636,8.301,6.363,11.494,5.844,6.621,34.73149723
298,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,1,50,80,100,0.99009901,253.0666667,-0.074666667,0.335333333,0,0,1,0,0,0,7.84,10.438,7.005,11.117,6.763,4.934,9.539274653
299,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,1,50,80,100,0.99009901,186.6333333,-5.6,0.255,0,0,1,0,0,0,8.234,10.235,6.702,10.73,6.818,6.443,19.07854931
300,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,1,50,80,100,0.99009901,150.0333333,6.683333333,0.178,0,0,1,0,0,0,8.221,9.509,6.506,10.592,6.02,7.745,28.61782396
301,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,200,0.497512438,20,10,9.090909091,274.6,-9.106666667,0.739666667,0,0,1,0,0,0,1.099,2.639,1.792,7.619,1.253,0.693,35.49242963
302,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,200,0.497512438,20,10,9.090909091,236.6,-4.033333333,0.577,0,0,1,0,0,0,0.916,2.303,1.946,6.195,1.504,1.386,70.98485927
303,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,200,0.497512438,20,10,9.090909091,405.4,-5.893333333,0.707666667,0,0,1,0,0,0,0.405,2.197,1.386,5.375,2.526,1.386,106.4772889
304,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,200,0.497512438,40,10,9.090909091,170.1333333,-5.413333333,0.409333333,0,0,1,0,0,0,0.916,2.89,1.792,9.868,2.398,1.609,18.12913872
305,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,200,0.497512438,40,10,9.090909091,176.6666667,-1.593333333,0.290333333,0,0,1,0,0,0,0.693,3.178,1.946,6.831,2.251,1.609,36.25827745
306,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,200,0.497512438,40,10,9.090909091,260.6666667,-1.943333333,0.788666667,0,0,1,0,0,0,1.386,3.332,1.792,5.629,3.239,1.386,54.38741617
307,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,200,0.497512438,60,10,9.090909091,153.6333333,-3.223333333,0.193,0,0,1,0,0,0,1.099,3.178,1.386,8.863,1.946,1.099,12.34137509
308,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,200,0.497512438,60,10,9.090909091,153.0333333,-1.48,0.370333333,0,0,1,0,0,0,0.916,3.367,1.792,9.113,2.251,1.609,24.68275018
309,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,200,0.497512438,60,10,9.090909091,149.9,-2.086666667,0.288333333,0,0,1,0,0,0,1.386,3.97,1.386,8.651,3.114,2.773,37.02412526
310,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,200,0.497512438,80,10,9.090909091,133.1,-3.64,0.144333333,0,0,1,0,0,0,1.872,3.178,1.946,6.555,1.253,1.609,9.44749327
311,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,200,0.497512438,80,10,9.090909091,138.3666667,-33.9,0.247666667,0,0,1,0,0,0,1.099,3.497,1.609,8.354,1.792,1.792,18.89498654
312,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,200,0.497512438,80,10,9.090909091,136.2333333,-2.783333333,0.169,0,0,1,0,0,0,3.597,4.304,2.197,10.335,4.111,1.946,28.34247981
313,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,20,10,9.090909091,196.5,-6.903333333,0.676666667,0,0,1,0,0,0,0.916,2.398,1.792,7.399,1.386,1.099,35.49845357
314,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,20,10,9.090909091,197.3,-2.48,0.605666667,0,0,1,0,0,0,0,1.792,1.099,6.316,1.253,0.693,70.99690715
315,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,20,10,9.090909091,213.9333333,-1.81,0.647666667,0,0,1,0,0,0,0.693,1.099,2.079,4.311,1.609,1.386,106.4953607
316,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,40,10,9.090909091,137.9333333,-6.893333333,0.216666667,0,0,1,0,0,0,1.386,1.386,1.386,9.397,2.708,1.386,18.13516266
317,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,40,10,9.090909091,470.4333333,-3.68,1,0,0,1,0,0,0,0.693,2.944,1.792,8.302,2.251,0.693,36.27032533
318,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,40,10,9.090909091,165.9666667,-2.296666667,0.624666667,0,0,1,0,0,0,0,2.773,2.485,7.816,1.705,1.386,54.40548799
319,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,60,10,9.090909091,137.5666667,-3.093333333,0.191333333,0,0,1,0,0,0,0.405,2.565,1.386,9.197,2.351,1.386,12.34739903
320,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,60,10,9.090909091,115.6333333,-2.686666667,0.217,0,0,1,0,0,0,1.099,3.526,1.386,9.1,2.485,2.079,24.69479806
321,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,60,10,9.090909091,207.0666667,-1.29,0.332333333,0,0,1,0,0,0,1.504,4.22,1.792,8.996,2.708,2.303,37.04219708
322,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,100,0.99009901,80,10,9.090909091,145.4,-3.763333333,0.130333333,0,0,1,0,0,0,1.253,3.332,2.398,7.722,1.504,1.099,9.45351721
323,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,100,0.99009901,80,10,9.090909091,135.8666667,-36.3,0.231,0,0,1,0,0,0,1.386,2.773,1.386,8.331,2.079,1.099,18.90703442
324,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,100,0.99009901,80,10,9.090909091,120.9333333,-1.66,0.173,0,0,1,0,0,0,2.079,3.761,1.609,8.763,3.277,1.792,28.36055163
325,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,50,1.960784314,20,10,9.090909091,278.8333333,-8.986666667,0.789333333,0,0,1,0,0,0,1.253,1.792,1.946,7.138,1.386,1.386,35.51032428
326,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,50,1.960784314,20,10,9.090909091,415.8,-6.63,0.856666667,0,0,1,0,0,0,0.916,1.792,2.079,5.89,1.386,1.792,71.02064856
327,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,50,1.960784314,20,10,9.090909091,496.8333333,-6.54,0.378333333,0,0,1,0,0,0,0.916,1.609,1.946,3.738,1.504,1.099,106.5309728
328,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,50,1.960784314,40,10,9.090909091,93.06666667,-2.723333333,0.211,0,0,1,0,0,0,0.405,1.946,0.693,8.898,2.833,1.609,18.14703337
329,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,50,1.960784314,40,10,9.090909091,207.5666667,-2.203333333,0.603666667,0,0,1,0,0,0,0.916,2.708,2.398,8.514,2.803,1.099,36.29406674
330,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,50,1.960784314,40,10,9.090909091,201.6333333,-2.146666667,0.620333333,0,0,1,0,0,0,1.099,2.639,1.609,9.059,2.674,2.485,54.44110011
331,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,50,1.960784314,60,10,9.090909091,136.1666667,-2.57,0.159666667,0,0,1,0,0,0,0.693,2.079,1.609,9.08,1.504,1.099,12.35926973
332,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,50,1.960784314,60,10,9.090909091,129.5,-1.666333333,0.283,0,0,1,0,0,0,1.253,3.401,1.099,9.072,2.398,1.609,24.71853947
333,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,50,1.960784314,60,10,9.090909091,202.5,-2.12,0.512333333,0,0,1,0,0,0,0.405,3.584,2.079,8.605,2.565,2.708,37.0778092
334,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,50,1.960784314,80,10,9.090909091,143.0333333,-3.51,0.155333333,0,0,1,0,0,0,1.253,3.135,2.89,7.535,1.705,1.609,9.465387914
335,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,50,1.960784314,80,10,9.090909091,134.7,-36.66666667,0.230666667,0,0,1,0,0,0,1.386,2.89,1.386,6.322,2.398,1.386,18.93077583
336,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,50,1.960784314,80,10,9.090909091,135.2333333,-2.383333333,0.219666667,0,0,1,0,0,0,2.803,3.045,1.609,9.084,3.75,2.079,28.39616374
337,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,10,9.090909091,20,10,9.090909091,235.4666667,-9.563333333,0.617,0,0,1,0,0,0,0.693,2.708,1.386,7.753,1.946,1.099,35.59752
338,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,10,9.090909091,20,10,9.090909091,378.9333333,-5.376666667,0.809333333,0,0,1,0,0,0,0.693,1.946,1.386,6.706,1.386,0.693,71.19504
339,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,10,9.090909091,20,10,9.090909091,476.3333333,-7.476666667,0.748333333,0,0,1,0,0,0,0.405,2.485,1.609,3.526,1.099,1.386,106.79256
340,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,10,9.090909091,40,10,9.090909091,132.7666667,-5.483333333,0.226,0,0,1,0,0,0,1.099,2.773,1.386,9.559,3.091,1.099,18.23422909
341,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,10,9.090909091,40,10,9.090909091,279.9666667,-2.596666667,0.880333333,0,0,1,0,0,0,0.916,3.871,1.609,8.385,2.526,1.386,36.46845818
342,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,10,9.090909091,40,10,9.090909091,153,-1.983333333,0.411666667,0,0,1,0,0,0,0.916,3.332,1.609,7.601,2.526,1.946,54.70268727
343,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,10,9.090909091,60,10,9.090909091,156.7333333,-3.656666667,0.235666667,0,0,1,0,0,0,0.693,3.091,1.099,9.786,3.367,0.693,12.44646545
344,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,10,9.090909091,60,10,9.090909091,134.0666667,-1.370333333,0.204666667,0,0,1,0,0,0,0.916,4.127,1.792,8.904,3.239,1.386,24.89293091
345,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,10,9.090909091,60,10,9.090909091,167.5,-2.37,0.380333333,0,0,1,0,0,0,1.253,4.875,2.079,9.101,3.541,2.708,37.33939636
346,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,10,9.090909091,80,10,9.090909091,144.4333333,-4.92,0.081666667,0,0,1,0,0,0,1.386,6.562,4.605,7.187,2.14,1.099,9.552583636
347,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,10,9.090909091,80,10,9.090909091,161.1333333,-31.9,0.24,0,0,1,0,0,0,2.639,4.828,2.708,8.559,3.401,1.792,19.10516727
348,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,10,9.090909091,80,10,9.090909091,118.1666667,-2.056666667,0.198,0,0,1,0,0,0,5.004,4.511,3.219,10.416,4.635,2.197,28.65775091
349,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,1,50,20,10,9.090909091,302.6666667,-8.333333333,0.693,0,0,1,0,0,0,0.693,3.584,1.946,6.481,0.916,1.099,36.09780545
350,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,1,50,20,10,9.090909091,270.0333333,-7.673333333,0.633333333,0,0,1,0,0,0,1.253,2.398,1.792,6.53,0.916,0.693,72.19561091
351,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,1,50,20,10,9.090909091,180.3,-9.613333333,0.614,0,0,1,0,0,0,0.693,1.792,1.099,2.14,1.504,1.609,108.2934164
352,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,1,50,40,10,9.090909091,157.5,-3.126666667,0.177,0,0,1,0,0,0,2.14,5.278,1.946,7.882,1.386,0.693,18.73451455
353,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,1,50,40,10,9.090909091,140.4666667,-1.383333333,0.248666667,0,0,1,0,0,0,2.398,4.466,1.946,8.424,1.705,1.792,37.46902909
354,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,1,50,40,10,9.090909091,228.2,-1.873333333,0.517,0,0,1,0,0,0,4.151,3.912,1.946,9.942,4.812,3.219,56.20354364
355,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,1,50,60,10,9.090909091,153.2,-2.37,0.232666667,0,0,1,0,0,0,3.651,4.511,1.099,8.839,2.565,1.099,12.94675091
356,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,1,50,60,10,9.090909091,129.7666667,-1.059,0.194666667,0,0,1,0,0,0,3.871,6.548,2.079,8.899,3.314,0.693,25.89350182
357,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,1,50,60,10,9.090909091,145.7333333,-1.533333333,0.333666667,0,0,1,0,0,0,4.197,6.623,2.485,8.923,4.127,1.946,38.84025273
358,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,4,1,50,80,10,9.090909091,165.1666667,-3.313333333,0.186,0,0,1,0,0,0,5.582,6.771,5.106,8.402,4.527,1.099,10.05286909
359,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,8,1,50,80,10,9.090909091,157.6666667,15.6,0.210666667,0,0,1,0,0,0,5.649,8.226,2.833,10.168,4.654,1.386,20.10573818
360,Dlin-MC3-DMA,DOPE,1,1,9.784,134,2,9,36,2,744,642.09,386.654,2500,12,1,50,80,10,9.090909091,140.5666667,-1.012333333,0.184333333,0,0,1,0,0,0,5.911,7.324,5.231,10.785,6.157,3.807,30.15860727
361,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,642.09,386.654,2500,4,200,0.497512438,20,500,0.199600798,157.3333333,5.9,0.166,0,0,0,0,1,0,3.512,5.442,4.875,2.015,7.449,2.079,26.46820259
362,Dlin-MC3-DMA,DOTAP,1,0,12.515,52.6,0,4,36,2,663.1,642.09,386.654,2500,8,200,0.497512438,20,500,0.199600798,138.8333333,5.12,0.375666667,0,0,0,0,1,0,2.674,5.283,5.652,5.951,6.663,2.079,52.93640518
