,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_PC3
311,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,9.461
312,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,9.546
313,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,9.618
314,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,6.596
315,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,1.792
316,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,1.609
317,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,1.609
318,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,1.386
319,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,1.946
320,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,1.386
321,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,4.094
322,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,1.609
323,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,1.386
324,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,0.693
325,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,1.609
326,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,1.386
327,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,1.099
328,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,0.693
329,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,0.693
330,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,1.099
331,557,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,500,1.386
332,558,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,500,1.386
333,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,1.099
334,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,1.099
335,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,2.773
336,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,1.099
337,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,1.609
338,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,2.565
339,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,1.0
340,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,1.099
341,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,1.609
342,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,1.099
343,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,0.693
344,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,1.099
345,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,0.693
346,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,1.386
347,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,4.344
348,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,1.386
349,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,3.178
350,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,2.639
351,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,0.693
352,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,1.099
353,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,1.609
354,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,1.099
355,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,2.833
356,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,2.565
357,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,1.386
358,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,4.875
359,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,4.29
360,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,1.099
361,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,1.609
362,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,1.946
363,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,0.693
364,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,1.099
365,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,1.386
366,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,1.099
367,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,1.099
368,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,0.693
369,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,0.693
370,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,2.079
371,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,1.792
372,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,1.099
373,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,0.693
374,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,1.609
375,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,0.693
376,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,1.609
377,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,1.609
378,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,1.386
379,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,1.099
380,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,1.946
381,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,1.609
382,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,1.946
383,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,0.693
384,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,1.792
385,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,1.386
386,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,1.099
387,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,1.792
388,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,2.303
389,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,1.386
390,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,0.693
391,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,1.946
392,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,0.693
393,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,1.099
394,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,1.099
395,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,1.792
396,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,1.386
397,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,1.792
398,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,2.303
399,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,2.303
400,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,2.303
401,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,1.609
402,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,1.386
403,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,1.609
404,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,1.386
405,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,1.099
406,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,1.946
407,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,1.099
408,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,1.386
409,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,1.099
410,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,1.386
411,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,0.693
412,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,1.386
413,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,1.099
414,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,2.197
415,901,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,500,2.079
416,902,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,500,3.611
417,903,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,500,4.22
418,904,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,500,1.386
419,905,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,500,1.609
420,906,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,500,7.179
421,907,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,500,1.792
422,908,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,500,1.386
423,909,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,500,7.034
424,911,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,500,3.784
425,912,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,500,7.589
426,913,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,20,500,0.693
427,914,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,20,500,3.401
428,915,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,500,5.46
429,916,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,500,1.609
430,917,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,500,2.197
431,918,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,500,6.118
432,919,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,500,2.565
433,920,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,500,6.08
434,921,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,500,8.805
435,923,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,500,3.178
436,924,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,500,8.291
437,925,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,20,500,1.609
438,926,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,20,500,1.386
439,927,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,20,500,4.143
440,928,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,500,1.386
441,929,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,500,2.303
442,930,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,500,5.811
443,931,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,500,3.296
444,932,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,500,3.401
445,933,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,500,5.263
446,935,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,500,3.664
447,936,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,500,7.513
448,937,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,500,2.485
449,938,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,500,3.434
450,939,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,20,500,1.609
451,940,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,500,1.946
452,941,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,500,3.434
453,942,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,500,7.329
454,943,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,500,2.773
455,944,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,500,5.13
456,945,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,500,8.632
457,947,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,500,5.442
458,948,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,500,8.333
459,949,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,500,7.622
460,950,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,20,500,7.174
461,951,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,20,500,6.531
462,952,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,500,9.457
463,953,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,500,8.087
464,954,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,500,7.243
465,955,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,500,9.082
466,956,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,500,7.272
467,957,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,500,7.319
468,959,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,500,8.349
469,960,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,500,7.618
470,966,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,100,5.878
471,967,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,100,4.407
472,968,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,100,4.86
473,969,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,100,7.455
474,970,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,100,6.492
475,971,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,100,6.987
476,972,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,100,7.709
477,978,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,100,5.069
478,979,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,100,1.792
479,980,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,100,6.724
480,981,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,100,6.057
481,982,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,100,5.308
482,983,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,100,2.996
483,984,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,100,6.967
484,990,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,100,6.653
485,991,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,100,8.642
486,992,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,100,4.796
487,993,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,100,7.592
488,994,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,100,7.25
489,995,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,100,7.858
490,996,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,100,3.466
491,1002,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,100,6.4
492,1003,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,100,9.665
493,1004,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,100,8.729
494,1005,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,100,9.251
495,1006,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,100,8.065
496,1007,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,100,8.837
497,1008,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,100,6.43
498,1014,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,100,7.188
499,1015,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,100,8.653
500,1016,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,100,7.354
501,1017,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,100,7.583
502,1018,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,100,8.373
503,1019,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,100,8.793
504,1020,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,100,7.014
