group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-0.8183,0.8726,-2.554,0.9174,False
DT,MLP,1.3923,0.2373,-0.3434,3.128,False
DT,MLR,4.9191,0.0,3.1834,6.6548,True
DT,PLS,4.911,0.0,3.1754,6.6467,True
DT,RF,-0.396,0.9987,-2.1317,1.3397,False
DT,XGB,-0.511,0.9923,-2.2467,1.2247,False
DT,kNN,3.9427,0.0,2.2071,5.6784,True
DT,lasso,4.6602,0.0,2.9245,6.3958,True
LGBM,MLP,2.2106,0.0025,0.475,3.9463,True
LGBM,MLR,5.7374,0.0,4.0017,7.4731,True
LGBM,PLS,5.7294,0.0,3.9937,7.4651,True
LGBM,RF,0.4223,0.9979,-1.3134,2.158,False
LGBM,XGB,0.3073,0.9998,-1.4284,2.043,False
LGBM,kNN,4.7611,0.0,3.0254,6.4968,True
LGBM,lasso,5.4785,0.0,3.7428,7.2142,True
MLP,MLR,3.5268,0.0,1.7911,5.2625,True
MLP,PLS,3.5187,0.0,1.783,5.2544,True
MLP,RF,-1.7883,0.0376,-3.524,-0.0526,True
MLP,XGB,-1.9033,0.0193,-3.639,-0.1676,True
MLP,kNN,2.5504,0.0002,0.8147,4.2861,True
MLP,lasso,3.2678,0.0,1.5321,5.0035,True
MLR,PLS,-0.0081,1.0,-1.7438,1.7276,False
MLR,RF,-5.3151,0.0,-7.0508,-3.5794,True
MLR,XGB,-5.4301,0.0,-7.1658,-3.6944,True
MLR,kNN,-0.9764,0.7181,-2.7121,0.7593,False
MLR,lasso,-0.259,0.9999,-1.9946,1.4767,False
PLS,RF,-5.3071,0.0,-7.0428,-3.5714,True
PLS,XGB,-5.4221,0.0,-7.1578,-3.6864,True
PLS,kNN,-0.9683,0.7273,-2.704,0.7674,False
PLS,lasso,-0.2509,1.0,-1.9866,1.4848,False
RF,XGB,-0.115,1.0,-1.8507,1.6207,False
RF,kNN,4.3388,0.0,2.6031,6.0745,True
RF,lasso,5.0562,0.0,3.3205,6.7919,True
XGB,kNN,4.4538,0.0,2.7181,6.1895,True
XGB,lasso,5.1712,0.0,3.4355,6.9069,True
kNN,lasso,0.7174,0.9366,-1.0183,2.4531,False
