LGBM,XGB,RF,DT,MLP,kNN,lasso,PLS,MLR
0.010646939078249429,0.0007677174950980192,0.048726682537656996,0.014458402465039155,0.16783678557898551,0.039123852815444726,0.13335907470164926,0.09642950552725382,0.08910861400928194
0.007740747915195023,0.010501753771070599,0.11724283954586906,0.06482578810144579,0.1288277120786787,0.041764569386471384,0.39902854118854025,0.4179534178887431,0.3869754651372082
0.050908028752891965,0.09348228587926805,0.043351465592163185,0.074780753733112,0.004974115232747378,0.11203658954466728,0.1423088012319499,0.15302221173918562,0.1405204705975131
0.005963008349664789,0.08655887513709998,0.1401020771803302,0.13059966816781227,0.07020461931173222,0.05762540097417018,0.018805996223993426,0.001194789977229882,0.010146556881410251
0.06071001331776649,0.019195093376626893,0.019227370888309454,0.013984356482578786,0.0017105513941327519,0.01671995656818495,0.14965675023287983,0.15645787302821212,0.1492846253481549
0.04422929359895239,0.01444395728856085,0.06315448268597007,0.14624318558900223,0.020465667578059066,0.14264897596617193,0.4394685449011104,0.4059203011697753,0.3875172189806715
0.011140374144919973,0.013584418700441525,0.11667435195759443,0.13237734060203832,0.12016932891225485,0.06709659262189471,0.11901330952216194,0.1200116428031171,0.0874364697627682
0.296782189363565,0.38257054250990224,0.09137907877064072,0.07454373074188195,0.11394908187542505,0.13363819797261517,0.059212092084655166,0.02086462858465049,0.012753616493855369
0.2996638137239571,0.259255051612854,0.05417695036061304,0.0476416212372599,0.016781514139869613,0.39554642901358317,0.15183153109950404,0.14105061654221754,0.10861911327154312
0.03961989142781226,0.08203105628490448,0.015357799686728207,0.04325669589950232,0.1027363503415909,0.03994470755736162,0.43039384094931243,0.4133803974553558,0.3970333888205639
0.10359474088373932,0.12650954138472548,0.13176774662618512,0.09220194358852807,0.07354408719559791,0.1815163403307889,0.4866484652764906,0.45616341307072306,0.4457432801708475
0.030742141668959982,0.07410762459039688,0.07399381250066345,0.0884688314766533,0.04008597899154065,0.13188395255288113,0.09547593501556473,0.08403751083925268,0.13068906136524164
0.0032511367023657744,0.03665100038051605,0.014012782867333096,0.002725764399146624,0.03251840341026757,0.30298223199210284,0.45834686637505023,0.3463376016634544,0.4007803782988596
0.057155687358407536,0.0063749694250634925,0.0025529915687529103,0.045271391324958554,0.06253965408783319,0.062239998493710647,0.08020125185908089,0.06453736748506589,0.04325382131723138
0.10768731183398915,0.04043263382370871,0.021136914138945473,0.011317847831239652,0.020377411835608927,0.052362617201756195,0.29161961013737264,0.3071560547985613,0.2930185663254469
0.009321325060854924,0.028723768174690745,0.01698625266650865,0.0,0.19315303702985648,0.01972705964530974,0.07828884714381806,0.07317810955643533,0.03966870741364009
0.06629669933276983,0.07217414544696182,0.06368670474735405,0.021865370940981232,0.0267330439392508,0.13570168041381442,0.08583290063893129,0.041901068286203436,0.07309283750313655
0.035146560931128334,0.026687053805930117,0.03082910362582314,0.0289168049300782,0.0923029536228373,0.048522818878902585,0.23294488754696335,0.2283363055204949,0.19718954277339307
0.06786052781770968,0.03355059388633819,0.01962485468233291,0.04936003792367863,0.09640131493363113,0.0363597575156383,0.02323023963140708,0.08272309379707515,0.04172336650660208
0.032253685675751376,0.03943014608991452,0.013317428651690139,0.03413131073714154,0.07076720487273433,0.158434455295987,0.2333457750153775,0.19270448139108753,0.22337275212588964
0.005748517030213585,0.11050190031528473,0.023625834342281604,0.050663664375444395,0.057749996155620875,0.0682719006177227,0.027006426551352047,0.06099852160896918,0.07058750954448695
0.0068940384521705145,0.05763486146390023,0.04490380893282803,0.012443707039582974,0.0526535816066126,0.011915879864598078,0.012236962768704895,0.043964258230250464,0.05674015951397077
0.08976322162363368,0.12158673282595261,0.0490443333926881,0.027494666982697313,0.001412327400723612,0.13579658296893674,0.20574640520167375,0.18047637987668153,0.1622708359317061
0.030424913944137766,0.13306290199121446,0.0005652998340839044,0.026546575017776686,0.017940257500093988,0.25189713833318417,0.2649536802498276,0.3034870609319342,0.2694371601215162
0.0805493447737895,0.16560526078107296,0.008213840825893548,0.06595164730978903,0.04026687995256173,0.28197012656625065,0.003965816794331223,0.029995360990267783,0.037910815789107405
0.296334482921136,0.327303929347567,0.30409615232677584,0.3548234178715335,0.28126349355703023,0.38990841097610424,0.2518376031493001,0.2649289206260552,0.2536377695420074
0.05296028207783737,0.027781219095606102,0.05201539590505522,0.042249348186774116,0.024010705758953033,0.0513628649625843,0.049763746746041004,0.08274008276224887,0.10080469501067235
0.10727573158523812,0.07012233307616472,0.06207504341344244,0.06820336572647545,0.0383974318235723,0.16436279953761335,0.2113757933567863,0.2208343958488575,0.2121182950303307
0.014702685245665925,0.04161075391202046,0.07117110426378045,0.05167101208817257,0.12519652731873787,0.02998384889661304,0.18676458161708404,0.233500118184076,0.1965117419564576
0.013816782567598253,0.06836080710613546,0.011178272242623716,0.0629296041716047,0.037235295183903894,0.10068989893283548,0.04035064416557549,0.05485644355336994,0.04183374254810898
0.059659300433839046,0.10043362536738903,0.17441266800101796,0.18043375207395118,0.23003998790018554,0.0977174085093161,0.00686376769377417,0.015683716757486366,0.0017230684639528149
0.07256717751653041,0.06510421818086498,0.0257681130641772,0.09309077980564112,0.003785734060509305,0.13113504018225436,0.11994400934934923,0.15079970148816013,0.16707901956635335
0.21168705045145353,0.12877977490566384,0.07119552152350195,0.10666034605356706,0.04547450248813273,0.5803925148249159,0.11017271248631572,0.11370089200612549,0.10667205178968497
0.011719707330605067,0.017590582907609564,0.07960126790611621,0.06346290590187242,0.10978584737865327,0.06856636207599665,0.014744350924563165,0.00398489910528893,0.013027117323753667
0.021600650148887308,0.051613494753837585,0.011620947565247508,0.009362408153590795,0.040883499733028905,0.14316312370477485,0.043669042244298295,0.0420375424977783,0.07806006240922413
0.06062018463693353,0.022393847788982235,0.056085839208854016,0.008592083432092834,0.12247045499454706,0.21954383002894584,0.07754052925620625,0.11626544554353208,0.1307395690977814
0.05071018722701981,0.002095036694268304,0.004354902425535073,0.15560559374259303,0.0013213901798012073,0.06330334703335394,0.29817075989733544,0.27739132386218657,0.2555935983762019
0.002610407469386036,0.08747673779726028,0.04900173816860216,0.39879118274472614,0.15249864521292988,0.3204406483571099,0.037712780972791626,0.08996222018045652,0.09130647303726247
0.16171096475579994,0.162076230649842,0.36077348502804724,0.4877340602038395,0.3397828135497845,0.009431300392742759,0.10099584312537446,0.11311940892453942,0.10534168819616574
0.022898628169290947,0.016147158112845672,0.10596674341696849,0.05451528798293437,0.06090531251193165,0.15053024237367738,0.07596025266316753,0.0919000281881579,0.0779810862345437
0.07009181963709087,0.0309741831865602,0.0636544438219597,0.11809670538042191,0.028448193156910495,0.05847675382102917,0.30359505992994174,0.30238659728479844,0.2633509432755997
0.16830465550661294,0.18033027021657178,0.022920123251955415,0.026546575017776686,0.07443260843515906,0.16984622852865044,0.2318786411737272,0.22772176857907078,0.2314198069756569
0.0561790997233475,0.07100365214309406,0.1355219772984656,0.057122540886465956,0.1541892799364747,0.09447436967343575,0.055892908579369655,0.10292165605091896,0.10556802757051617
0.13526458128472157,0.09298983108209019,0.033524926917911146,0.10683811329698972,0.10410552126840272,0.125568274646585,0.13395196565609163,0.14843113231424748,0.14091778331488963
0.05493823791054715,0.00012330070904403856,0.03794451515613839,0.006518132258829135,0.008025119959413518,0.15319448813406683,0.022758156515081285,0.02747247473275577,0.055601758981454974
0.018405818600109314,0.018477423386314917,0.0858794737453778,0.1214742830054516,0.09155876954671066,0.04588552581182098,0.12197892030322283,0.1028552295199095,0.11947403492966924
0.13000838834267972,0.07768983376777744,0.06489649996049614,0.123844512917753,0.02685500868987408,0.02798984994979717,0.034747460968263866,0.04552715247808009,0.03562328888076577
0.06571005691367418,0.023991331726076037,0.24180295488662384,0.3082484000948092,0.2925407712539741,0.1264873714271672,0.251598376300184,0.23152130909071705,0.21329873689522658
0.004836979670439778,0.10557707305710645,0.04828177424876806,0.21361697084617204,0.05385119627621965,0.06479365422802769,0.09458001066462313,0.08424656441268058,0.09650820201049692
0.31465774037344446,0.3821985349889106,0.061439900341315024,0.052500592557478076,0.007062154988766611,0.23810004384823752,0.002380992238999735,0.03795087224078747,0.05334228359061666
0.09440975922991651,0.04752532461436049,0.21251718416686327,0.05273761554870804,0.526140999682033,0.2140202709879083,0.13776101298710697,0.13652396338340247,0.1464646616398965
0.014158188224848461,0.030704990029335022,0.04724456665550408,0.055107845461009664,0.013480236853251781,0.3805403067044404,0.09430450600984219,0.08640373078963104,0.09724029232659903
0.12359115086195027,0.062215028971285224,0.06881180374496321,0.025005925574780707,0.06151702338713627,0.10500859395035023,0.007475203942185427,0.027327830539287612,0.050803529516184553
0.16856351108230408,0.1677315745429423,0.08917181533275434,0.10026072529035321,0.18490800042977873,0.1998441410569354,0.017043440282451083,0.01676534588273282,0.012290244530847316
0.08148216072456838,0.007611819100792505,0.038722841115588824,0.04574543730741887,0.05573246939223936,0.1087061558059883,0.025787429371458226,0.04229896220813173,0.062067141769835854
0.02148225064834497,0.06964138403100462,0.009977274117295681,0.027257643991467184,0.015572646011347113,0.17712661845479838,0.04399242077751131,0.06610266158908598,0.04735822902276848
0.09857370855734127,0.11474455381971199,0.037894090619112475,0.02642806352216176,0.012509643629169953,0.02750209450523866,0.12024710684549017,0.13833427189766595,0.07882513807838354
