group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-2.2934,0.8687,-7.139,2.5522,False
DT,MLP,2.9949,0.5989,-1.8507,7.8405,False
DT,MLR,3.8139,0.2599,-1.0317,8.6595,False
DT,PLS,3.8289,0.2549,-1.0167,8.6745,False
DT,RF,-1.3735,0.9939,-6.2191,3.4721,False
DT,XGB,-1.5282,0.9876,-6.3738,3.3174,False
DT,kNN,3.7187,0.2928,-1.1269,8.5643,False
DT,lasso,3.8109,0.2609,-1.0347,8.6565,False
LGBM,MLP,5.2883,0.0205,0.4427,10.1339,True
LGBM,MLR,6.1073,0.0031,1.2617,10.9529,True
LGBM,PLS,6.1223,0.0029,1.2767,10.9679,True
LGBM,RF,0.9199,0.9997,-3.9257,5.7655,False
LGBM,XGB,0.7652,0.9999,-4.0804,5.6108,False
LGBM,kNN,6.0121,0.0039,1.1665,10.8577,True
LGBM,lasso,6.1043,0.0031,1.2587,10.9499,True
MLP,MLR,0.819,0.9999,-4.0266,5.6646,False
MLP,PLS,0.834,0.9998,-4.0116,5.6796,False
MLP,RF,-4.3684,0.1158,-9.214,0.4772,False
MLP,XGB,-4.5231,0.0895,-9.3687,0.3225,False
MLP,kNN,0.7238,0.9999,-4.1218,5.5694,False
MLP,lasso,0.816,0.9999,-4.0296,5.6616,False
MLR,PLS,0.015,1.0,-4.8306,4.8606,False
MLR,RF,-5.1874,0.0254,-10.033,-0.3418,True
MLR,XGB,-5.3421,0.0183,-10.1877,-0.4965,True
MLR,kNN,-0.0952,1.0,-4.9408,4.7504,False
MLR,lasso,-0.003,1.0,-4.8486,4.8426,False
PLS,RF,-5.2024,0.0246,-10.048,-0.3568,True
PLS,XGB,-5.3571,0.0177,-10.2027,-0.5115,True
PLS,kNN,-0.1102,1.0,-4.9558,4.7354,False
PLS,lasso,-0.018,1.0,-4.8636,4.8276,False
RF,XGB,-0.1547,1.0,-5.0003,4.6909,False
RF,kNN,5.0922,0.0308,0.2466,9.9378,True
RF,lasso,5.1844,0.0255,0.3388,10.03,True
XGB,kNN,5.2469,0.0224,0.4013,10.0925,True
XGB,lasso,5.3391,0.0184,0.4935,10.1847,True
kNN,lasso,0.0922,1.0,-4.7534,4.9378,False
