LGBM,DT,RF,XGB,MLP,kNN,lasso,MLR,PLS
0.03861340359247045,0.018806818181818175,0.113147474747475,0.16295241659337822,0.3074280784529231,0.26027698882895567,0.4224752973877485,0.384867730200401,0.38741107179201906
0.07767675422293248,0.14839393939393938,0.08829848484848478,0.031463027000427246,0.14195904929755093,0.23997706453961218,0.1467122418584343,0.18926318921382326,0.18881962074154296
0.12434559130330924,0.004053030303030392,0.08881363636363676,0.10195992379477536,0.1348500061881105,0.2071660749878151,0.11124386063713776,0.07957663230958856,0.08186120995380786
0.0031626485783550207,0.009939393939393804,0.004168181818181682,0.04701892260349161,0.28068979985137815,0.43529823880565804,0.1367616249909922,0.09818262015768409,0.10188666553629011
0.01712342072884787,0.018212121212121124,0.005881818181817988,0.022170225490223183,0.019453380585250812,0.029573462537717865,0.14829470605563067,0.15199800769031213,0.15288386005580734
0.05864227584448137,0.011439393939393944,0.038836868686868725,0.02169273708805894,0.025652373865992513,0.14902865616521685,0.14491869560904772,0.1306467551011135,0.13122508558088294
0.03011544946316075,0.014515151515151516,0.027285858585858518,0.03219513679995681,0.00288737062146132,0.048092024956034415,0.0397096749845984,0.014895079399926375,0.016991714450415057
0.009877390090317462,0.08351010101010103,0.040054545454545454,0.014383874517498618,0.056625063580525464,0.019933873875136038,0.06137483585195397,0.05647061552180055,0.05758486812133856
0.1753895722720097,0.1763030303030303,0.15283232323232304,0.2487813670346231,0.03752353245920759,0.06818219991192428,0.020300198302792505,0.03592248298404582,0.03144095181512588
0.05104773285166064,0.0018787878787880352,0.05937979797979831,0.0816415065707582,0.22816065081970544,0.254354032054103,0.16690126630421476,0.1181924771706051,0.11895197338831742
0.21234589848170138,0.1386616161616162,0.229001515151513,0.18988068804596414,0.08122289394163607,0.14407507676505737,0.47260677688776886,0.48464061816561915,0.486101852908409
0.20738723855719637,0.02202020202020205,0.11004191919191852,0.0886700682206587,0.21301722227893444,0.29263468424355304,0.15106267467195544,0.15163300725398599,0.15345808066103972
0.09369635845709184,0.12381818181818183,0.004086868686868195,0.051431460814042484,0.09430830050954792,0.03131106328675609,0.021979731221038523,0.024933529944247357,0.022998218645534807
0.1792132122231524,0.13214285714285712,0.13004242424242424,0.08733948068185288,0.15722642822163668,0.015223585579277443,0.15400050981206415,0.16109286190066902,0.1631334891542912
0.35802607153793087,0.06043290043290045,0.3057146464646462,0.20008152022506254,0.15980945350634795,0.27263118402578923,0.1034032915866705,0.10256215427703103,0.10344600257140218
0.02726167385387194,0.027954545454545454,0.04654595959595958,0.007130533456802368,0.07112790386746215,0.021818376692127883,0.1337195266476427,0.1704263135756052,0.1688020057345371
0.0419102300090258,0.028813131313131297,0.04907727272727258,0.10378756635116809,0.062477144048823596,0.04696731438734128,0.09297760604816713,0.13113187523826042,0.131026546664257
0.043410772941056275,0.17818181818181816,0.05706464646464636,0.005641057238434305,0.18337218047460552,0.055019714487481525,0.0015685520909176354,0.0170636652235355,0.022732140607361423
0.14068075477616082,0.21010822510822508,0.15560707070707008,0.15885102676622798,0.17908850393225445,0.06570656750262094,0.2879809879946582,0.3341149688536318,0.3322426513427124
0.058071502680399345,0.03694805194805195,0.07802626262626211,0.23803432851126693,0.011839375774780336,0.07454100324031182,0.00013514012876014725,0.006100204052920666,0.005650055861537273
0.1625030910635049,0.14080808080808083,0.0631207070707066,0.07695077997265443,0.07005106744578693,0.026389007395230424,0.0837052699997165,0.045032317162438495,0.04835716466397644
0.022759694703186173,0.03554545454545455,0.0562883838383853,0.04396151239221757,0.17118209476919688,0.05892870871418987,0.2682463412706741,0.22908725779432293,0.23221139605526153
0.05087665996183233,0.011893939393939346,0.13236111111111049,0.24575415235577214,0.08673732001532297,0.03839053350799737,0.057688593412350775,0.11194293145843881,0.10930656744876677
0.1470904061737789,0.2316666666666668,0.20167828282828426,0.1748958274089929,0.11011351000427971,0.048589328321537006,0.030184736117677802,0.06505730206767368,0.06301534043265328
0.04068779697057262,0.15224242424242423,0.0026782828282829185,0.03932593858603273,0.049073836501531465,0.00912206678285693,0.032501271976699164,0.031068844609890456,0.032119368003788895
0.06837273159435797,0.0023809523809522615,0.12740707070707147,0.22643480253942094,0.07037622986335723,0.08201709323191042,0.17297220377406358,0.12812467389897841,0.1297068130830804
0.04280750344653554,0.012878787878787878,0.025762626262626275,0.034775882959365845,0.32882942426712386,0.16030187390840747,0.4540196024102168,0.41185259858277,0.41063222005408706
0.19605945167791927,0.23123376623376624,0.21863333333333346,0.3535351406444203,0.2416919230697379,0.08949739966106685,0.25617095842570414,0.2630632114285553,0.26506646612150714
0.0416921012386704,0.030909090909090886,0.1328641414141421,0.09515607747164645,0.04028017084265989,0.1934148090714658,0.05930130023104896,0.059861955043137405,0.05982803267155079
0.04482108571943333,0.017848484848484877,0.00472272727272699,0.04968649723313068,0.1339363062572847,0.044011342717590864,0.12799582402400228,0.10069819670950403,0.09949601530246749
0.08461995604918095,0.13844155844155845,0.12853989898989898,0.08617576956748962,0.007128305416051785,0.0998480536250337,0.07893733169286626,0.07990685134766656,0.08302430161550353
0.17599729200612463,0.1983333333333334,0.16940858585858554,0.17342217495947176,0.20196492342909272,0.16474573790733182,0.2515675685406602,0.2591521250396943,0.2575700619347939
0.11215953480918106,0.34081439393939394,0.20055151515151415,0.1862329442573316,0.32842851329508105,0.37326678579365247,0.42187638841856145,0.4205237280716277,0.42017086009392807
0.17879392915106496,0.2676060606060606,0.24183787878787927,0.20152925332387295,0.2600304623516085,0.24741008600908954,0.3366167549410456,0.3374691552211541,0.33659022304129044
0.17247716726886286,0.09159090909090906,0.14424949494949468,0.1978774757818742,0.17924656989366106,0.11822053559991824,0.06984767322192975,0.10998354054211967,0.10739552373102312
0.08802236191377877,0.02714285714285708,0.0628671717171721,0.003938755230470159,0.039340894699662454,0.11095056705283746,0.020250386010250088,0.02927110525954163,0.031092549012942616
0.041692026171444296,0.04110606060606048,0.029888888888888188,0.04206783634243583,0.08819424946576254,0.17165136553499172,0.03442325749518016,0.033223815326866024,0.035055241048899566
0.03300584366536763,0.011060606060606062,0.060231313131313136,0.04638072848320007,0.21821289942409644,0.3928600870816592,0.1611242907126637,0.1523696340222137,0.1561015197310097
0.0217312207963741,0.016287878787878796,0.0294323232323231,0.05022321892507148,0.010942327938355555,0.0697906963951793,0.02252539855309199,0.027171600631684778,0.02807193080546494
0.03600965453843452,0.07545454545454544,0.057786363636362026,0.10521553993225108,0.14811873364691386,0.3539515025354721,0.22783580306190898,0.18807917885517933,0.19091373726699368
0.3206768116250148,0.34187499999999993,0.3560555555555541,0.33962287599390195,0.29534813349438094,0.3932121761141415,0.41285976233254434,0.4127494308181258,0.41048058468273585
0.0255672139640577,0.027550505050505047,0.0015348484848483057,0.0896922800757669,0.05674497987956695,0.15868701098047477,0.07746099096049097,0.08136508824971228,0.08091252296225804
0.10785496916590809,0.3443371212121212,0.33146212121212054,0.28808120669740617,0.25148037297366765,0.3521890767369957,0.18062405464047887,0.18699260602015344,0.19060315690664997
0.04130794306046848,0.15813852813852813,0.02326717171717263,0.07389566898345945,0.04621930893657816,0.09138621080348186,0.0692676285936899,0.024587772908059857,0.025858628504833003
0.004610175996229149,0.04653679653679649,0.053631313131313696,0.014102550564390248,0.004635039892775028,0.08312938844985607,0.030928856832295848,0.035135120832183786,0.03565804726152644
0.08686792493398468,0.10047979797979789,0.08059191919191891,0.009810978860566033,0.027795053617690857,0.04259890333354893,0.060248740763943764,0.1006132819375905,0.09852175109588346
0.008490108619992137,0.016774891774891804,0.008984343434343539,0.04784881750742592,0.12220153404070774,0.007486106807013601,0.04997326099788402,0.05339123855055794,0.05163502290930394
0.12266320395377717,0.26575757575757564,0.1363666666666662,0.08222065036947068,0.2929749096391027,0.4119749370458829,0.3783202232395149,0.3399696751295568,0.3406219129021859
0.4431458767093688,0.36717171717171715,0.32597878787878676,0.33545669786857835,0.1568039978754946,0.22760691940277744,0.10298026042846542,0.15139121298207747,0.15095643874827935
0.07948696426853091,0.07603030303030309,0.02688333333333326,0.05046469460834152,0.029214284710107424,0.04394889098569929,0.1261738824462949,0.1269425890407921,0.12986063372845824
0.07303270801189192,0.053679653679653695,0.06044797979797982,0.03838595747947693,0.14145287862219394,0.19466227066511604,0.019890850108360614,0.020186064128792036,0.012852913722623482
0.04608834865992373,0.04493939393939386,0.002388888888888774,0.09890353834990295,0.012660906375802028,0.004873360753822442,0.0898828867076451,0.08792014145972615,0.08724596749492097
0.07886023703428424,0.20143939393939392,0.033360101010099674,0.07845436009493734,0.10354571728741047,0.023692785037800757,0.06146805780113945,0.052873264370392914,0.051315254104942754
0.07758017894638944,0.10503030303030303,0.0822323232323233,0.05472637277660947,0.16823705972677758,0.010441417742736048,0.07795925194434289,0.13193131468526342,0.13413742433396925
0.09303364286340121,0.1803787878787877,0.09611515151515015,0.1419677370967286,0.22916811327223746,0.21433112223817702,0.09468174529512452,0.10485599532480194,0.1022240425315879
0.13469842788310102,0.17215909090909096,0.1296969696969695,0.033471426205201604,0.08800404073883433,0.2150696921049325,0.06882280522639639,0.06633801397411221,0.06172171882390354
0.00011578849475446518,0.31166666666666654,0.14552525252525184,0.06109484109011554,0.36665352814111724,0.46769080674628394,0.4126334616143023,0.36863060034265405,0.368225347323693
0.017152057763221287,0.08570075757575757,0.07630959595959581,0.06575396656990051,0.06996255875093524,0.18442079405538797,0.1960399287823124,0.23848673964753167,0.23773723292980015
0.08336297417474264,0.07299242424242425,0.05338131313131303,0.0045697531555638216,0.03354351137415868,0.2607407266598484,0.0020687331062793357,0.05260482885738468,0.05118848357535952
0.09113480977914468,0.2637272727272727,0.26067777777777823,0.24365266799926766,0.5639214314640024,0.7669540107225619,0.38575267474855823,0.33790653912532276,0.33880490810639496
0.008525369630110278,0.012878787878787878,0.0401944444444444,0.023000746965408325,0.27710445922244764,0.015462869682127062,0.28158437461766267,0.24850859167583084,0.2493700849872091
0.04703825116763838,0.00041666666666664853,0.008567171717171723,0.0788444825374719,0.03463906016634599,0.06009758125717904,0.09327880402863276,0.10111527145438293,0.10523448540495611
0.03466580908911483,0.061723484848484854,0.06481767676767661,0.06446164846420288,0.015420165972601589,0.046623954178336646,0.17921285098540646,0.1705011954682048,0.1721630951203837
0.09822105853908628,0.022146464646464636,0.035223232323232434,0.06630911754839347,0.0016213586238359168,0.0070182742357566275,0.00082101217606384,0.005803491390328125,0.007433843854863981
0.06891267127280523,0.08497474747474751,0.05154343434343438,0.1374945583126762,0.13843834218719392,0.052579498829983945,0.3316531630256727,0.32618669841817305,0.31990682711445795
0.16601396794272882,0.10696969696969691,0.10932676767676791,0.19428834893486713,0.1925885876325673,0.09616219228264533,0.11671298834977661,0.15405331813820689,0.1517235816116054
0.2114675562325743,0.06327651515151511,0.1808909090909101,0.19264639218648272,0.03963170173953334,0.11761319826938899,0.011193501114418192,0.026831833397329863,0.025587343289676157
0.053119801887063445,0.04469696969696968,0.11278030303030306,0.07023634231451792,0.09980643571955217,0.10690231958781282,0.041226946111285634,0.027530299121122925,0.02767534684480044
0.23307349437171,0.17072727272727278,0.2738767676767681,0.270392312931292,0.2731267371048235,0.23727295783304636,0.2518597383115856,0.26093316700782854,0.26043090395218116
0.011444170122097086,0.048181818181818326,0.03220404040404001,0.019230437278747625,0.09931248430595274,0.11552542405504929,0.1017469371850348,0.1218192761872875,0.12005338683361544
0.022161852846286523,0.07118181818181823,0.0033520202020200784,0.011977127429210754,0.08766100472516375,0.002565992364415126,0.08628513785991632,0.08630347696440266,0.08726359633886743
0.16942615277138254,0.1121969696969698,0.3268313131313133,0.3106516633972978,0.0709652816372019,0.21123669522836735,0.13515583488902494,0.17524431213743086,0.17728161604270914
0.09558146516685997,0.09874999999999998,0.091989393939394,0.06081862312374692,0.014546070429460378,0.16757130109134977,0.04576771906501015,0.07519791215632679,0.07404686809365735
0.01940018271850885,0.06742424242424239,0.01570757575757542,0.00263673926844743,0.07781526345183759,0.06682219015172697,0.13457507355987353,0.09460785601805954,0.09697403894243706
0.07380063098597739,0.14543290043290047,0.1373712121212124,0.16935332146557897,0.1753520246590754,0.08725522211225609,0.13524764280236728,0.12531990341701937,0.11990908441618459
0.07698621528917662,0.05176767676767674,0.11361767676767673,0.04561205459363532,0.40594334543986227,0.3816225522687966,0.2706916782195638,0.22379715984483484,0.22239909347229392
0.08600353206673172,0.1507323232323231,0.06921111111111022,0.13440625234083692,0.04241380115939958,0.009173033187492907,0.0380910299238853,0.03331023896385754,0.02997336884539037
0.04533672857983195,0.22566287878787872,0.12355252525252403,0.09319046078306248,0.20852653064860738,0.27100804492482355,0.3080692629446642,0.30704940814911064,0.30664305473620745
0.013561591967168107,0.1557121212121213,0.04861161616161769,0.0485472099708788,0.09364980404305423,0.03940892506969207,0.2320720001228045,0.2174821817294284,0.21659048449668183
0.04935958897216347,0.187,0.003681313131313424,0.07490729154962483,0.05427647681833875,0.09499845892999154,0.09444180247858303,0.1431429545986661,0.14564007573537746
0.33415438753532495,0.22592803030303027,0.30765050505050506,0.29485656510699876,0.18690312071817916,0.0308150607336537,0.4082966052485032,0.42201256932879877,0.4212206880712382
0.20688161409268047,0.19555555555555548,0.274844949494951,0.29300257711699507,0.4837821285145724,0.6121189620869731,0.3579611084479778,0.30751454549198587,0.3087543142278564
0.004260299315465441,0.1271212121212121,0.007184343434343238,0.07897657640052563,0.010188100101824075,0.46135631821483,0.01934650689306744,0.01833933579374425,0.018923759404604945
0.034223340792359655,0.028434343434343423,0.060674747474747326,0.016166115926973756,0.2580418426494745,0.07096393160716327,0.24756149206817174,0.2117412815514358,0.2129087780308871
0.0833772250368014,0.07587878787878782,0.011394949494949347,0.009923697240424856,0.021765337768524795,0.12418042787929573,0.04318409515369814,0.045135974511010646,0.04403207564636852
0.005547263493817289,0.027821969696969706,0.08350454545454539,0.10408451062260249,0.08454575365111816,0.13011437245439383,0.08210624627571717,0.13097125659428632,0.131229773309749
0.0291477485021583,0.0027525252525252516,0.1661631313131312,0.07643216848373413,0.31522446166163803,0.1402830719188383,0.3031921105360266,0.2784663978607759,0.2785954032062602
0.024591064509225102,0.11018181818181816,0.06748131313131311,0.12077594598134356,0.16311307568418654,0.11854424089412746,0.048800327032280544,0.05098063046501555,0.050703808194691335
0.17969523157547757,0.21022727272727282,0.31958636363636367,0.2583729401862983,0.19013072635947476,0.3501613279887627,0.22453962783174636,0.26611563827627926,0.26624457675579305
0.03101497936159242,0.0034242424242423852,0.15643434343434298,0.08394113027688233,0.2724197088097766,0.08390410544489862,0.16488474431445743,0.16262687073412818,0.16482770819974824
0.1161358630376157,0.09305555555555567,0.19414242424242523,0.10627002557118737,0.2107290836538223,0.06694584539556336,0.2938444902238227,0.3009042653685902,0.2999479333299086
0.011157644329921446,0.21863636363636385,0.0854717171717172,0.05254989060488624,0.14292251509017262,0.03200315762440509,0.03892329948653578,0.08229656259979734,0.0809736842213874
0.01919563162735168,0.0027525252525252516,0.027934343434343447,0.010208100080490112,0.28992950784448346,0.08038987864759158,0.34484830871059435,0.32575663903392676,0.3235337687866421
0.08365653373549431,0.037034632034632066,0.008656060606060792,0.08881756088950421,0.0669375833059376,0.029065438757676795,0.2253616577718633,0.22492084362201853,0.22810167532994058
0.07919436196393796,0.012878787878787878,0.111502525252525,0.016751646995544434,0.2517131373210806,0.48527366215027,0.3500283228086836,0.30687298760753856,0.3069990674810313
0.06690815538838772,0.022146464646464636,0.004569696969697196,0.07653278780706002,0.064202475027311,0.07112494660186672,0.015057366811155659,0.017513874970793736,0.015284133380799675
0.19700293802517183,0.10542424242424236,0.17227979797979792,0.23566590955763145,0.3344136671764134,0.2906145302238616,0.4518123271875353,0.5007799502275303,0.5028237568476628
0.06263375517008096,0.1793722943722944,0.11250656565656475,0.08289943344665296,0.27167242247605083,0.17394892794121686,0.032763986364563236,0.006666985394619129,0.006548964547461733
0.03227728933452883,0.0027525252525252516,0.024309595959595965,0.03351551294326782,0.2754639000762311,0.008404499780359493,0.30153264182126965,0.2699924165936112,0.26895394176010307
0.08360431376565731,0.12696969696969698,0.06397474747474793,0.0851805348107309,0.001911752323251581,0.06441899890456987,0.13907096356775,0.17918768158803616,0.18161284264491911
