,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,PDI,RLU_PC3
369,370,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,500,172.6333333,-10.96666667,0.228666667,3.0
370,371,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,500,156.5,5.703333333,0.215666667,3.0
372,373,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,20,500,126.4666667,1.823,0.141666667,3.0
373,374,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,500,173.0,7.926666667,0.266666667,3.0
374,375,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,500,198.5333333,2.883333333,0.402666667,3.0
375,376,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,500,185.6666667,12.1,0.295,3.0
376,377,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,500,160.6,4.013333333,0.245333333,3.0
377,378,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,500,183.8333333,2.956666667,0.354,3.0
378,379,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,500,224.0,22.76666667,0.195666667,3.0
379,380,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,500,147.6666667,9.33,0.245666667,3.0
380,381,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,500,146.4333333,19.53333333,0.24,3.0
381,382,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,500,170.8666667,7.633333333,0.246333333,3.0
382,383,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,500,136.8333333,7.98,0.256666667,3.0
383,384,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,500,290.3,-25.13333333,0.270666667,3.0
384,385,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,20,500,122.2,18.9,0.186333333,3.0
386,387,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,20,500,186.9666667,2.883333333,0.243,3.0
387,388,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,500,153.4666667,17.63333333,0.229666667,3.0
388,389,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,500,204.5333333,0.663333333,0.348333333,4.025
389,390,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,40,500,177.8333333,3.57,0.331,3.0
390,391,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,500,193.0,24.03333333,0.257666667,3.0
391,392,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,500,155.2333333,9.956666667,0.232666667,3.0
392,393,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,500,133.8333333,18.63333333,0.272,3.0
393,394,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,500,204.0333333,6.13,0.267,3.0
394,395,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,500,118.1,9.33,0.251,3.0
396,397,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,500,105.7,44.06666667,0.192333333,3.0
397,398,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,20,500,131.2333333,25.86666667,0.203666667,3.0
399,400,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,500,204.4333333,26.16666667,0.278666667,3.0
400,401,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,500,135.9,27.06666667,0.314333333,5.03
401,402,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,500,199.2666667,22.36666667,0.421,5.869
402,403,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,500,157.6333333,30.7,0.228333333,3.85
403,404,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,500,133.6333333,15.33333333,0.194,5.375
404,405,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,500,139.3666667,20.86666667,0.264333333,7.223
405,406,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,500,138.7666667,15.56666667,0.140333333,5.724
406,407,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,500,143.8333333,18.4,0.207,5.609
408,409,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,500,137.3,19.9,0.147333333,8.401
410,411,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,500,158.2333333,12.23333333,0.258666667,5.631
411,412,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,500,214.0333333,5.41,0.282,10.452
412,413,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,500,173.5,22.13333333,0.248333333,6.133
414,415,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,500,218.4,22.4,0.214,10.583
415,416,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,500,152.1333333,23.5,0.246333333,6.937
416,417,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,500,101.8666667,21.46666667,0.231333333,4.905
417,418,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,500,200.6,12.93333333,0.364,9.497
418,419,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,500,133.7333333,31.5,0.264333333,7.063
421,422,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,100,576.1666667,-2.563333333,0.390666667,3.0
422,423,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,20,100,453.7333333,1.926666667,0.368333333,3.0
423,424,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,100,157.1,-3.873333333,0.253333333,3.0
425,426,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,40,100,154.0333333,-2.93,0.321666667,3.0
426,427,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,60,100,187.9,-3.706666667,0.252666667,3.0
427,428,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,100,151.0666667,-1.271,0.26,3.0
428,429,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,100,165.1666667,4.56,0.227,3.0
429,430,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,100,152.2,1.253333333,0.155,3.0
430,431,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,100,143.4666667,4.306666667,0.167666667,3.0
431,432,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,100,119.9666667,3.433333333,0.237,4.71
433,434,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,20,100,115.6666667,3.27,0.283333333,3.0
434,435,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,20,100,388.5666667,-0.77,0.348666667,3.0
435,436,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,100,176.5,-3.76,0.311333333,3.0
436,437,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,100,214.0333333,-3.076666667,0.314666667,3.0
437,438,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,40,100,199.2,-2.876666667,0.431,3.0
438,439,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,60,100,182.5333333,-2.633333333,0.252,3.0
439,440,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,100,155.6333333,-2.463333333,0.269,3.0
440,441,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,100,181.7,2.173333333,0.266666667,3.0
441,442,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,100,175.7,-1.211333333,0.143666667,3.0
442,443,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,100,162.9666667,2.933333333,0.154333333,3.0
443,444,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,100,128.4666667,3.573333333,0.179,5.088
445,446,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,20,100,139.2,1.826666667,0.262333333,3.0
447,448,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,100,162.2333333,-3.646666667,0.378,3.0
448,449,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,100,223.1333333,-2.73,0.318,3.0
450,451,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,60,100,207.0333333,-5.89,0.238333333,3.0
451,452,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,100,154.4666667,-0.982333333,0.284666667,3.0
452,453,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,100,170.7333333,3.386666667,0.238333333,3.332
453,454,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,100,149.4333333,2.24,0.106333333,3.0
454,455,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,100,171.1333333,1.28,0.235,3.0
455,456,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,100,163.5333333,2.923333333,0.214,3.0
460,461,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,100,146.1333333,-2.403333333,0.331,5.835
461,462,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,40,100,231.5,-2.746666667,0.267666667,7.219
462,463,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,60,100,161.8333333,-1.385333333,0.254333333,7.824
463,464,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,100,137.9,-0.514,0.27,8.436
464,465,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,100,150.0,2.373333333,0.260666667,8.09
465,466,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,100,169.0,-0.684,0.172333333,6.342
466,467,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,100,125.6,2.273333333,0.137,7.591
467,468,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,100,136.8666667,4.91,0.203,7.298
469,470,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,100,130.5333333,4.226666667,0.249666667,9.074
471,472,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,100,161.9,-3.153333333,0.303,10.15
473,474,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,40,100,354.4666667,-1.543333333,0.356333333,6.443
474,475,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,60,100,202.1,-2.55,0.265333333,9.771
475,476,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,60,100,139.7,0.63,0.281666667,8.08
476,477,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,100,122.8,6.336666667,0.189333333,6.928
477,478,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,100,152.7666667,6.34,0.206666667,9.892
478,479,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,100,134.0,12.86666667,0.192,8.71
479,480,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,100,194.4666667,6.843333333,0.301666667,6.727
481,482,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,20,10,151.5333333,-2.966666667,0.402,3.466
483,484,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,40,10,99.71,-1.186666667,0.181666667,3.0
484,485,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,40,10,247.2666667,-3.813333333,0.368666667,3.0
487,488,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,60,10,297.0,-9.57,0.258333333,3.0
488,489,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,60,10,134.1333333,-1.092,0.257,3.0
489,490,DOTAP,1,0,12.515,52.6,0,4,36,2,4,200,80,10,165.4666667,-1.492333333,0.175,3.0
490,491,DOTAP,1,0,12.515,52.6,0,4,36,2,8,200,80,10,110.9666667,-1.123,0.174666667,3.0
491,492,DOTAP,1,0,12.515,52.6,0,4,36,2,12,200,80,10,128.5333333,-0.810666667,0.182,3.0
495,496,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,40,10,116.2666667,-1.833333333,0.275666667,3.0
496,497,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,40,10,285.1333333,-6.416666667,0.367666667,3.0
499,500,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,60,10,293.6333333,-9.726666667,0.427333333,3.0
500,501,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,60,10,162.9333333,-1.077,0.248333333,3.0
501,502,DOTAP,1,0,12.515,52.6,0,4,36,2,4,100,80,10,170.3,-2.533333333,0.095333333,3.0
502,503,DOTAP,1,0,12.515,52.6,0,4,36,2,8,100,80,10,136.5,-0.168,0.184666667,3.0
503,504,DOTAP,1,0,12.515,52.6,0,4,36,2,12,100,80,10,108.9333333,-0.043,0.175,4.5
507,508,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,40,10,133.4,-0.863666667,0.228666667,3.0
508,509,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,40,10,282.5,-7.106666667,0.323,3.0
511,512,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,60,10,296.5666667,-14.66666667,0.253,3.0
512,513,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,60,10,138.1666667,-1.203333333,0.219666667,3.0
513,514,DOTAP,1,0,12.515,52.6,0,4,36,2,4,50,80,10,159.1333333,-2.56,0.153,3.0
514,515,DOTAP,1,0,12.515,52.6,0,4,36,2,8,50,80,10,117.1333333,-0.0463,0.218666667,3.0
515,516,DOTAP,1,0,12.515,52.6,0,4,36,2,12,50,80,10,118.5666667,-0.131666667,0.198666667,4.111
516,517,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,20,10,122.3666667,-1.79,0.275666667,3.0
519,520,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,40,10,119.1333333,-0.88,0.235666667,3.0
520,521,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,40,10,393.5333333,-13.16666667,0.312,3.0
523,524,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,60,10,309.2,-9.383333333,0.357333333,6.297
524,525,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,60,10,135.1,-1.427,0.243666667,7.966
525,526,DOTAP,1,0,12.515,52.6,0,4,36,2,4,10,80,10,178.8,-2.843333333,0.187666667,4.883
526,527,DOTAP,1,0,12.515,52.6,0,4,36,2,8,10,80,10,114.0333333,0.044333333,0.199666667,5.714
527,528,DOTAP,1,0,12.515,52.6,0,4,36,2,12,10,80,10,99.51,-0.3501,0.233666667,5.778
528,529,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,20,10,142.0666667,-2.13,0.393,5.7
529,530,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,20,10,155.0333333,-0.929,0.426,3.689
530,531,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,20,10,123.6666667,-0.883333333,0.345,3.434
531,532,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,40,10,108.2666667,-1.0292,0.213333333,9.141
532,533,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,40,10,247.7,-6.423333333,0.358333333,9.543
536,537,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,60,10,117.0333333,-1.237,0.272333333,9.461
537,538,DOTAP,1,0,12.515,52.6,0,4,36,2,4,1,80,10,137.2333333,-0.065666667,0.148333333,9.546
538,539,DOTAP,1,0,12.515,52.6,0,4,36,2,8,1,80,10,104.4666667,2.526666667,0.211,9.618
539,540,DOTAP,1,0,12.515,52.6,0,4,36,2,12,1,80,10,99.66666667,1.341666667,0.235333333,6.596
540,541,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,500,445.6,-20.0,0.224,3.0
541,542,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,500,388.5666667,-2.833333333,0.160666667,3.0
542,543,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,500,168.4666667,-0.537666667,0.232333333,3.0
543,544,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,500,206.4666667,-0.144176667,0.204666667,3.0
544,545,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,500,266.9333333,-1.186333333,0.448,3.0
545,546,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,500,295.5333333,-1.356666667,0.357,3.0
546,547,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,500,213.1,-2.03,0.208333333,4.094
547,548,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,500,226.5333333,0.105433333,0.251333333,3.0
548,549,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,500,191.9333333,0.3688,0.201333333,3.0
549,550,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,500,204.2,-2.123333333,0.222333333,3.0
550,551,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,500,153.2,1.007666667,0.214666667,3.0
551,552,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,500,145.8666667,-0.358366667,0.251,3.0
552,553,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,500,380.3333333,-7.156666667,0.369666667,3.0
553,554,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,500,300.7,-7.346666667,0.191666667,3.0
554,555,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,500,323.3666667,-1.173666667,0.139333333,3.0
555,556,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,500,197.5333333,-0.223666667,0.27,3.0
558,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,236.7333333,1.45,0.212,3.0
559,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,169.5666667,2.546666667,0.271,3.0
560,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,227.0666667,2.25,0.248666667,3.0
561,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,198.8,-5.656666667,0.230666667,3.0
562,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,148.5333333,-0.2858,0.221333333,3.0
563,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,134.8333333,3.186666667,0.301666667,3.0
564,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,160.3666667,3.713333333,0.219333333,3.0
565,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,394.7333333,-4.73,0.162333333,3.0
566,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,294.7666667,-2.64,0.212333333,3.0
567,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,174.7,1.836666667,0.195333333,3.0
568,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,308.0666667,5.443333333,0.109,3.0
569,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,458.9333333,-1.491333333,0.305333333,3.0
570,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,191.4333333,-1.055666667,0.245666667,3.0
571,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,201.9333333,4.203333333,0.207333333,3.0
572,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,211.8333333,0.894,0.225,4.344
573,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,190.4333333,-0.884,0.222666667,3.0
574,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,190.6333333,-0.851,0.218,3.178
575,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,128.8,2.053333333,0.305666667,3.0
576,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,595.8333333,-15.63333333,0.223,3.0
577,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,377.5666667,-3.236666667,0.193666667,3.0
578,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,288.2333333,-2.386666667,0.216666667,3.0
579,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,217.5333333,-1.123333333,0.217,3.0
580,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,218.9666667,0.326666667,0.235,3.0
581,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,316.5666667,6.206666667,0.160666667,3.0
582,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,273.8,-2.076666667,0.336,3.0
583,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,146.0,1.556666667,0.277666667,4.875
584,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,181.1666667,-0.4172,0.254,4.29
585,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,275.1,-2.526666667,0.284,3.0
586,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,160.8666667,-0.499666667,0.203666667,3.0
587,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,155.4,-0.839666667,0.298333333,3.0
590,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,343.4,0.513666667,0.394333333,3.0
591,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,221.6333333,0.588,0.178333333,3.0
592,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,288.5,1.082333333,0.270666667,3.0
593,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,253.8,1.406666667,0.277666667,3.0
594,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,289.6666667,0.446333333,0.285,3.0
595,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,132.6,5.146666667,0.250333333,3.0
596,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,241.5333333,2.226666667,0.276666667,3.0
597,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,269.8333333,-8.26,0.182,3.0
598,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,210.1666667,-1.306,0.217,3.0
599,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,200.7333333,1.663666667,0.231,3.0
601,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,461.8666667,-3.503333333,0.204666667,3.0
602,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,426.1,-2.953333333,0.213666667,3.0
603,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,278.2,-3.166666667,0.298333333,3.0
604,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,185.7333333,2.283333333,0.289333333,3.0
605,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,244.9,2.306666667,0.259,3.0
606,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,217.0666667,-1.85,0.225333333,3.0
607,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,222.0666667,0.132760333,0.144666667,3.0
608,609,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,100,187.0666667,-0.077333333,0.212333333,3.0
609,610,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,100,186.3666667,-4.35,0.218,3.0
610,611,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,100,208.6666667,-1.425333333,0.198333333,3.0
611,612,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,100,200.6333333,-0.192333333,0.218,3.0
612,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,411.7333333,-4.316666667,0.436333333,3.0
614,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,219.3333333,2.13,0.198666667,3.0
615,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,265.8666667,-2.493333333,0.319666667,3.0
616,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,174.9,-0.763333333,0.285,3.0
617,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,221.6,3.32,0.295666667,3.0
618,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,180.1666667,0.096,0.231666667,3.0
619,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,213.7666667,-1.543333333,0.231666667,3.0
620,621,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,100,176.4333333,-0.458,0.280666667,3.0
621,622,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,100,180.8666667,-3.533333333,0.208333333,3.0
622,623,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,100,171.9333333,-2.693333333,0.230666667,3.0
623,624,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,100,192.2,-1.073,0.185333333,3.332
626,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,237.1333333,-0.988333333,0.195333333,3.0
627,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,194.0333333,-0.591633333,0.253,3.0
628,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,170.3,-1.048,0.291333333,3.0
629,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,198.4,1.671666667,0.239666667,3.0
630,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,174.6333333,0.497666667,0.245333333,3.0
631,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,223.9666667,1.216666667,0.187,3.0
632,633,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,100,202.3,-0.367833333,0.240333333,4.522
633,634,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,100,233.2666667,-2.813333333,0.174,3.0
634,635,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,100,167.0333333,0.119166667,0.204,3.332
635,636,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,100,190.2333333,-1.521333333,0.240666667,3.0
637,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,216.4,1.181,0.234333333,3.0
638,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,314.3333333,-1.583333333,0.333,3.0
639,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,207.4,-1.696666667,0.21,3.0
640,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,180.6333333,1.110333333,0.302666667,3.0
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,212.9666667,-0.2816,0.360333333,3.0
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,253.3,-0.997666667,0.169,3.0
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,170.7666667,1.956666667,0.234666667,3.0
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,158.8333333,0.975666667,0.296333333,3.0
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,188.7333333,-4.646666667,0.239666667,3.0
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,206.5333333,-1.383,0.225333333,3.0
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,182.9,0.969,0.292,3.0
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,161.8333333,-0.225866667,0.314666667,3.0
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,234.1666667,1.199666667,0.19,3.0
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,227.1333333,1.106666667,0.237666667,3.0
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,191.0333333,1.159666667,0.258,3.0
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,173.0666667,0.740633333,0.277666667,3.0
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,385.4666667,-5.563333333,0.314,3.0
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,235.9666667,-1.49,0.202666667,3.0
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,221.4,-0.068,0.292,3.0
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,151.1,-8.67,0.245666667,3.0
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,145.9333333,-1.295666667,0.341666667,3.0
