,RF,XGB,LGBM,DT,kNN,lasso,PLS,MLR
0,0.020292247167394584,0.06395220351890607,0.030162909541982752,0.1181604026126995,0.012947678035254206,0.09235451655840671,0.12066042494313789,0.11888373044828782
1,0.014368913771741099,0.1376146708556985,0.0567540210212133,0.14588285683692048,0.06221987881409108,0.05639785807341097,0.056091857156789104,0.05315470969550612
2,0.1009745558393969,0.019544346753273656,0.0008385374017404468,0.002141556911874898,0.016181376927563773,0.029958233324581862,0.004616808311300458,0.00880352155752162
3,0.02128189645062456,0.03878261103136338,0.015266994912467136,0.001374165685119777,0.006953087513544343,0.007049690505644357,0.002967318188812018,0.010422922354462127
4,0.1609715944854339,0.012937234452353064,0.0524910946770164,0.027519006317592853,0.11508742076598899,0.14518918669346625,0.09510134701491291,0.10647309806821276
5,0.17429458418386579,0.01682260103738331,0.07640046079676677,0.003961880286968644,0.05505370490745942,0.2577281235045612,0.24466635572587753,0.25518008942034326
6,0.03668993527739073,0.024400827636145928,0.017322092193391425,0.07005568047970889,0.19237193150818888,0.03294389832511169,0.0021532797925913894,0.003262387589198945
7,0.0225665525636079,0.008814648538907732,0.004393478432665465,0.2523021736802656,0.012829521456936499,0.06862422011400893,0.05917540351584705,0.06449550687563144
8,0.04269104472284668,0.00960596340577502,0.08648141360608341,0.006488917442980968,0.07049511033686695,0.04487873790864949,0.08927813026777187,0.09313122932421869
9,0.01679975550558599,0.0853819398300999,0.025751087440287423,0.02619124103223025,0.11154195980572001,0.10225967237337807,0.09001914129795852,0.09470288431704987
10,0.017954616273226254,0.04629083599890049,0.006386642523862229,0.04104140853257454,0.022345680473738916,0.1039280138751858,0.12952075574498378,0.13573049674272464
11,0.010669063737379081,0.0631402523164793,0.04843425094410364,0.06808621296253808,0.12673764744840355,0.12319667969846293,0.12197513283298256,0.12999602200145566
12,0.010130960737556816,0.022486103357754583,0.28868763613063936,0.005445673290196296,0.11928006472282998,0.06777191646235414,0.04437578045364332,0.03843091844443547
13,0.03765341434114866,0.017023352774272804,0.027556916900219997,0.06558518042616984,0.0016497460274188525,0.05728120823990257,0.09093045318701365,0.09373868946652208
14,0.06961536105603972,0.07608820171373565,0.023194659658077488,0.11355605525216833,0.06314172471748902,0.1130834971544018,0.11784715313117389,0.11953291040137637
15,0.04120203464903072,0.06333588225509129,0.00809822649839348,0.05659064139629505,0.030531752904206122,0.27849671759755634,0.26961750996779443,0.2688596523007054
16,0.06295178097651488,0.00021651403489619803,0.10317280086031783,0.004586501052932179,0.13633839038721562,0.39782599494566395,0.3205572832201137,0.305522801430141
17,0.039409066264189996,0.15286222302897073,0.07772078057009713,0.12769033087054293,0.04615435726539052,0.07470735098222536,0.07019008974846735,0.05979318686165569
18,0.004666322487877683,0.08603593988226599,0.06276907219177352,0.0976549951814969,0.025525286083001753,0.010938735093872609,0.0008126857541739252,0.0032022894498736076
19,0.0008502486585524327,0.05691051328063512,0.10998428044359654,0.03672770103865519,0.16742134747481952,0.046387990635074094,0.010815103048673003,0.003565232435336463
20,0.03624371682498895,0.07018776588514486,0.005976589855958503,0.0749812613770211,0.06865728299456764,0.05063408836572625,0.06385010404726593,0.05991111636828317
21,0.0032806731287295388,0.17448296106171846,0.009320378268110552,0.1902505621586893,0.0610323651182042,0.043883309968785256,0.005293213863142465,0.006375141543243701
