,XGB,RF,LGBM,DT,kNN,MLR,PLS,lasso
0,0.04450596284998923,0.008125976415170072,0.09096328753500463,0.03174924165824067,0.022336346027489323,0.15477692533074539,0.22896965775618192,0.047585240738383494
1,0.1903030892142873,0.21009859947517934,0.08315877191207219,0.22934277047522744,0.22135730578905372,0.34099490246290387,0.13490954392558707,0.0078564127568799
2,0.3015032858681027,0.33066005053605535,0.048053327787787314,0.3832322210987529,0.3725073067846476,0.4104921337397911,0.037994765595007515,0.03395054000277528
3,0.2895897076166677,0.28648305527468837,0.10352275882723534,0.31668351870576344,0.2785792461361469,0.37341126811732595,0.04253071996541517,0.014223752524827993
4,0.020818478720313505,0.026359576472145874,0.0330030866052705,0.09137657085078724,0.06380486682832295,0.04506852673211956,0.09767669600346332,0.019129163978314295
5,0.11740165948867798,0.09742895530489055,0.06890594070498834,0.12517694641051566,0.10648414690729209,0.12381185904062574,0.04877415240871105,0.057160776291376225
6,0.033885038114473964,0.03316946049400563,0.04760128091662648,0.05672396359959553,0.0010739156217453305,0.022273832922102638,0.16502132528445035,0.07679913224928692
7,0.021137995258561276,0.0017834482883141156,0.14330551381191756,0.07927199191102122,0.02574883269559794,0.048464790398882227,0.053057586473912274,0.025068956545642368
8,0.10892259329557419,0.13474591097308491,0.08994870561678994,0.1057633973710819,0.1419400459514427,0.17634823319175058,0.0765820509008619,0.03298060614779108
9,0.051496672601682975,0.07376666375768386,0.08796521394388601,0.09558476575665659,0.02507843768695346,0.22127206716779468,0.08482103503455313,0.10478755007286936
10,0.0009042607912279621,0.0002714472290431813,0.05126854795514678,0.01011122345803843,0.015916155468778795,0.1227669770126808,0.11641951522576072,0.10447327141689913
11,0.07303464348805566,0.0677427373730078,0.011283696153028488,0.033986349848331654,0.11359709592995709,0.05010258839559956,0.08988179648093317,0.05072472885162857
12,0.0027519143974696625,0.0029475004814866063,0.07665740981443192,0.004967138523761377,0.03737089789903801,0.09173021201715417,0.08819778632562125,0.046181385628884075
13,0.00538568037615747,0.012334431925786898,0.006332482538975365,0.02125884732052577,0.010550490306662372,0.09140645884183038,0.052688855695814635,0.04592842632666225
14,0.06784451127926186,0.0579254259152263,0.06187120806778093,0.07421638018200202,0.03248041816392533,0.0983779448580859,0.14751150216779543,0.02635065553711169
15,0.03617804658545523,0.030324028098768913,0.10409368635291677,0.02125884732052577,0.005016099311837649,0.089787065033308,0.15529182618137558,0.02110104153364198
16,0.24724814470544743,0.2693836183133518,0.010939969628845261,0.18938321536905967,0.15755306787146373,0.29266438841925935,0.0017472698070176151,0.012525338849881662
17,0.052449796955252787,0.05904622333766685,0.09499031026958063,0.030362559583995363,0.08465898256250728,0.01203711122175219,0.029491290750736643,0.06465999365616137
18,0.07355338335037231,0.08474117635257654,0.06892356178151562,0.10348837209302325,0.07330535455800569,0.08812782145700834,0.00750120519670705,0.07438801088474056
19,0.04415122530337415,0.06774797394353774,0.02936260298293311,0.0648887765419616,0.12351815012781031,0.10883671850307254,0.0020977965228554107,0.10827606673307663
20,0.04282014367101891,0.05459956866804702,0.11136083000226102,0.06510364004044492,0.06274054603859562,0.012662482977199047,0.2340436433205927,0.03482104202966102
21,0.03772487924542536,0.043399958170831615,0.20121752289155487,0.017366026289180964,0.08301167443299767,0.019147410620938304,0.002857865076574456,0.027043356980744865
22,0.06437196518672128,0.048757916044746,0.07330931844927016,0.02014661274014156,0.04182312837536885,0.08899806738928423,0.1059256125239263,0.09764945431973773
23,0.03761949635236039,0.00417058727350085,0.27707645114344115,0.040141557128412546,0.011774778098219071,0.014882606115695807,0.04126385269926569,0.38280167083348243
24,0.06484514474868774,0.08070895324762853,0.024402751244846435,0.08828361981799798,0.0646877970265987,0.1144027084779714,0.013333135457960638,0.38225742446574273
25,0.00838684438227763,0.0013684369332497975,0.014573047045051982,0.09201213346814965,0.00029686303785750323,0.09311362414939722,0.028542822490862346,0.1409847113981296
26,0.05130486415267835,0.0653436812878167,0.01792356384425786,0.03569261880687563,0.037278726111652644,0.12975073932178016,0.00553664019062286,0.021502564872110053
27,0.12921080120713935,0.12565170857608254,0.060382504198321085,0.06512751376249859,0.027654538851907495,0.02745457785858456,0.12484466955997531,0.04292600182141246
28,0.014116251589193635,0.03040025368337418,0.028612262364003938,0.050960566228513665,0.024428724591791517,0.051556507477778374,0.005540063853513133,0.0734829480455979
29,0.154904741125654,0.13051849451105008,0.009097349250957287,0.16306033029996625,0.16545205333366286,0.04805947882313483,0.0020815991122042354,0.0836465220781025
30,0.18779803812503815,0.18958876470541014,0.028080964053807125,0.2056767297414416,0.10615042765547056,0.20738350250998594,0.08858682438758952,0.15120503104636324
31,0.01877486255882485,0.0075664609313561,0.03187301407346408,0.02348331648129423,0.010855569578914731,0.06319210745952186,0.09299816446442385,0.1127009294402396
32,0.09132541850194165,0.09011176422793582,0.07057757236725976,0.08763902932254797,0.0914968486291691,0.1100523758355419,0.07628548259696988,0.10376632324199112
33,0.10134727387746498,0.05105822981366459,0.020069023865916802,0.07680485338725987,0.05215065835874971,0.16276060935777362,0.034197662973710435,0.10817052920077458
34,0.10793149033589602,0.10644081323125835,0.0009382472707631512,0.07716885743174928,0.10210637011551613,0.09020015971768483,0.15744994618794173,0.16899487196242138
35,0.047364833220251895,0.03322376348163114,0.04580879461539,0.06914054600606673,0.0981103692772459,0.05851743145041591,0.05087397811889566,0.09204193917896136
36,0.016965070151402806,0.0313717457508787,0.01572545977293824,0.002204246713852373,0.026156796097358145,0.10604536555697236,0.1391963392548821,0.021490688163693206
37,0.006975399335908461,0.0037940069935961385,0.028618404199830767,0.02321536905965621,0.04030733268520581,0.0534539619096612,0.11943333813174067,0.21403950388381293
38,0.0358596236719039,0.041721463479224036,0.13104021707241034,0.01893326592517694,0.19175696760261948,0.2547953450392161,0.007735784867124701,0.16797924533731018
