,HepG2,B16,PC3,HEK293,N2a,ARPE19
MLR,0.5298444388048291,0.7101733123984219,0.6835420149454741,0.5139973902693504,0.6011264803870766,0.6671070831183739
PLS,0.5268006017643851,0.7117161880369889,0.6817637213346908,0.5077362502698574,0.5999079878359421,0.6674339551824913
DT,0.7321081355295329,0.8904928632870472,0.8136475114353177,0.640361313194556,0.897180890989796,0.7884126425429832
XGB,0.8557183003729099,0.9185794546199844,0.8575631016727439,0.8341074974011746,0.9002986331080559,0.8552029718147989
MLP,0.8172326732265829,0.8785270072547355,0.8458044544360142,0.7662370298965568,0.8032665393108587,0.7241536676499313
lasso,0.526892358760983,0.7128471201086759,0.6871163324567633,0.45005057747379223,0.5355197416282054,0.6564074590002082
kNN,0.6083865311405867,0.6419634356584547,0.8175336290222828,0.5840966354598778,0.561807983645364,0.677771838523545
RF,0.8615041070382587,0.9050535924093153,0.8586473643057164,0.8093057109436095,0.8948584878611703,0.8470445238738658
LGBM,0.8785207725498116,0.9192515539585613,0.872982660019903,0.8491157068625419,0.9042430197789761,0.877486280054634
