,HepG2,B16,PC3,HEK293,N2a,ARPE19
MLR,0.435216703356625,0.6908065817069025,0.6075815084480393,0.5553724770151568,0.5238617117366025,0.720318528069518
PLS,0.4325512670591081,0.6912569367913454,0.6033063602579513,0.5524101329386798,0.519087941670485,0.7204567118183705
DT,0.6663627705934101,0.8723850047271718,0.6423907017849303,0.6691679358392187,0.8724484461924774,0.8163486638294495
XGB,0.729453860848002,0.9033897110496086,0.6379882340826161,0.8589174812879796,0.9001796258907787,0.8616423834906587
MLP,0.6812826745132526,0.8590262058034243,0.6316783138683899,0.7867034642774171,0.8540998813004714,0.7401264537239798
lasso,0.416794629234214,0.6973332010027626,0.5940711893916018,0.49842885681616167,0.46298899703123064,0.7048085935000513
kNN,0.49248306912151474,0.6503607421639437,0.6201687358057215,0.5964204891468057,0.6174933515663491,0.6888031034174588
RF,0.7198170647622066,0.8827242009365217,0.6572568870693845,0.829085166333921,0.8918850812948601,0.8598412297987206
LGBM,0.7251479373572401,0.901166171055886,0.6966095198121753,0.8718719149601957,0.9012849299380236,0.8834563559819087
