,HepG2,B16,PC3,HEK293,N2a,ARPE19
MLR,0.11929248821699348,0.0975000794918236,0.11270397358794272,0.13766337853066818,0.13450991586232158,0.15800539193169275
PLS,0.11935689290188391,0.0976565819399179,0.11295238559412864,0.13786974968693907,0.13441899720689365,0.15793759750019007
DT,0.08295848805592988,0.0607957230289231,0.08014385041412068,0.1159968106523797,0.07032952550629318,0.11933348548078596
XGB,0.06588216036010053,0.053284089730812285,0.06962840692474555,0.08538764076761732,0.07157083562634727,0.10478586071203416
MLP,0.0751924491005443,0.06801425216836512,0.07873498738807706,0.10390760482962232,0.10121599158252277,0.1508102102830366
lasso,0.11659144897652492,0.09784997520512675,0.11014728455254051,0.1449052848199787,0.13746361154829528,0.15758571471807065
kNN,0.10264348111939336,0.09906858132599987,0.08324087520246576,0.127276664836721,0.12717586065625694,0.1575979502989029
RF,0.06535861682654523,0.05639843388076779,0.06809785824393885,0.09432571682426999,0.07378463474423075,0.10802268751825511
LGBM,0.06331991541598832,0.05340504885709925,0.06663897202768901,0.08170466950774743,0.07336729118609228,0.09707266241660076
