,HepG2,B16,PC3,HEK293,N2a,ARPE19
HepG2,1.0,0.12640753597640486,0.06781476869313431,0.06389036527942282,,
B16,0.12640753597640486,1.0,0.4485403424500534,0.46384684102294926,,
PC3,0.06781476869313431,0.4485403424500535,1.0,0.4078840722053059,,
HEK293,0.06389036527942282,0.46384684102294926,0.4078840722053059,1.0,,
N2a,,,,,1.0,
ARPE19,,,,,,1.0
