,HepG2,B16,PC3,HEK293,N2a,ARPE19
HepG2,1.0,0.6631293924126586,0.4970494511621653,0.5613257975533711,0.6467137618394966,0.4341042010114911
B16,0.6631293924126587,1.0,0.4851613172345177,0.7093041673388197,0.5141893137651101,0.43067643428591507
PC3,0.49704945116216526,0.4851613172345177,1.0,0.3715745734063938,0.36802651103340783,0.3556233704906831
HEK293,0.5613257975533711,0.7093041673388198,0.3715745734063938,1.0,0.4843247787844038,0.3808047871473037
N2a,0.6467137618394965,0.5141893137651101,0.3680265110334078,0.4843247787844038,1.0,0.7594408496367483
ARPE19,0.43410420101149116,0.43067643428591507,0.35562337049068315,0.3808047871473037,0.7594408496367482,1.0
