,RLU_B16
0,0.22529212624221912
1,0.1742928906847221
2,0.07567980779731354
3,0.20159440864912093
4,0.31025445014742814
5,0.2114229551163045
6,0.0
7,0.03145134869498745
8,0.06006333952167736
9,0.10756798077973134
10,0.17724145462487711
11,0.013650758982199418
12,0.10756798077973134
13,0.025772632958392466
14,0.10756798077973134
15,0.10756798077973134
16,0.10756798077973134
17,0.10756798077973134
18,0.10756798077973134
19,0.025772632958392466
20,0.10756798077973134
21,0.05580430271923115
22,0.10756798077973134
23,0.10756798077973134
24,0.10756798077973134
25,0.10756798077973134
26,0.10756798077973134
27,0.10756798077973134
28,0.10756798077973134
29,0.10756798077973134
30,0.10756798077973134
31,0.10756798077973134
32,0.10756798077973134
33,0.10756798077973134
34,0.10756798077973134
35,0.10756798077973134
36,0.10756798077973134
37,0.10756798077973134
38,0.10756798077973134
39,0.10756798077973134
40,0.10756798077973134
41,0.10756798077973134
42,0.10756798077973134
43,0.10756798077973134
44,0.10756798077973134
45,0.10756798077973134
46,0.10756798077973134
47,0.15321611881620617
48,0.10756798077973134
49,0.10756798077973134
50,0.10756798077973134
51,0.10756798077973134
52,0.10756798077973134
53,0.06421317025226603
54,0.10756798077973134
55,0.10756798077973134
56,0.10756798077973134
57,0.10756798077973134
58,0.1618433984929562
59,0.11750573331877251
60,0.04182592552145897
61,0.046630992683193206
62,0.10756798077973134
63,0.10756798077973134
64,0.03145134869498745
65,0.10756798077973134
66,0.10756798077973134
67,0.10756798077973134
68,0.10756798077973134
69,0.10756798077973134
70,0.10756798077973134
71,0.10756798077973134
72,0.10756798077973134
73,0.10756798077973134
74,0.0
75,0.10756798077973134
76,0.10756798077973134
77,0.10756798077973134
78,0.10756798077973134
79,0.10756798077973134
80,0.10756798077973134
81,0.10756798077973134
82,0.10756798077973134
83,0.10756798077973134
84,0.10756798077973134
85,0.10756798077973134
86,0.10756798077973134
87,0.10756798077973134
88,0.10756798077973134
89,0.10756798077973134
90,0.10756798077973134
91,0.10756798077973134
92,0.10756798077973134
93,0.10756798077973134
94,0.10756798077973134
95,0.10756798077973134
96,0.10756798077973134
97,0.10756798077973134
98,0.10756798077973134
99,0.10756798077973134
100,0.10756798077973134
101,0.10756798077973134
102,0.10756798077973134
103,0.10756798077973134
104,0.10756798077973134
105,0.10756798077973134
106,0.10756798077973134
107,0.10756798077973134
108,0.10756798077973134
109,0.10756798077973134
110,0.10756798077973134
111,0.10756798077973134
112,0.10756798077973134
113,0.10756798077973134
114,0.10756798077973134
115,0.10756798077973134
116,0.10756798077973134
117,0.10756798077973134
118,0.10756798077973134
119,0.10756798077973134
120,0.10756798077973134
121,0.10756798077973134
122,0.10756798077973134
123,0.10756798077973134
124,0.10756798077973134
125,0.10756798077973134
126,0.05580430271923115
127,0.10756798077973134
128,0.03145134869498745
129,0.10756798077973134
130,0.10756798077973134
131,0.1042917986240035
132,0.10756798077973134
133,0.10756798077973134
134,0.10756798077973134
135,0.0
136,0.019875505078082334
137,0.019875505078082334
138,0.10756798077973134
139,0.0
140,0.15135961559462702
141,0.10756798077973134
142,0.10756798077973134
143,0.11750573331877251
144,0.10756798077973134
145,0.10756798077973134
146,0.10756798077973134
147,0.046630992683193206
148,0.10756798077973134
149,0.025772632958392466
150,0.10756798077973134
151,0.10756798077973134
152,0.019875505078082334
153,0.10756798077973134
154,0.10756798077973134
155,0.30981762585999784
156,0.06421317025226603
157,0.19067380146336138
158,0.10756798077973134
159,0.16009610134323465
160,0.1956972807688107
161,0.05580430271923115
162,0.07196680135415529
163,0.22802227803865893
164,0.10756798077973134
165,0.1698154417385606
166,0.25139237741618436
167,0.1398929780495795
168,0.06421317025226603
169,0.10756798077973134
170,0.18685158894834553
171,0.06421317025226603
172,0.06814458883913943
173,0.1956972807688107
174,0.23501146663754502
175,0.17724145462487711
176,0.346183247788577
177,0.40318881729824174
178,0.14185868734301627
179,0.16348148957082015
180,0.019875505078082334
181,0.16817735066069672
182,0.262531396745659
183,0.025772632958392466
184,0.10756798077973134
185,0.05132685377306978
186,0.10756798077973134
187,0.10756798077973134
188,0.41782243092715954
189,0.16009610134323465
190,0.10145244075570597
191,0.06421317025226603
192,0.17571256961887083
193,0.20268646936769685
194,0.06421317025226603
195,0.03145134869498745
196,0.2521568199191875
197,0.10756798077973134
198,0.10756798077973134
199,0.32827345200393143
200,0.1398929780495795
201,0.09555531287539587
202,0.1247133340613738
203,0.2375232062902698
204,0.45113028284372614
205,0.08277820246805723
206,0.16664846565469038
207,0.3414873866987005
208,0.09249754286338319
209,0.046630992683193206
210,0.42994430490335267
211,0.19318554111608605
212,0.25499617778748496
213,0.5006006333952168
214,0.20039314185868734
215,0.29278147865021287
216,0.45528011357431475
217,0.19067380146336138
218,0.23239052091296275
219,0.38396854865130503
220,0.28393578682974774
221,0.019875505078082334
222,0.08277820246805723
223,0.3132030140875832
224,0.33657311346510865
225,0.3837501365075898
226,0.4688216664846565
227,0.41815004914273235
228,0.5185104291798625
229,0.5245167631320301
230,0.43737031778966906
231,0.04182592552145897
232,0.025772632958392466
233,0.10756798077973134
234,0.025772632958392466
235,0.12001747297149717
236,0.10756798077973134
237,0.10756798077973134
238,0.2288959266135197
239,0.07567980779731354
240,0.036693240144151984
241,0.05132685377306978
242,0.07567980779731354
243,0.10756798077973134
244,0.006989188598886115
245,0.13781806268428526
246,0.10756798077973134
247,0.08933056677951295
248,0.10756798077973134
249,0.04182592552145897
250,0.10756798077973134
251,0.04182592552145897
252,0.1894725346729278
253,0.11750573331877251
254,0.05580430271923115
255,0.14764660915146882
256,0.1336682319536966
257,0.16664846565469038
258,0.013650758982199418
259,0.15135961559462702
260,0.2861199082668996
261,0.10756798077973134
262,0.10756798077973134
263,0.06006333952167736
264,0.14185868734301627
265,0.2306432237632412
266,0.2743256525062794
267,0.28819482363219395
268,0.45233154963415967
269,0.5934257944741728
270,0.507589821994103
271,0.37064540788467837
272,0.4606312110953369
273,0.49317462050890026
274,0.12001747297149717
275,0.13148411051654468
276,0.23239052091296275
277,0.05580430271923115
278,0.10756798077973134
279,0.49208255979032434
280,0.47712132794583384
281,0.4310363656219286
282,0.42557606202904885
283,0.3382112045429726
284,0.4197881402205963
285,0.16009610134323465
286,0.07567980779731354
287,0.24309271595500703
288,0.10756798077973134
289,0.025772632958392466
290,0.4048269083761058
291,0.4903352626406028
292,0.44829092497542866
293,0.4284154198973462
294,0.4200065523643114
295,0.46216009610134323
296,0.21852134978704818
297,0.18139128535546578
298,0.33657311346510865
299,0.171344326744567
300,0.14382439663645297
301,0.5370754613956535
302,0.4617232718139129
303,0.4599759746641914
304,0.43311128098722285
305,0.42601288631647927
306,0.5201485202577263
307,0.5082450584252484
308,0.579884241563831
309,0.5032215791197991
310,0.5189472534672929
311,0.9427760183466202
312,0.8560663972916894
313,0.8045211313749044
314,0.7291689417931637
315,0.809763022824069
316,0.531833569946489
317,0.7478431800808125
318,0.7707764551709075
319,0.6661570383313312
320,0.8237414000218412
321,0.44152014852025767
322,0.2737796221469914
323,0.20716391831385822
324,0.3317680463033744
325,0.36103527356121
326,0.06421317025226603
327,0.14382439663645297
328,0.3448727749262859
329,0.1042917986240035
330,0.08277820246805723
331,0.3045757344108333
332,0.20934803975101013
333,0.19318554111608605
334,0.35830512176477014
335,0.379381893633286
336,0.37282952932183033
337,0.15845801026537076
338,0.16501037457682644
339,0.36311018892650426
340,0.07196680135415529
341,0.10756798077973134
342,0.404499290160533
343,0.1968985475592443
344,0.38440537293873545
345,0.3348258163153872
346,0.2907065632849186
347,0.26766408212296605
348,0.4637981871792072
349,0.21458993120017472
350,0.22245276837392153
351,0.5416621164136726
352,0.6474828000436824
353,0.712897237086382
354,0.6368898110734957
355,0.6599322922354482
356,0.7465327072185215
357,0.5662334825816315
358,0.6294637981871792
359,0.661133559025882
360,0.7155181828109644
361,0.6213825488697172
362,0.8153325324888064
363,0.5398056131920935
364,0.760947908703724
365,0.8129299989079394
366,0.5558589057551601
367,0.7980779731353064
368,1.0
369,0.013650758982199418
370,0.19067380146336138
371,0.16664846565469038
372,0.26318663317680463
373,0.3820028393578683
374,0.036693240144151984
375,0.07196680135415529
376,0.25707109315277926
377,0.1894725346729278
378,0.09861308288740855
379,0.23664955771540902
380,0.4161843398492956
381,0.10756798077973134
382,0.019875505078082334
383,0.3863710822321721
384,0.26318663317680463
385,0.16348148957082015
386,0.2104401004695861
387,0.2971497215245167
388,0.40264278693895383
389,0.07196680135415529
390,0.09555531287539587
391,0.3750136507589822
392,0.15321611881620617
393,0.42229987987332096
394,0.45091187070001093
395,0.5502893960904227
396,0.6007426012886317
397,0.32226711805176367
398,0.35175275745331436
399,0.554766845036584
400,0.08277820246805723
401,0.006989188598886115
402,0.07196680135415529
403,0.2578355356557825
404,0.09861308288740855
405,0.2866659386261876
406,0.24385715845801026
407,0.5286665938626187
408,0.4871682865567326
409,0.27498088893742495
410,0.25707109315277926
411,0.2134978704815988
412,0.18281096428961452
413,0.2415638309490008
414,0.25914600851807357
415,0.013650758982199418
416,0.10756798077973134
417,0.08605438462378506
418,0.0
419,0.10756798077973134
420,0.019875505078082334
421,0.27902151359615596
422,0.20159440864912093
423,0.2270394233919406
424,0.2114229551163045
425,0.10756798077973134
426,0.05580430271923115
427,0.06814458883913943
428,0.06006333952167736
429,0.10756798077973134
430,0.05580430271923115
431,0.2695205853445451
432,0.2049797968767063
433,0.21251501583488042
434,0.04182592552145897
435,0.2492082559790324
436,0.3646390739325107
437,0.04182592552145897
438,0.10756798077973134
439,0.17276400567871575
440,0.0
441,0.10756798077973134
442,0.1042917986240035
443,0.37752539041170696
444,0.2638418696079502
445,0.28819482363219395
446,0.16348148957082015
447,0.3009719340395326
448,0.31025445014742814
449,0.2104401004695861
450,0.1855411160860544
451,0.2306432237632412
452,0.31800808124931745
453,0.2695205853445451
454,0.2492082559790324
455,0.10756798077973134
456,0.1042917986240035
457,0.10756798077973134
458,0.20268646936769685
459,0.23326416948782353
460,0.10756798077973134
461,0.019875505078082334
462,0.0
463,0.10756798077973134
464,0.11248225401332312
465,0.15321611881620617
466,0.20388773615813038
467,0.20039314185868734
468,0.12001747297149717
469,0.2783662771650104
470,0.2767281860871465
471,0.31112809872228897
472,0.07196680135415529
473,0.09555531287539587
474,0.2060718575952823
475,0.10756798077973134
476,0.10756798077973134
477,0.14764660915146882
478,0.22245276837392153
479,0.07928360816861418
480,0.3230315605547668
481,0.34825816315387137
482,0.3835317243638746
483,0.13148411051654468
484,0.15845801026537076
485,0.2907065632849186
486,0.019875505078082334
487,0.10756798077973134
488,0.07928360816861418
489,0.08933056677951295
490,0.38069236649557725
491,0.2707218521349787
492,0.35830512176477014
493,0.28502784754832367
494,0.2134978704815988
495,0.3452003931418587
496,0.17571256961887083
497,0.12231080048050669
498,0.15671071311564921
499,0.2233264169487823
500,0.23916129736813369
501,0.4877143169160205
502,0.45123948891558374
503,0.43245604455607733
504,0.5787921808452551
505,0.49306541443704277
506,0.5462487714316917
507,0.4642350114666376
508,0.46991372720323243
509,0.33209566451894723
510,0.2976957518838047
511,0.43704269957409636
512,0.10756798077973134
513,0.07567980779731354
514,0.07196680135415529
515,0.036693240144151984
516,0.19067380146336138
517,0.22245276837392153
518,0.06006333952167736
519,0.10756798077973134
520,0.0
521,0.14185868734301627
522,0.20716391831385822
523,0.10756798077973134
524,0.10756798077973134
525,0.09555531287539587
526,0.10756798077973134
527,0.10756798077973134
528,0.10713115649230098
529,0.05132685377306978
530,0.019875505078082334
531,0.006989188598886115
532,0.1247133340613738
533,0.1991918750682538
534,0.10756798077973134
535,0.10756798077973134
536,0.13574314731899095
537,0.10756798077973134
538,0.10756798077973134
539,0.10756798077973134
540,0.046630992683193206
541,0.10756798077973134
542,0.0
543,0.036693240144151984
544,0.19318554111608605
545,0.23916129736813369
546,0.0
547,0.10756798077973134
548,0.1618433984929562
549,0.10756798077973134
550,0.10756798077973134
551,0.10713115649230098
552,0.08277820246805723
553,0.036693240144151984
554,0.2306432237632412
555,0.28764879327290593
556,0.29125259364420664
557,0.30271923118925415
558,0.27192311892541227
559,0.28448181718903576
560,0.10756798077973134
561,0.10756798077973134
562,0.10756798077973134
563,0.10756798077973134
564,0.10756798077973134
565,0.10756798077973134
566,0.10756798077973134
567,0.10756798077973134
568,0.10756798077973134
569,0.10756798077973134
570,0.11750573331877251
571,0.3935786829747734
572,0.3646390739325107
573,0.2855738779076117
574,0.06421317025226603
575,0.11248225401332312
576,0.05132685377306978
577,0.10756798077973134
578,0.006989188598886115
579,0.019875505078082334
580,0.10756798077973134
581,0.10756798077973134
582,0.10756798077973134
583,0.3168068144588839
584,0.26766408212296605
585,0.03145134869498745
586,0.10756798077973134
587,0.10756798077973134
588,0.10756798077973134
589,0.10756798077973134
590,0.10756798077973134
591,0.10756798077973134
592,0.10756798077973134
593,0.10756798077973134
594,0.2375232062902698
595,0.34083215026755487
596,0.3132030140875832
597,0.013650758982199418
598,0.10756798077973134
599,0.036693240144151984
600,0.10756798077973134
601,0.10756798077973134
602,0.10756798077973134
603,0.10756798077973134
604,0.10756798077973134
605,0.10756798077973134
606,0.13781806268428526
607,0.17276400567871575
608,0.2605656874522223
609,0.10756798077973134
610,0.10756798077973134
611,0.05580430271923115
612,0.10756798077973134
613,0.10756798077973134
614,0.10756798077973134
615,0.10756798077973134
616,0.10756798077973134
617,0.10756798077973134
618,0.11750573331877251
619,0.025772632958392466
620,0.04182592552145897
621,0.09861308288740855
622,0.019875505078082334
623,0.08605438462378506
624,0.036693240144151984
625,0.046630992683193206
626,0.10756798077973134
627,0.013650758982199418
628,0.10756798077973134
629,0.10756798077973134
630,0.25139237741618436
631,0.30719668013541557
632,0.12700666157038332
633,0.08933056677951295
634,0.046630992683193206
635,0.10756798077973134
636,0.10756798077973134
637,0.10756798077973134
638,0.10756798077973134
639,0.10756798077973134
640,0.10756798077973134
641,0.14764660915146882
642,0.17276400567871575
643,0.13574314731899095
644,0.1042917986240035
645,0.10756798077973134
646,0.10756798077973134
647,0.019875505078082334
648,0.10756798077973134
649,0.10756798077973134
650,0.10756798077973134
651,0.10756798077973134
652,0.28120563503330787
653,0.21458993120017472
654,0.1398929780495795
655,0.06006333952167736
656,0.04182592552145897
657,0.05580430271923115
658,0.10756798077973134
