,P_charged_centers,N_charged_centers,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,RLU_B16
460,1.0,0.0,2.0,8.0,10.0,40.0,100.0,0.10756798077973134
461,1.0,0.0,2.0,12.0,10.0,40.0,100.0,0.019875505078082334
462,1.0,0.0,2.0,4.0,10.0,60.0,100.0,0.0
463,1.0,0.0,2.0,8.0,10.0,60.0,100.0,0.10756798077973134
464,1.0,0.0,2.0,12.0,10.0,60.0,100.0,0.11248225401332312
465,1.0,0.0,2.0,4.0,10.0,80.0,100.0,0.15321611881620617
466,1.0,0.0,2.0,8.0,10.0,80.0,100.0,0.20388773615813038
467,1.0,0.0,2.0,12.0,10.0,80.0,100.0,0.20039314185868734
469,1.0,0.0,2.0,8.0,1.0,20.0,100.0,0.2783662771650104
471,1.0,0.0,2.0,4.0,1.0,40.0,100.0,0.31112809872228897
473,1.0,0.0,2.0,12.0,1.0,40.0,100.0,0.09555531287539587
474,1.0,0.0,2.0,4.0,1.0,60.0,100.0,0.2060718575952823
475,1.0,0.0,2.0,8.0,1.0,60.0,100.0,0.10756798077973134
476,1.0,0.0,2.0,12.0,1.0,60.0,100.0,0.10756798077973134
477,1.0,0.0,2.0,4.0,1.0,80.0,100.0,0.14764660915146882
478,1.0,0.0,2.0,8.0,1.0,80.0,100.0,0.22245276837392153
479,1.0,0.0,2.0,12.0,1.0,80.0,100.0,0.07928360816861418
481,1.0,0.0,2.0,8.0,200.0,20.0,10.0,0.34825816315387137
483,1.0,0.0,2.0,4.0,200.0,40.0,10.0,0.13148411051654468
484,1.0,0.0,2.0,8.0,200.0,40.0,10.0,0.15845801026537076
487,1.0,0.0,2.0,8.0,200.0,60.0,10.0,0.10756798077973134
488,1.0,0.0,2.0,12.0,200.0,60.0,10.0,0.07928360816861418
489,1.0,0.0,2.0,4.0,200.0,80.0,10.0,0.08933056677951295
490,1.0,0.0,2.0,8.0,200.0,80.0,10.0,0.38069236649557725
491,1.0,0.0,2.0,12.0,200.0,80.0,10.0,0.2707218521349787
495,1.0,0.0,2.0,4.0,100.0,40.0,10.0,0.3452003931418587
496,1.0,0.0,2.0,8.0,100.0,40.0,10.0,0.17571256961887083
499,1.0,0.0,2.0,8.0,100.0,60.0,10.0,0.2233264169487823
500,1.0,0.0,2.0,12.0,100.0,60.0,10.0,0.23916129736813369
501,1.0,0.0,2.0,4.0,100.0,80.0,10.0,0.4877143169160205
502,1.0,0.0,2.0,8.0,100.0,80.0,10.0,0.45123948891558374
503,1.0,0.0,2.0,12.0,100.0,80.0,10.0,0.43245604455607733
507,1.0,0.0,2.0,4.0,50.0,40.0,10.0,0.4642350114666376
508,1.0,0.0,2.0,8.0,50.0,40.0,10.0,0.46991372720323243
510,1.0,0.0,2.0,4.0,50.0,60.0,10.0,0.2976957518838047
511,1.0,0.0,2.0,8.0,50.0,60.0,10.0,0.43704269957409636
512,1.0,0.0,2.0,12.0,50.0,60.0,10.0,0.10756798077973134
513,1.0,0.0,2.0,4.0,50.0,80.0,10.0,0.07567980779731354
514,1.0,0.0,2.0,8.0,50.0,80.0,10.0,0.07196680135415529
515,1.0,0.0,2.0,12.0,50.0,80.0,10.0,0.036693240144151984
516,1.0,0.0,2.0,4.0,10.0,20.0,10.0,0.19067380146336138
519,1.0,0.0,2.0,4.0,10.0,40.0,10.0,0.10756798077973134
520,1.0,0.0,2.0,8.0,10.0,40.0,10.0,0.0
523,1.0,0.0,2.0,8.0,10.0,60.0,10.0,0.10756798077973134
524,1.0,0.0,2.0,12.0,10.0,60.0,10.0,0.10756798077973134
525,1.0,0.0,2.0,4.0,10.0,80.0,10.0,0.09555531287539587
526,1.0,0.0,2.0,8.0,10.0,80.0,10.0,0.10756798077973134
527,1.0,0.0,2.0,12.0,10.0,80.0,10.0,0.10756798077973134
528,1.0,0.0,2.0,4.0,1.0,20.0,10.0,0.10713115649230098
529,1.0,0.0,2.0,8.0,1.0,20.0,10.0,0.05132685377306978
530,1.0,0.0,2.0,12.0,1.0,20.0,10.0,0.019875505078082334
531,1.0,0.0,2.0,4.0,1.0,40.0,10.0,0.006989188598886115
532,1.0,0.0,2.0,8.0,1.0,40.0,10.0,0.1247133340613738
536,1.0,0.0,2.0,12.0,1.0,60.0,10.0,0.13574314731899095
537,1.0,0.0,2.0,4.0,1.0,80.0,10.0,0.10756798077973134
538,1.0,0.0,2.0,8.0,1.0,80.0,10.0,0.10756798077973134
539,1.0,0.0,2.0,12.0,1.0,80.0,10.0,0.10756798077973134
540,1.0,1.0,0.0,4.0,200.0,20.0,500.0,0.046630992683193206
541,1.0,1.0,0.0,8.0,200.0,20.0,500.0,0.10756798077973134
542,1.0,1.0,0.0,12.0,200.0,20.0,500.0,0.0
543,1.0,1.0,0.0,4.0,200.0,40.0,500.0,0.036693240144151984
544,1.0,1.0,0.0,8.0,200.0,40.0,500.0,0.19318554111608605
545,1.0,1.0,0.0,12.0,200.0,40.0,500.0,0.23916129736813369
546,1.0,1.0,0.0,4.0,200.0,60.0,500.0,0.0
547,1.0,1.0,0.0,8.0,200.0,60.0,500.0,0.10756798077973134
548,1.0,1.0,0.0,12.0,200.0,60.0,500.0,0.1618433984929562
549,1.0,1.0,0.0,4.0,200.0,80.0,500.0,0.10756798077973134
550,1.0,1.0,0.0,8.0,200.0,80.0,500.0,0.10756798077973134
551,1.0,1.0,0.0,12.0,200.0,80.0,500.0,0.10713115649230098
552,1.0,1.0,0.0,4.0,100.0,20.0,500.0,0.08277820246805723
553,1.0,1.0,0.0,8.0,100.0,20.0,500.0,0.036693240144151984
554,1.0,1.0,0.0,12.0,100.0,20.0,500.0,0.2306432237632412
555,1.0,1.0,0.0,4.0,100.0,40.0,500.0,0.28764879327290593
558,1.0,1.0,0.0,4.0,100.0,60.0,500.0,0.27192311892541227
559,1.0,1.0,0.0,8.0,100.0,60.0,500.0,0.28448181718903576
560,1.0,1.0,0.0,12.0,100.0,60.0,500.0,0.10756798077973134
561,1.0,1.0,0.0,4.0,100.0,80.0,500.0,0.10756798077973134
562,1.0,1.0,0.0,8.0,100.0,80.0,500.0,0.10756798077973134
563,1.0,1.0,0.0,12.0,100.0,80.0,500.0,0.10756798077973134
564,1.0,1.0,0.0,4.0,50.0,20.0,500.0,0.10756798077973134
565,1.0,1.0,0.0,8.0,50.0,20.0,500.0,0.10756798077973134
566,1.0,1.0,0.0,12.0,50.0,20.0,500.0,0.10756798077973134
567,1.0,1.0,0.0,4.0,50.0,40.0,500.0,0.10756798077973134
568,1.0,1.0,0.0,8.0,50.0,40.0,500.0,0.10756798077973134
569,1.0,1.0,0.0,12.0,50.0,40.0,500.0,0.10756798077973134
570,1.0,1.0,0.0,4.0,50.0,60.0,500.0,0.11750573331877251
571,1.0,1.0,0.0,8.0,50.0,60.0,500.0,0.3935786829747734
572,1.0,1.0,0.0,12.0,50.0,60.0,500.0,0.3646390739325107
573,1.0,1.0,0.0,4.0,50.0,80.0,500.0,0.2855738779076117
574,1.0,1.0,0.0,8.0,50.0,80.0,500.0,0.06421317025226603
575,1.0,1.0,0.0,12.0,50.0,80.0,500.0,0.11248225401332312
576,1.0,1.0,0.0,4.0,10.0,20.0,500.0,0.05132685377306978
577,1.0,1.0,0.0,8.0,10.0,20.0,500.0,0.10756798077973134
578,1.0,1.0,0.0,12.0,10.0,20.0,500.0,0.006989188598886115
579,1.0,1.0,0.0,4.0,10.0,40.0,500.0,0.019875505078082334
580,1.0,1.0,0.0,8.0,10.0,40.0,500.0,0.10756798077973134
581,1.0,1.0,0.0,12.0,10.0,40.0,500.0,0.10756798077973134
582,1.0,1.0,0.0,4.0,10.0,60.0,500.0,0.10756798077973134
583,1.0,1.0,0.0,8.0,10.0,60.0,500.0,0.3168068144588839
584,1.0,1.0,0.0,12.0,10.0,60.0,500.0,0.26766408212296605
585,1.0,1.0,0.0,4.0,10.0,80.0,500.0,0.03145134869498745
586,1.0,1.0,0.0,8.0,10.0,80.0,500.0,0.10756798077973134
587,1.0,1.0,0.0,12.0,10.0,80.0,500.0,0.10756798077973134
588,1.0,1.0,0.0,4.0,1.0,20.0,500.0,0.10756798077973134
590,1.0,1.0,0.0,12.0,1.0,20.0,500.0,0.10756798077973134
591,1.0,1.0,0.0,4.0,1.0,40.0,500.0,0.10756798077973134
592,1.0,1.0,0.0,8.0,1.0,40.0,500.0,0.10756798077973134
593,1.0,1.0,0.0,12.0,1.0,40.0,500.0,0.10756798077973134
594,1.0,1.0,0.0,4.0,1.0,60.0,500.0,0.2375232062902698
595,1.0,1.0,0.0,8.0,1.0,60.0,500.0,0.34083215026755487
596,1.0,1.0,0.0,12.0,1.0,60.0,500.0,0.3132030140875832
597,1.0,1.0,0.0,4.0,1.0,80.0,500.0,0.013650758982199418
598,1.0,1.0,0.0,8.0,1.0,80.0,500.0,0.10756798077973134
599,1.0,1.0,0.0,12.0,1.0,80.0,500.0,0.036693240144151984
600,1.0,1.0,0.0,4.0,200.0,20.0,100.0,0.10756798077973134
601,1.0,1.0,0.0,8.0,200.0,20.0,100.0,0.10756798077973134
602,1.0,1.0,0.0,12.0,200.0,20.0,100.0,0.10756798077973134
603,1.0,1.0,0.0,4.0,200.0,40.0,100.0,0.10756798077973134
604,1.0,1.0,0.0,8.0,200.0,40.0,100.0,0.10756798077973134
605,1.0,1.0,0.0,12.0,200.0,40.0,100.0,0.10756798077973134
606,1.0,1.0,0.0,4.0,200.0,60.0,100.0,0.13781806268428526
607,1.0,1.0,0.0,8.0,200.0,60.0,100.0,0.17276400567871575
608,1.0,1.0,0.0,12.0,200.0,60.0,100.0,0.2605656874522223
609,1.0,1.0,0.0,4.0,200.0,80.0,100.0,0.10756798077973134
610,1.0,1.0,0.0,8.0,200.0,80.0,100.0,0.10756798077973134
611,1.0,1.0,0.0,12.0,200.0,80.0,100.0,0.05580430271923115
612,1.0,1.0,0.0,4.0,100.0,20.0,100.0,0.10756798077973134
614,1.0,1.0,0.0,12.0,100.0,20.0,100.0,0.10756798077973134
615,1.0,1.0,0.0,4.0,100.0,40.0,100.0,0.10756798077973134
616,1.0,1.0,0.0,8.0,100.0,40.0,100.0,0.10756798077973134
617,1.0,1.0,0.0,12.0,100.0,40.0,100.0,0.10756798077973134
618,1.0,1.0,0.0,4.0,100.0,60.0,100.0,0.11750573331877251
619,1.0,1.0,0.0,8.0,100.0,60.0,100.0,0.025772632958392466
620,1.0,1.0,0.0,12.0,100.0,60.0,100.0,0.04182592552145897
621,1.0,1.0,0.0,4.0,100.0,80.0,100.0,0.09861308288740855
622,1.0,1.0,0.0,8.0,100.0,80.0,100.0,0.019875505078082334
623,1.0,1.0,0.0,12.0,100.0,80.0,100.0,0.08605438462378506
626,1.0,1.0,0.0,12.0,50.0,20.0,100.0,0.10756798077973134
627,1.0,1.0,0.0,4.0,50.0,40.0,100.0,0.013650758982199418
628,1.0,1.0,0.0,8.0,50.0,40.0,100.0,0.10756798077973134
629,1.0,1.0,0.0,12.0,50.0,40.0,100.0,0.10756798077973134
630,1.0,1.0,0.0,4.0,50.0,60.0,100.0,0.25139237741618436
631,1.0,1.0,0.0,8.0,50.0,60.0,100.0,0.30719668013541557
632,1.0,1.0,0.0,12.0,50.0,60.0,100.0,0.12700666157038332
633,1.0,1.0,0.0,4.0,50.0,80.0,100.0,0.08933056677951295
634,1.0,1.0,0.0,8.0,50.0,80.0,100.0,0.046630992683193206
635,1.0,1.0,0.0,12.0,50.0,80.0,100.0,0.10756798077973134
637,1.0,1.0,0.0,8.0,10.0,20.0,100.0,0.10756798077973134
638,1.0,1.0,0.0,12.0,10.0,20.0,100.0,0.10756798077973134
639,1.0,1.0,0.0,4.0,10.0,40.0,100.0,0.10756798077973134
640,1.0,1.0,0.0,8.0,10.0,40.0,100.0,0.10756798077973134
641,1.0,1.0,0.0,12.0,10.0,40.0,100.0,0.14764660915146882
642,1.0,1.0,0.0,4.0,10.0,60.0,100.0,0.17276400567871575
643,1.0,1.0,0.0,8.0,10.0,60.0,100.0,0.13574314731899095
644,1.0,1.0,0.0,12.0,10.0,60.0,100.0,0.1042917986240035
645,1.0,1.0,0.0,4.0,10.0,80.0,100.0,0.10756798077973134
646,1.0,1.0,0.0,8.0,10.0,80.0,100.0,0.10756798077973134
647,1.0,1.0,0.0,12.0,10.0,80.0,100.0,0.019875505078082334
652,1.0,1.0,0.0,8.0,1.0,40.0,100.0,0.28120563503330787
653,1.0,1.0,0.0,12.0,1.0,40.0,100.0,0.21458993120017472
654,1.0,1.0,0.0,4.0,1.0,60.0,100.0,0.1398929780495795
655,1.0,1.0,0.0,8.0,1.0,60.0,100.0,0.06006333952167736
656,1.0,1.0,0.0,12.0,1.0,60.0,100.0,0.04182592552145897
657,1.0,1.0,0.0,4.0,1.0,80.0,100.0,0.05580430271923115
658,1.0,1.0,0.0,8.0,1.0,80.0,100.0,0.10756798077973134
659,1.0,1.0,0.0,12.0,1.0,80.0,100.0,0.10756798077973134
663,1.0,1.0,0.0,4.0,200.0,40.0,10.0,0.10756798077973134
665,1.0,1.0,0.0,12.0,200.0,40.0,10.0,0.22616577481707983
666,1.0,1.0,0.0,4.0,200.0,60.0,10.0,0.1956972807688107
667,1.0,1.0,0.0,8.0,200.0,60.0,10.0,0.16009610134323465
668,1.0,1.0,0.0,12.0,200.0,60.0,10.0,0.15845801026537076
669,1.0,1.0,0.0,4.0,200.0,80.0,10.0,0.22048705908048483
670,1.0,1.0,0.0,8.0,200.0,80.0,10.0,0.09861308288740855
671,1.0,1.0,0.0,12.0,200.0,80.0,10.0,0.013650758982199418
672,1.0,1.0,0.0,4.0,100.0,20.0,10.0,0.036693240144151984
673,1.0,1.0,0.0,8.0,100.0,20.0,10.0,0.10756798077973134
675,1.0,1.0,0.0,4.0,100.0,40.0,10.0,0.10756798077973134
676,1.0,1.0,0.0,8.0,100.0,40.0,10.0,0.1336682319536966
677,1.0,1.0,0.0,12.0,100.0,40.0,10.0,0.06421317025226603
678,1.0,1.0,0.0,4.0,100.0,60.0,10.0,0.06814458883913943
679,1.0,1.0,0.0,8.0,100.0,60.0,10.0,0.2114229551163045
680,1.0,1.0,0.0,12.0,100.0,60.0,10.0,0.18139128535546578
681,1.0,1.0,0.0,4.0,100.0,80.0,10.0,0.15671071311564921
682,1.0,1.0,0.0,8.0,100.0,80.0,10.0,0.16501037457682644
683,1.0,1.0,0.0,12.0,100.0,80.0,10.0,0.07928360816861418
684,1.0,1.0,0.0,4.0,50.0,20.0,10.0,0.036693240144151984
685,1.0,1.0,0.0,8.0,50.0,20.0,10.0,0.08605438462378506
686,1.0,1.0,0.0,12.0,50.0,20.0,10.0,0.013650758982199418
687,1.0,1.0,0.0,4.0,50.0,40.0,10.0,0.07196680135415529
688,1.0,1.0,0.0,8.0,50.0,40.0,10.0,0.10756798077973134
689,1.0,1.0,0.0,12.0,50.0,40.0,10.0,0.10756798077973134
690,1.0,1.0,0.0,4.0,50.0,60.0,10.0,0.18412143715190565
691,1.0,1.0,0.0,8.0,50.0,60.0,10.0,0.24778857704488366
692,1.0,1.0,0.0,12.0,50.0,60.0,10.0,0.08605438462378506
693,1.0,1.0,0.0,4.0,50.0,80.0,10.0,0.10756798077973134
694,1.0,1.0,0.0,8.0,50.0,80.0,10.0,0.10756798077973134
695,1.0,1.0,0.0,12.0,50.0,80.0,10.0,0.05132685377306978
696,1.0,1.0,0.0,4.0,10.0,20.0,10.0,0.10756798077973134
697,1.0,1.0,0.0,8.0,10.0,20.0,10.0,0.10756798077973134
699,1.0,1.0,0.0,4.0,10.0,40.0,10.0,0.10756798077973134
700,1.0,1.0,0.0,8.0,10.0,40.0,10.0,0.10756798077973134
701,1.0,1.0,0.0,12.0,10.0,40.0,10.0,0.10756798077973134
702,1.0,1.0,0.0,4.0,10.0,60.0,10.0,0.13781806268428526
703,1.0,1.0,0.0,8.0,10.0,60.0,10.0,0.19438680790651958
704,1.0,1.0,0.0,12.0,10.0,60.0,10.0,0.06421317025226603
705,1.0,1.0,0.0,4.0,10.0,80.0,10.0,0.10756798077973134
706,1.0,1.0,0.0,8.0,10.0,80.0,10.0,0.10756798077973134
707,1.0,1.0,0.0,12.0,10.0,80.0,10.0,0.10756798077973134
709,1.0,1.0,0.0,8.0,1.0,20.0,10.0,0.10756798077973134
710,1.0,1.0,0.0,12.0,1.0,20.0,10.0,0.10756798077973134
711,1.0,1.0,0.0,4.0,1.0,40.0,10.0,0.10756798077973134
712,1.0,1.0,0.0,8.0,1.0,40.0,10.0,0.10756798077973134
713,1.0,1.0,0.0,12.0,1.0,40.0,10.0,0.14950311237304792
714,1.0,1.0,0.0,4.0,1.0,60.0,10.0,0.15496341596592772
715,1.0,1.0,0.0,8.0,1.0,60.0,10.0,0.10756798077973134
716,1.0,1.0,0.0,12.0,1.0,60.0,10.0,0.10756798077973134
717,1.0,1.0,0.0,4.0,1.0,80.0,10.0,0.10756798077973134
718,1.0,1.0,0.0,8.0,1.0,80.0,10.0,0.10756798077973134
719,1.0,1.0,0.0,12.0,1.0,80.0,10.0,0.10756798077973134
720,0.0,1.0,0.0,4.0,200.0,20.0,500.0,0.10756798077973134
721,0.0,1.0,0.0,8.0,200.0,20.0,500.0,0.10756798077973134
722,0.0,1.0,0.0,12.0,200.0,20.0,500.0,0.10756798077973134
723,0.0,1.0,0.0,4.0,200.0,40.0,500.0,0.10756798077973134
724,0.0,1.0,0.0,8.0,200.0,40.0,500.0,0.10756798077973134
725,0.0,1.0,0.0,12.0,200.0,40.0,500.0,0.10756798077973134
726,0.0,1.0,0.0,4.0,200.0,60.0,500.0,0.10756798077973134
727,0.0,1.0,0.0,8.0,200.0,60.0,500.0,0.10756798077973134
728,0.0,1.0,0.0,12.0,200.0,60.0,500.0,0.10756798077973134
729,0.0,1.0,0.0,4.0,200.0,80.0,500.0,0.10756798077973134
730,0.0,1.0,0.0,8.0,200.0,80.0,500.0,0.10756798077973134
731,0.0,1.0,0.0,12.0,200.0,80.0,500.0,0.10756798077973134
732,0.0,1.0,0.0,4.0,100.0,20.0,500.0,0.10756798077973134
734,0.0,1.0,0.0,12.0,100.0,20.0,500.0,0.10756798077973134
735,0.0,1.0,0.0,4.0,100.0,40.0,500.0,0.10756798077973134
736,0.0,1.0,0.0,8.0,100.0,40.0,500.0,0.10756798077973134
737,0.0,1.0,0.0,12.0,100.0,40.0,500.0,0.006989188598886115
738,0.0,1.0,0.0,4.0,100.0,60.0,500.0,0.10756798077973134
739,0.0,1.0,0.0,8.0,100.0,60.0,500.0,0.10756798077973134
740,0.0,1.0,0.0,12.0,100.0,60.0,500.0,0.10756798077973134
741,0.0,1.0,0.0,4.0,100.0,80.0,500.0,0.1618433984929562
742,0.0,1.0,0.0,8.0,100.0,80.0,500.0,0.2822976957518838
743,0.0,1.0,0.0,12.0,100.0,80.0,500.0,0.19438680790651958
744,0.0,1.0,0.0,4.0,50.0,20.0,500.0,0.20159440864912093
745,0.0,1.0,0.0,8.0,50.0,20.0,500.0,0.2891776782789124
746,0.0,1.0,0.0,12.0,50.0,20.0,500.0,0.29518401223108004
747,0.0,1.0,0.0,4.0,50.0,40.0,500.0,0.21655564049361148
748,0.0,1.0,0.0,8.0,50.0,40.0,500.0,0.38134760292672265
749,0.0,1.0,0.0,12.0,50.0,40.0,500.0,0.32226711805176367
750,0.0,1.0,0.0,4.0,50.0,60.0,500.0,0.22616577481707983
751,0.0,1.0,0.0,8.0,50.0,60.0,500.0,0.3859342579447418
752,0.0,1.0,0.0,12.0,50.0,60.0,500.0,0.29518401223108004
753,0.0,1.0,0.0,4.0,50.0,80.0,500.0,0.24473080703287103
754,0.0,1.0,0.0,8.0,50.0,80.0,500.0,0.25139237741618436
755,0.0,1.0,0.0,12.0,50.0,80.0,500.0,0.11248225401332312
756,0.0,1.0,0.0,4.0,10.0,20.0,500.0,0.30271923118925415
757,0.0,1.0,0.0,8.0,10.0,20.0,500.0,0.3526264060281752
758,0.0,1.0,0.0,12.0,10.0,20.0,500.0,0.2932183029376434
759,0.0,1.0,0.0,4.0,10.0,40.0,500.0,0.28011357431473194
760,0.0,1.0,0.0,8.0,10.0,40.0,500.0,0.28448181718903576
761,0.0,1.0,0.0,12.0,10.0,40.0,500.0,0.16817735066069672
762,0.0,1.0,0.0,4.0,10.0,60.0,500.0,0.24844381347602928
763,0.0,1.0,0.0,8.0,10.0,60.0,500.0,0.15135961559462702
764,0.0,1.0,0.0,12.0,10.0,60.0,500.0,0.1398929780495795
765,0.0,1.0,0.0,4.0,10.0,80.0,500.0,0.1855411160860544
766,0.0,1.0,0.0,8.0,10.0,80.0,500.0,0.12231080048050669
767,0.0,1.0,0.0,12.0,10.0,80.0,500.0,0.24079938844599758
768,0.0,1.0,0.0,4.0,1.0,20.0,500.0,0.2695205853445451
769,0.0,1.0,0.0,8.0,1.0,20.0,500.0,0.3306759855847985
770,0.0,1.0,0.0,12.0,1.0,20.0,500.0,0.3018455826143933
771,0.0,1.0,0.0,4.0,1.0,40.0,500.0,0.18412143715190565
772,0.0,1.0,0.0,8.0,1.0,40.0,500.0,0.20388773615813038
773,0.0,1.0,0.0,12.0,1.0,40.0,500.0,0.1398929780495795
774,0.0,1.0,0.0,4.0,1.0,60.0,500.0,0.09861308288740855
775,0.0,1.0,0.0,8.0,1.0,60.0,500.0,0.2288959266135197
776,0.0,1.0,0.0,12.0,1.0,60.0,500.0,0.18008081249317465
777,0.0,1.0,0.0,4.0,1.0,80.0,500.0,0.29518401223108004
778,0.0,1.0,0.0,8.0,1.0,80.0,500.0,0.09555531287539587
779,0.0,1.0,0.0,12.0,1.0,80.0,500.0,0.2082559790324342
780,0.0,1.0,0.0,4.0,200.0,20.0,100.0,0.33591787703396314
781,0.0,1.0,0.0,8.0,200.0,20.0,100.0,0.5935350005460304
783,0.0,1.0,0.0,4.0,200.0,40.0,100.0,0.4245932073823304
784,0.0,1.0,0.0,8.0,200.0,40.0,100.0,0.40985038768155513
785,0.0,1.0,0.0,12.0,200.0,40.0,100.0,0.44883695533471657
786,0.0,1.0,0.0,4.0,200.0,60.0,100.0,0.4524407557060173
787,0.0,1.0,0.0,8.0,200.0,60.0,100.0,0.4169487823522988
788,0.0,1.0,0.0,12.0,200.0,60.0,100.0,0.1894725346729278
789,0.0,1.0,0.0,4.0,200.0,80.0,100.0,0.3041389101234029
790,0.0,1.0,0.0,8.0,200.0,80.0,100.0,0.5052964944850934
791,0.0,1.0,0.0,12.0,200.0,80.0,100.0,0.31363983837501364
792,0.0,1.0,0.0,4.0,100.0,20.0,100.0,0.38844599759746645
794,0.0,1.0,0.0,12.0,100.0,20.0,100.0,0.23577590914054825
795,0.0,1.0,0.0,4.0,100.0,40.0,100.0,0.24232827345200392
796,0.0,1.0,0.0,8.0,100.0,40.0,100.0,0.24844381347602928
797,0.0,1.0,0.0,12.0,100.0,40.0,100.0,0.28065960467401985
798,0.0,1.0,0.0,4.0,100.0,60.0,100.0,0.3352626406028175
799,0.0,1.0,0.0,8.0,100.0,60.0,100.0,0.32150267554876044
800,0.0,1.0,0.0,12.0,100.0,60.0,100.0,0.26318663317680463
801,0.0,1.0,0.0,4.0,100.0,80.0,100.0,0.28874085399148186
802,0.0,1.0,0.0,8.0,100.0,80.0,100.0,0.10756798077973134
803,0.0,1.0,0.0,12.0,100.0,80.0,100.0,0.360489243201922
804,0.0,1.0,0.0,4.0,50.0,20.0,100.0,0.27727421644643446
805,0.0,1.0,0.0,8.0,50.0,20.0,100.0,0.28448181718903576
806,0.0,1.0,0.0,12.0,50.0,20.0,100.0,0.12231080048050669
807,0.0,1.0,0.0,4.0,50.0,40.0,100.0,0.33952167740526373
808,0.0,1.0,0.0,8.0,50.0,40.0,100.0,0.37315714753740314
809,0.0,1.0,0.0,12.0,50.0,40.0,100.0,0.36944414109424484
810,0.0,1.0,0.0,4.0,50.0,60.0,100.0,0.45517090750245714
811,0.0,1.0,0.0,8.0,50.0,60.0,100.0,0.2985694004586654
812,0.0,1.0,0.0,12.0,50.0,60.0,100.0,0.4759200611554003
813,0.0,1.0,0.0,4.0,50.0,80.0,100.0,0.44435950638855515
814,0.0,1.0,0.0,8.0,50.0,80.0,100.0,0.2971497215245167
815,0.0,1.0,0.0,12.0,50.0,80.0,100.0,0.360489243201922
816,0.0,1.0,0.0,4.0,10.0,20.0,100.0,0.37381238396854866
817,0.0,1.0,0.0,8.0,10.0,20.0,100.0,0.3669324014415202
818,0.0,1.0,0.0,12.0,10.0,20.0,100.0,0.17276400567871575
819,0.0,1.0,0.0,4.0,10.0,40.0,100.0,0.40690182374139994
820,0.0,1.0,0.0,8.0,10.0,40.0,100.0,0.49972698482035605
821,0.0,1.0,0.0,12.0,10.0,40.0,100.0,0.43343889920279566
822,0.0,1.0,0.0,4.0,10.0,60.0,100.0,0.47089658184995087
823,0.0,1.0,0.0,8.0,10.0,60.0,100.0,0.527792945287758
824,0.0,1.0,0.0,12.0,10.0,60.0,100.0,0.41869607950202037
825,0.0,1.0,0.0,4.0,10.0,80.0,100.0,0.360489243201922
826,0.0,1.0,0.0,8.0,10.0,80.0,100.0,0.38822758545375124
827,0.0,1.0,0.0,12.0,10.0,80.0,100.0,0.30326526154854205
828,0.0,1.0,0.0,4.0,1.0,20.0,100.0,0.262531396745659
829,0.0,1.0,0.0,8.0,1.0,20.0,100.0,0.41727640056787163
830,0.0,1.0,0.0,12.0,1.0,20.0,100.0,0.4380255542208147
831,0.0,1.0,0.0,4.0,1.0,40.0,100.0,0.4686032543409414
832,0.0,1.0,0.0,8.0,1.0,40.0,100.0,0.2932183029376434
833,0.0,1.0,0.0,12.0,1.0,40.0,100.0,0.29223544829092496
834,0.0,1.0,0.0,4.0,1.0,60.0,100.0,0.2976957518838047
835,0.0,1.0,0.0,8.0,1.0,60.0,100.0,0.23664955771540902
836,0.0,1.0,0.0,12.0,1.0,60.0,100.0,0.374795238615267
837,0.0,1.0,0.0,4.0,1.0,80.0,100.0,0.2743256525062794
838,0.0,1.0,0.0,8.0,1.0,80.0,100.0,0.21458993120017472
839,0.0,1.0,0.0,12.0,1.0,80.0,100.0,0.258490772086928
840,0.0,1.0,0.0,4.0,200.0,20.0,10.0,0.4508026646281533
842,0.0,1.0,0.0,12.0,200.0,20.0,10.0,0.1855411160860544
843,0.0,1.0,0.0,4.0,200.0,40.0,10.0,0.3941247133340613
844,0.0,1.0,0.0,8.0,200.0,40.0,10.0,0.15671071311564921
845,0.0,1.0,0.0,12.0,200.0,40.0,10.0,0.31025445014742814
846,0.0,1.0,0.0,4.0,200.0,60.0,10.0,0.19067380146336138
847,0.0,1.0,0.0,8.0,200.0,60.0,10.0,0.3684612864475265
848,0.0,1.0,0.0,12.0,200.0,60.0,10.0,0.42994430490335267
849,0.0,1.0,0.0,4.0,200.0,80.0,10.0,0.09555531287539587
850,0.0,1.0,0.0,8.0,200.0,80.0,10.0,0.10756798077973134
851,0.0,1.0,0.0,12.0,200.0,80.0,10.0,0.17724145462487711
852,0.0,1.0,0.0,4.0,100.0,20.0,10.0,0.2795675439554439
853,0.0,1.0,0.0,8.0,100.0,20.0,10.0,0.17571256961887083
854,0.0,1.0,0.0,12.0,100.0,20.0,10.0,0.05132685377306978
855,0.0,1.0,0.0,4.0,100.0,40.0,10.0,0.2828437261111718
856,0.0,1.0,0.0,8.0,100.0,40.0,10.0,0.21557278584689304
857,0.0,1.0,0.0,12.0,100.0,40.0,10.0,0.23577590914054825
858,0.0,1.0,0.0,4.0,100.0,60.0,10.0,0.09555531287539587
859,0.0,1.0,0.0,8.0,100.0,60.0,10.0,0.13148411051654468
860,0.0,1.0,0.0,12.0,100.0,60.0,10.0,0.24473080703287103
861,0.0,1.0,0.0,4.0,100.0,80.0,10.0,0.1742928906847221
