LGBM,RF,XGB,DT,MLP,kNN,PLS,MLR,lasso
0.012389741921689179,0.1168924935493757,0.10001033231860312,0.0322950819672132,0.14844981112534594,0.29224111345828707,0.4131447690762702,0.41312132577882277,0.45122430445525696
0.014187680531452473,0.07036930109085582,0.010119572281837463,0.0,0.12005259844482008,0.2199386622226736,0.1508899324657378,0.15106317781170353,0.10806571294766532
0.1394867054213109,0.10626337218792131,0.058590810201207155,0.11655737704918034,0.11855426909477057,0.18057431030975826,0.07059441911915859,0.06972429933579544,0.10192396713299165
0.03853969678722502,0.020405424902965708,0.07141997868897476,0.1518032786885246,0.03109627654986047,0.38677424303640534,0.09973558571594687,0.0997677863089117,0.13922475386436106
0.011223800859075928,0.014808253217995171,0.019298153509859084,0.02426229508196731,0.19574432225331662,0.009419544722040096,0.16703618101565787,0.16718873842337562,0.1637169920034659
0.005057862238674106,0.01828853367155152,0.00801120139658451,0.0,0.10134810607062211,0.152097015461943,0.09352650184158157,0.09345693920909512,0.10836325833944405
0.0023417143366415935,0.015321178880618291,0.0025738237891346216,0.016147540983606573,0.009638028744255511,0.09939824147933661,0.04851421042291282,0.04845102169783083,0.005873656463224519
0.02795096485068492,0.0533549509552379,0.07848288524346275,0.04114754098360662,0.043062587780566874,0.017113079410997406,0.07228742735987448,0.07270471561230904,0.07778298311949422
0.12909984998752821,0.12678613843351552,0.17016896895453582,0.13655737704918036,0.15767480472181775,0.03877745728534049,0.014186760366407675,0.014526469081775906,0.043844746095701326
0.05419233387490885,0.03674657401796755,0.1676156672884207,0.10557377049180328,0.053322066338201135,0.27792576811829195,0.11525906787217921,0.11524537498117382,0.16483002498030574
0.2355031516686369,0.2829082487639866,0.17245238868916635,0.2716393442622952,0.17951430328696982,0.17316056762700321,0.5011951024561838,0.5015865295970474,0.48956442295840036
0.25570504403679756,0.1261262197134002,0.08742599756991276,0.003114754098360595,0.09803496665651368,0.34546289384453105,0.16161933444674242,0.1616531123326228,0.1612806156681333
0.09284036311060495,0.022559250808988685,0.04445744733341406,0.2831147540983606,0.1791190698454509,0.028369936145625607,0.0180366501985324,0.017902237709504387,0.0147960488519846
0.12029482835631988,0.12724032591725215,0.04785668333045767,0.13459016393442624,0.2663838374118345,0.02166862711600384,0.17417672745923207,0.17407565081311105,0.16756196650356348
0.35565376317239383,0.32980016445111193,0.21291489947037612,0.47918032786885245,0.3370707304057624,0.24413053431933396,0.10963519319539783,0.10960239049242032,0.11033608768830838
0.019119883814735342,0.007528186954938172,0.004230452701449394,0.0,0.1244189827084291,0.03414058419867436,0.127489888014628,0.12756875831953185,0.09060230821831844
0.04682018191168202,0.10415509172521471,0.10865876823663712,0.0,0.046918273915130315,0.06949933438622487,0.11245569559347629,0.11243791465324132,0.07383762133483185
0.05302470126004409,0.06712632708821235,0.02081679366528988,0.0,0.0741207157083621,0.11168402068294901,0.033163565800720496,0.03257405298698052,0.014861105648343087
0.1737509868681349,0.14572575331772053,0.19865581803634524,0.15524590163934426,0.25067344035820144,0.1672945400390352,0.3450471454898155,0.34502320375244344,0.2970535958092162
0.10288593729404938,0.09889027864945638,0.08871137681554575,0.03426229508196721,0.023805114098642444,0.09352343144687841,0.0008471514819242687,0.0007604354737245078,0.0057685456351131426
0.1118822403876003,0.06048877078522574,0.058336954194991186,0.10868852459016387,0.1515742652591079,0.05135750953761342,0.04152452959523956,0.041737143805106625,0.08086177807066963
0.020465077097948647,0.056056633710096615,0.020629764502165693,0.12786885245901647,0.05045136971802211,0.007553758497395591,0.23565318589709483,0.23597805261528637,0.2756499558845699
0.08413499984612216,0.15332892038157353,0.2304526145340966,0.27819672131147544,0.1956684669599078,0.08851224971012606,0.12503315269470683,0.12552759515814227,0.07048546823615032
0.1179797304173611,0.22519229908113336,0.19504509878940257,0.010163934426229315,0.28391187202705703,0.09661560973994116,0.07299761105599456,0.07300662253667689,0.03919336933942841
0.09997293690390507,0.0075713720310462695,0.034352798256717776,0.19934426229508198,0.0379498196975212,0.02697182218899019,0.03791707940241512,0.03750760074569126,0.03867958209574418
0.11134825334968546,0.09988670648113296,0.2554834896228354,0.21622950819672138,0.08113255579421141,0.06539156677228886,0.1343122657329105,0.13418095747874875,0.1799003443953331
0.03462638245399916,0.048440956284153014,0.014707248657941818,0.0,0.06697625792944217,0.16752810727650877,0.38324431990694885,0.3832489741808955,0.42400731537264125
0.15852585244775158,0.22932574031160102,0.3108464626992335,0.02737704918032785,0.3038942183543194,0.08168904165639085,0.2837871901151209,0.2836664829099616,0.277275609214879
0.09228663360277556,0.11739573845460827,0.10764105282846048,0.16213114754098368,0.13691830170533353,0.12236181162771742,0.0757979950252251,0.0756041026258839,0.07516630664270774
0.06043236999118666,0.056424525110590665,0.042007196008181924,0.0,0.1123989823616438,0.02550263698514839,0.13241679229882275,0.13247639456200347,0.15883316813277
0.03963470385696692,0.07047821428571428,0.049704935401678085,0.0,0.10265889298784381,0.048073654221630194,0.028731293551364917,0.028584380679886834,0.02729522488219832
0.21882962607834544,0.16150645995010035,0.17487047347866125,0.17196721311475416,0.18775465849363687,0.16194228629192822,0.2511437951874066,0.2516379416918837,0.24381181819244957
0.18008960679176667,0.22985846887038708,0.2061865964092192,0.16131147540983592,0.24492312360947255,0.4508953138373724,0.458488976282293,0.4583189453483104,0.4599941590436144
0.227369078542348,0.2540011855966894,0.1544610034051489,0.3034426229508196,0.2001611351191318,0.2395435362240541,0.36453394317682514,0.36476409780852304,0.36377616852624256
0.1549566038728607,0.17444145652922827,0.17819904751464966,0.12450819672131147,0.28263304752036433,0.08344931484091139,0.1240011234680839,0.12384577264589447,0.08354795527426695
0.1281988476090945,0.08951095226267355,0.009706085255888675,0.03147540983606556,0.06995419673396103,0.1264329626505702,0.03407349103235752,0.034028799240885865,0.024478988681086444
0.027891834146640926,0.046206650292895335,0.06163575285770839,0.12647540983606553,0.05222426982341971,0.1621992975561612,0.042193874646961727,0.041967831847667836,0.044963699281674985
0.016107102317313646,0.019907390057183463,0.030646514147520065,0.0,0.03276900728883847,0.33321085190176775,0.10293301010014702,0.10305236017407274,0.11476498293473147
0.053542815605738994,0.03391429642570014,0.03688104450702667,0.0,0.04945081047497488,0.0768675698045399,0.03130048245545952,0.03116169631344362,0.018480158292980498
0.06624748779105416,0.05186501269067201,0.05379263244691457,0.0411475409836064,0.037965567469710915,0.43283844018795614,0.20331726738209344,0.20306288932645722,0.24270033435433935
0.3639912958163892,0.40638755644138325,0.3800241117008397,0.3570491803278687,0.2629510723930345,0.43824490248032705,0.44947852282996237,0.4493354841602192,0.4490983756087508
0.004544885215489125,0.010040168241166603,0.06775447474151364,0.10803278688524598,0.06330268003856598,0.23802154341654763,0.08391405153875897,0.08422719293326147,0.08005542777341995
0.08533544502233517,0.35431505215434717,0.19865689766211586,0.03295081967213115,0.3465344572014648,0.345108306488616,0.2072541499304406,0.2071748010886878,0.2010363279553683
0.0003601495606837535,0.05097808932415482,0.04850484367276797,0.0932786885245902,0.033152082687833484,0.07725561346610799,0.01963592350323773,0.01966095416773289,0.06483451758577102
0.04225255282367918,0.058109163295720606,0.01645851666810083,0.07999999999999996,0.021188938428598758,0.08315193565266366,0.038887887729691595,0.03876133775712254,0.03416672058177023
0.11253042911282929,0.056966302604499364,0.06761374254695707,0.03180327868852462,0.07130057719664507,0.011422468287810988,0.1162414050508484,0.11598338135493724,0.07531848988631307
0.032968478324035946,0.016511394093156384,0.04440083606199163,0.08688524590163937,0.05222385073659147,0.0017139769203129152,0.035052824802985716,0.03528025996452033,0.03214241425524117
0.086593220600509,0.16939111436377852,0.046609409832563675,0.1884426229508197,0.26129353817969403,0.34532510652423426,0.35000582208330167,0.35043304076415394,0.3883972857650927
0.4225067274764963,0.34608694939997864,0.38841965315771876,0.5127868852459017,0.3949572914582212,0.19759087762771632,0.17654646675193153,0.17636999486226757,0.1281793181870749
0.13320157924187984,0.05057210341427337,0.11099962875491282,0.041311475409836096,0.024954654027844858,0.04498398460709502,0.14573964389992042,0.14521426038206856,0.1447942822611586
0.013989980872229807,0.010583865673268548,0.02139454334974289,0.0,0.12041883273031667,0.12923348219363853,0.018159619783506498,0.01658164720986155,0.018256204914436358
0.051823767942948934,0.01376352027298744,0.07561241698069654,0.05786885245901641,0.015065400149373465,0.02550414248945551,0.0941827428496842,0.09393170202686268,0.09556224511162092
0.03402073368439751,0.05625296244714928,0.0446803972369334,0.2275409836065575,0.17140579170953707,0.03924924281153985,0.05632534477526252,0.05621346300151581,0.06617582619806783
0.028349810411654852,0.04917446029361614,0.04558054863918026,0.04909836065573772,0.08472491888279837,0.009871475938418334,0.11155679005723323,0.1114937287103328,0.05794703680623037
0.0763396098183613,0.11216617755525027,0.1361289979590743,0.08918032786885233,0.025478597309458895,0.1155000222427584,0.10679544681662029,0.10720087422601193,0.09539453232434664
0.08547382848046314,0.09251727556596401,0.12896936602279785,0.22081967213114756,0.07196103551379607,0.17774389519306455,0.06011460602484531,0.060597840171696005,0.06237506273229809
0.004324038623537141,0.18202022248243588,0.029886054406400464,0.13877049180327872,0.27603915289373704,0.5072336944586137,0.38051345025492583,0.38084905626182375,0.4237644805399745
0.011275581836836532,0.027382841530054644,0.005604068282991648,0.0,0.09998209105887401,0.14105772600375435,0.19956844064530982,0.19988830585749118,0.156448718288822
0.03586543221431277,0.019086293381199885,0.025382276624441147,0.0,0.03528464261039255,0.22773656401218995,0.08439898911734611,0.08438715707024957,0.03259882282266974
