LGBM,RF,XGB,DT,MLP,kNN,PLS,MLR,lasso
0.12303968347420224,0.2993615661296808,0.1615492750777573,0.3638524590163934,0.4180425226956822,0.7059815349161458,0.35513047098689576,0.35495079480014013,0.40352302183752786
0.0037212108882347726,0.02040911787665886,0.018156107515096664,0.0,0.031516589215610485,0.05163641745434655,0.21912341793614676,0.21893447822558215,0.25178579375382676
0.058524028752405574,0.0157500228869491,0.07904953870616971,0.034098360655737736,0.05983428385120032,0.05337703328282803,0.12044293427463218,0.12008110704303215,0.11242234868102724
0.030916654911855676,0.022670862085429122,0.0003146770759485662,0.024836065573770494,0.0780104946446935,0.010278237925453194,0.11938161179805806,0.11936574561416727,0.12820749012673205
0.061682663157957965,0.027052591355660308,0.05749847010755149,0.003360655737704943,0.03497257959967898,0.02088627358523011,0.008808090334561203,0.00888160488916595,0.014623693391046966
0.01905280109414742,0.029819672131147515,0.0791305794725653,0.012950819672131186,0.21707215891507886,0.11907136064988216,0.3780906666810644,0.3789518713279571,0.3816543347897835
0.130826174271706,0.12928604085349982,0.14785877174041306,0.4962295081967213,0.33313475194457237,0.1996490529968479,0.1980993366520984,0.19798167316087456,0.1599975930465513
0.2128762713235326,0.18463989331769126,0.21827708482742303,0.05508196721311476,0.017624483500860266,0.09127889758770125,0.025864428829178332,0.026540927449896334,0.010089660738104578
0.08351889646317456,0.1411329590396067,0.10237841320819552,0.08286885245901643,0.1265945662412144,0.16291657830271716,0.041829332528967145,0.04148909106615983,0.0562303460082747
0.23875460203222326,0.3143439178294808,0.310884378249528,0.3318032786885247,0.35281171613492723,0.27204111806511955,0.28330643975817354,0.28316305766453803,0.27297440233496134
0.024539816536849057,0.05695701999231517,0.0015918649610926483,0.017622950819672134,0.22339601796375996,0.16731243657684075,0.11519322469039661,0.11545350992922021,0.0947633141117965
0.016521759372030237,0.013748457254661645,0.009024795342664205,0.04245901639344263,0.057848229670046936,0.011280319770092806,0.09580983015311412,0.0954001706419495,0.09537417149522931
0.21674607910083207,0.29724501212046517,0.34390537430394874,0.1423770491803279,0.14914029926521183,0.18503400921268154,0.17004279673446177,0.1701034902205945,0.1309219421060341
0.05944073068762099,0.05639495284834278,0.038403242300035556,0.0587704918032787,0.08417676648569244,0.17952158537405516,0.10339772889324844,0.10353648366638021,0.07548448425704418
0.022955558284240785,0.00033264216490036524,0.04365310563415781,0.07893442622950814,0.028846477174303164,0.08681531344019727,0.09789334816059597,0.09800101275608031,0.13829675065056957
0.07624013181237949,0.15325764051522256,0.1828233226400907,0.12852459016393447,0.2765890345613808,0.07275301693930662,0.15379876021901778,0.15471487449788413,0.1624068172308074
0.09312737534152334,0.11836778363257869,0.1369754523038864,0.0,0.31673346440023553,0.35766402615678955,0.22360231401304898,0.22334271714087278,0.2699642124566606
0.013566145541873242,0.06239341204787929,0.25053970833293726,0.14590163934426226,0.03755395893967334,0.019522863389640877,0.02279747722839981,0.02329061070551186,0.027626908104818715
0.10316392134819263,0.10716982539400555,0.15982633664959767,0.03672131147540969,0.12718524782928176,0.34921226919873133,0.3358492964786812,0.3356817229423755,0.33704228479529375
0.05519845996004602,0.06693006652273015,0.003359351158142121,0.043770491803278855,0.026561511139716498,0.04297251689180859,0.23377478711583022,0.23355242632607143,0.24981668880789326
0.08580226437991807,0.034225233221513135,0.06532372141470671,0.032295081967213146,0.10739967044337595,0.09966645255232262,0.1187866567974758,0.11879137923660105,0.07057596420920942
0.34320875002861684,0.31618250195160036,0.27673558802878273,0.43778688524590165,0.05432215641409793,0.07901025833252917,0.42557425919570496,0.4263140152132035,0.4118248808902578
0.2303452259773402,0.30780755107905067,0.25295536502462934,0.2834426229508199,0.28446459358412424,0.6040279243420057,0.3250181833187812,0.32483887596102823,0.3755957917372955
0.008177709954469477,0.061040339578454325,0.001344786724075675,0.10311475409836068,0.09086055645411242,0.47838659173828474,0.015538942693583468,0.01554899723821146,0.05204358272134685
0.0276521996550504,0.07475557181889153,0.040875088423490524,0.08606557377049182,0.12157695745500402,0.10563928789044864,0.2380222186544877,0.23801390359644806,0.2738745619028685
0.03821418572960389,0.006702560910472943,0.050621887504077256,0.17590163934426228,0.01034559178282346,0.1160796512855515,0.04421895942798659,0.044635892673004496,0.04277124832987689
0.010847419811414072,0.08875860190356077,0.1390984922354338,0.020409836065573672,0.2892517738169763,0.12838031009136758,0.15135914722564248,0.1514402319094379,0.10190865850870279
0.04700595081695571,0.10567875292740048,0.2851162850856781,0.0,0.05080459755399516,0.1766713631258603,0.2508398771994612,0.2507930603965985,0.2746950332039125
0.035145280392005485,0.06654274206094102,0.1472564816474914,0.10196721311475415,0.059583012486016274,0.06278314039038141,0.04713166483548381,0.04740485135329214,0.04425196851364949
0.22112802002467868,0.29115207398619514,0.34483669375298465,0.24844262295081976,0.26050093975431104,0.3319457232120726,0.26784295293559446,0.2679215120770019,0.2258811729641481
0.03848077736001235,0.1296222320085078,0.06555604326920428,0.08713114754098367,0.5784694703107406,0.06801271973726303,0.18434342387443775,0.1836486339637678,0.1864895488749176
0.178027446540598,0.22647511658704544,0.14067338181323696,0.015409836065573779,0.14866889580907372,0.04660149462139329,0.31542601538314885,0.3161452457589325,0.3086372624562265
0.01127608179404882,0.08556486425673537,0.06707587898754686,0.0019672131147540073,0.24681593961195636,0.039496775599484446,0.09161721192690242,0.09170360171245528,0.047996083163144354
0.008985813422535956,0.014884921935987514,0.008996361866593361,0.0,0.13501014589027038,0.07755927925029597,0.3021794502405934,0.30280259144574645,0.3227149355338416
0.026297381680730203,0.016855593286494885,0.05923963034250701,0.012950819672131186,0.016697517857045596,0.05855659426525832,0.24971972104622508,0.24915269757736425,0.2501102887216461
0.08014752019748689,0.06515404371584699,0.030809853225946426,0.0,0.09850023579793227,0.35800493213001333,0.27699430327786295,0.27675926893984876,0.31882782382237906
0.0384471531322121,0.012754240827478558,0.0750420725247899,0.003360655737704943,0.14650279480589729,0.05401107357363134,0.003152381134791049,0.0034261368086768718,0.00440674455559259
0.23522265222588085,0.19185000354836423,0.27922913842025354,0.2121311475409836,0.29865130898947717,0.2134714435589865,0.5041321919978285,0.5042583514135703,0.455476384796315
0.08584057000791329,0.1363029282782216,0.17256484488971902,0.25901639344262306,0.33809827783739466,0.17666815010926384,0.022877128682820824,0.02344582889091229,0.048301038118672035
0.047135230078887404,0.014125226385636225,0.02591524086892605,0.0,0.027207274068264842,0.029365775338023543,0.2394843896819466,0.23929055718495185,0.2700780575886555
0.06041672123471567,0.0419726932084309,0.08173661596462378,0.07131147540983607,0.04254736624292682,0.04858068806973015,0.20934484799828335,0.20925841179967475,0.1689222150539691
0.10503347594400034,0.191749044591565,0.13896138459932605,0.14098360655737707,0.18928446236338642,0.3531681241367873,0.2569149450345745,0.2565029849331737,0.256241072512333
0.10105811908906864,0.03654745759704778,0.07602477479176445,0.05327868852459017,0.04080910470372623,0.06051484477968523,0.09483540722722766,0.09440649410430166,0.09117238417461818
0.0712445633478257,0.2506741803278691,0.360151472482525,0.48393442622950833,0.5053892177579731,0.11413476075819357,0.056034674865533485,0.056157658312539216,0.06609803441465123
0.4455463819309837,0.385265729484541,0.41657649859053203,0.47188524590163944,0.33195916325606406,0.4436243934748155,0.23205902707761017,0.23232553471401118,0.2706549253813635
0.0188173206613739,0.07787145394223265,0.001632502768188715,0.0,0.16707311040973027,0.11739389573854182,0.2515027150996638,0.25174691240055264,0.2796274316197828
0.30970151690514636,0.33303629713435434,0.29006539325245095,0.07655737704918031,0.1597604957276083,0.2497408451237234,0.44252610382475693,0.4425756585174948,0.4414839800480147
0.3207183331535409,0.312669922290824,0.24355245742641507,0.5213114754098361,0.3088571514184209,0.04362761740574245,0.22418524570684906,0.22408844807204953,0.2178118809596385
0.07301882737991036,0.14917668577180657,0.13813598453998566,0.15475409836065573,0.12151486862416089,0.16086350197337107,0.22079475656393013,0.22023235611252256,0.2226355632598923
