group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.9255,0.9634,-7.0605,3.2095,False
DT,MLP,3.1055,0.6277,-2.0295,8.2405,False
DT,MLR,5.1345,0.05,-0.0005,10.2694,False
DT,PLS,5.1334,0.0501,-0.0016,10.2684,False
DT,RF,-0.227,1.0,-5.362,4.908,False
DT,XGB,-0.1344,1.0,-5.2694,5.0006,False
DT,kNN,4.1445,0.2287,-0.9905,9.2795,False
DT,lasso,5.1556,0.0482,0.0206,10.2906,True
LGBM,MLP,5.031,0.06,-0.104,10.166,False
LGBM,MLR,7.0599,0.0007,1.9249,12.1949,True
LGBM,PLS,7.0589,0.0007,1.9239,12.1939,True
LGBM,RF,1.6985,0.9831,-3.4365,6.8335,False
LGBM,XGB,1.7911,0.9764,-3.3439,6.9261,False
LGBM,kNN,6.07,0.0077,0.935,11.205,True
LGBM,lasso,7.0811,0.0007,1.9461,12.2161,True
MLP,MLR,2.0289,0.9502,-3.106,7.1639,False
MLP,PLS,2.0279,0.9504,-3.1071,7.1629,False
MLP,RF,-3.3325,0.5314,-8.4675,1.8025,False
MLP,XGB,-3.2399,0.5708,-8.3749,1.8951,False
MLP,kNN,1.039,0.9994,-4.096,6.174,False
MLP,lasso,2.0501,0.9472,-3.0849,7.1851,False
MLR,PLS,-0.001,1.0,-5.136,5.134,False
MLR,RF,-5.3614,0.033,-10.4964,-0.2265,True
MLR,XGB,-5.2689,0.0392,-10.4039,-0.1339,True
MLR,kNN,-0.99,0.9996,-6.1249,4.145,False
MLR,lasso,0.0211,1.0,-5.1139,5.1561,False
PLS,RF,-5.3604,0.033,-10.4954,-0.2254,True
PLS,XGB,-5.2678,0.0393,-10.4028,-0.1328,True
PLS,kNN,-0.9889,0.9996,-6.1239,4.1461,False
PLS,lasso,0.0222,1.0,-5.1128,5.1572,False
RF,XGB,0.0926,1.0,-5.0424,5.2276,False
RF,kNN,4.3715,0.1689,-0.7635,9.5065,False
RF,lasso,5.3826,0.0317,0.2476,10.5176,True
XGB,kNN,4.2789,0.1918,-0.8561,9.4139,False
XGB,lasso,5.29,0.0377,0.155,10.425,True
kNN,lasso,1.0111,0.9995,-4.1239,6.1461,False
