Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_HepG2
225,DOPE,1,1,9.784,2,9,36,2,190.9666667,0.275,2.354,12,0.199600798,60,9.090909091,1.609
226,DOPE,1,1,9.784,2,9,36,2,166.8666667,0.266,-26.83333333,4,0.199600798,80,9.090909091,1.504
227,DOPE,1,1,9.784,2,9,36,2,146.8666667,0.208666667,5.42,8,0.199600798,80,9.090909091,1.5
228,DOPE,1,1,9.784,2,9,36,2,167.8,0.237,7.203333333,12,0.199600798,80,9.090909091,3.902
229,DOPE,1,1,9.784,2,9,36,2,287.7333333,0.327,2.916666667,4,0.199600798,20,50.0,3.676
230,DOPE,1,1,9.784,2,9,36,2,306.5333333,0.569,3.96,8,0.199600798,20,50.0,2.862
231,DOPE,1,1,9.784,2,9,36,2,473.2,0.17,5.006666667,12,0.199600798,20,50.0,2.197
232,DOPE,1,1,9.784,2,9,36,2,261.7,0.330333333,4.206666667,4,0.199600798,40,50.0,1.5
233,DOPE,1,1,9.784,2,9,36,2,205.1,0.196,4.25,8,0.199600798,40,50.0,3.584
234,DOPE,1,1,9.784,2,9,36,2,177.9333333,0.268,2.72,12,0.199600798,40,50.0,3.401
235,DOPE,1,1,9.784,2,9,36,2,224.5,0.256333333,4.343333333,4,0.199600798,60,50.0,4.174
236,DOPE,1,1,9.784,2,9,36,2,195.0333333,0.254,5.876666667,8,0.199600798,60,50.0,4.159
237,DOPE,1,1,9.784,2,9,36,2,179.0333333,0.261666667,6.29,12,0.199600798,60,50.0,5.807
238,DOPE,1,1,9.784,2,9,36,2,237.6333333,0.301,6.303333333,4,0.199600798,80,50.0,6.222
239,DOPE,1,1,9.784,2,9,36,2,164.9666667,0.183666667,11.93333333,8,0.199600798,80,50.0,6.708
240,DOPE,1,1,9.784,2,9,36,2,171.5333333,0.187333333,8.72,12,0.199600798,80,50.0,6.424
241,DOPE,1,1,9.784,2,9,36,2,177.0333333,0.31,-4.186666667,4,0.99009901,20,0.497512438,1.5
242,DOPE,1,1,9.784,2,9,36,2,223.4,0.485666667,-2.646666667,8,0.99009901,20,0.497512438,1.5
243,DOPE,1,1,9.784,2,9,36,2,169.1333333,0.368333333,-2.373333333,12,0.99009901,20,0.497512438,1.5
244,DOPE,1,1,9.784,2,9,36,2,193.5,0.275333333,-1.616666667,4,0.99009901,40,0.497512438,1.5
245,DOPE,1,1,9.784,2,9,36,2,139.0,0.236666667,-1.976666667,8,0.99009901,40,0.497512438,1.5
246,DOPE,1,1,9.784,2,9,36,2,159.2333333,0.303666667,-2.136666667,12,0.99009901,40,0.497512438,1.504
247,DOPE,1,1,9.784,2,9,36,2,171.7,0.236333333,-0.094333333,4,0.99009901,60,0.497512438,1.5
248,DOPE,1,1,9.784,2,9,36,2,150.1333333,0.232,-1.95,8,0.99009901,60,0.497512438,1.5
249,DOPE,1,1,9.784,2,9,36,2,177.5333333,0.260666667,-2.43,12,0.99009901,60,0.497512438,1.792
250,DOPE,1,1,9.784,2,9,36,2,219.6333333,0.307666667,-15.26666667,4,0.99009901,80,0.497512438,1.5
251,DOPE,1,1,9.784,2,9,36,2,141.4666667,0.245666667,-3.21,8,0.99009901,80,0.497512438,1.5
252,DOPE,1,1,9.784,2,9,36,2,160.0333333,0.184333333,-4.51,12,0.99009901,80,0.497512438,5.226
253,DOPE,1,1,9.784,2,9,36,2,176.9333333,0.24,-4.66,4,0.99009901,20,0.99009901,1.5
254,DOPE,1,1,9.784,2,9,36,2,263.8333333,0.433333333,-6.34,8,0.99009901,20,0.99009901,1.5
255,DOPE,1,1,9.784,2,9,36,2,303.3666667,0.674666667,-2.326666667,12,0.99009901,20,0.99009901,1.5
256,DOPE,1,1,9.784,2,9,36,2,174.6666667,0.246333333,-3.043333333,4,0.99009901,40,0.99009901,1.5
257,DOPE,1,1,9.784,2,9,36,2,148.9333333,0.217333333,-0.049066667,8,0.99009901,40,0.99009901,1.5
258,DOPE,1,1,9.784,2,9,36,2,152.4666667,0.288333333,-1.993333333,12,0.99009901,40,0.99009901,1.5
259,DOPE,1,1,9.784,2,9,36,2,164.2,0.201666667,-2.476666667,4,0.99009901,60,0.99009901,1.5
260,DOPE,1,1,9.784,2,9,36,2,150.2666667,0.204333333,1.32,8,0.99009901,60,0.99009901,1.5
261,DOPE,1,1,9.784,2,9,36,2,191.8,0.244333333,-1.426666667,12,0.99009901,60,0.99009901,1.504
262,DOPE,1,1,9.784,2,9,36,2,241.5333333,0.267,-15.93333333,4,0.99009901,80,0.99009901,1.5
263,DOPE,1,1,9.784,2,9,36,2,148.0333333,0.21,-3.53,8,0.99009901,80,0.99009901,1.5
264,DOPE,1,1,9.784,2,9,36,2,155.5666667,0.167333333,-3.316666667,12,0.99009901,80,0.99009901,3.989
265,DOPE,1,1,9.784,2,9,36,2,153.8666667,0.203,-3.213333333,4,0.99009901,20,1.960784314,1.5
266,DOPE,1,1,9.784,2,9,36,2,203.9333333,0.501,-2.766666667,8,0.99009901,20,1.960784314,1.5
267,DOPE,1,1,9.784,2,9,36,2,263.9333333,0.412333333,-1.060666667,12,0.99009901,20,1.960784314,1.5
268,DOPE,1,1,9.784,2,9,36,2,170.0666667,0.220333333,-3.176666667,4,0.99009901,40,1.960784314,2.015
269,DOPE,1,1,9.784,2,9,36,2,158.3666667,0.279,-1.57,8,0.99009901,40,1.960784314,1.609
270,DOPE,1,1,9.784,2,9,36,2,130.9333333,0.215,0.963666667,12,0.99009901,40,1.960784314,4.304
271,DOPE,1,1,9.784,2,9,36,2,160.7333333,0.165333333,-3.816666667,4,0.99009901,60,1.960784314,2.398
272,DOPE,1,1,9.784,2,9,36,2,138.7333333,0.185333333,0.242266667,8,0.99009901,60,1.960784314,1.5
273,DOPE,1,1,9.784,2,9,36,2,152.2333333,0.245666667,-1.88,12,0.99009901,60,1.960784314,1.872
274,DOPE,1,1,9.784,2,9,36,2,189.0,0.199,-15.9,4,0.99009901,80,1.960784314,1.872
275,DOPE,1,1,9.784,2,9,36,2,147.2,0.241333333,-5.523333333,8,0.99009901,80,1.960784314,1.946
276,DOPE,1,1,9.784,2,9,36,2,148.5333333,0.207,-2.94,12,0.99009901,80,1.960784314,4.483
277,DOPE,1,1,9.784,2,9,36,2,154.9,0.957333333,-5.373333333,4,0.99009901,20,9.090909091,2.197
278,DOPE,1,1,9.784,2,9,36,2,230.9333333,0.481666667,-2.173333333,8,0.99009901,20,9.090909091,2.079
279,DOPE,1,1,9.784,2,9,36,2,168.1666667,0.428,-0.284166667,12,0.99009901,20,9.090909091,2.251
280,DOPE,1,1,9.784,2,9,36,2,164.0666667,0.157333333,-0.60825,4,0.99009901,40,9.090909091,1.946
281,DOPE,1,1,9.784,2,9,36,2,478.0,0.815333333,-3.73,8,0.99009901,40,9.090909091,1.872
282,DOPE,1,1,9.784,2,9,36,2,161.1333333,0.330333333,0.813333333,12,0.99009901,40,9.090909091,3.02
283,DOPE,1,1,9.784,2,9,36,2,179.6666667,0.263333333,1.84,4,0.99009901,60,9.090909091,1.792
284,DOPE,1,1,9.784,2,9,36,2,153.8,0.197333333,-0.397333333,8,0.99009901,60,9.090909091,1.705
285,DOPE,1,1,9.784,2,9,36,2,150.7333333,0.228333333,-0.254666667,12,0.99009901,60,9.090909091,4.363
286,DOPE,1,1,9.784,2,9,36,2,222.5666667,0.208,-12.13333333,4,0.99009901,80,9.090909091,2.89
287,DOPE,1,1,9.784,2,9,36,2,166.1666667,0.209333333,-6.06,8,0.99009901,80,9.090909091,3.526
288,DOPE,1,1,9.784,2,9,36,2,198.6666667,0.219,-0.9158,12,0.99009901,80,9.090909091,5.844
289,DOPE,1,1,9.784,2,9,36,2,236.7666667,0.272333333,-3.646666667,4,0.99009901,20,50.0,5.816
290,DOPE,1,1,9.784,2,9,36,2,211.3666667,0.439666667,1.916666667,8,0.99009901,20,50.0,3.296
291,DOPE,1,1,9.784,2,9,36,2,182.6,0.281,0.651,12,0.99009901,20,50.0,4.311
292,DOPE,1,1,9.784,2,9,36,2,179.9,0.168333333,-1.32,4,0.99009901,40,50.0,6.029
293,DOPE,1,1,9.784,2,9,36,2,196.2,0.148333333,2.876666667,8,0.99009901,40,50.0,6.372
294,DOPE,1,1,9.784,2,9,36,2,180.0,0.512666667,-3.013333333,12,0.99009901,40,50.0,6.458
295,DOPE,1,1,9.784,2,9,36,2,197.7,0.18,0.54,4,0.99009901,60,50.0,6.006
296,DOPE,1,1,9.784,2,9,36,2,148.4666667,0.206666667,4.106666667,8,0.99009901,60,50.0,6.537
297,DOPE,1,1,9.784,2,9,36,2,171.6333333,0.198666667,1.651,12,0.99009901,60,50.0,7.636
298,DOPE,1,1,9.784,2,9,36,2,253.0666667,0.335333333,-0.074666667,4,0.99009901,80,50.0,7.84
299,DOPE,1,1,9.784,2,9,36,2,186.6333333,0.255,-5.6,8,0.99009901,80,50.0,8.234
300,DOPE,1,1,9.784,2,9,36,2,150.0333333,0.178,6.683333333,12,0.99009901,80,50.0,8.221
301,DOPE,1,1,9.784,2,9,36,2,274.6,0.739666667,-9.106666667,4,9.090909091,20,0.497512438,1.5
302,DOPE,1,1,9.784,2,9,36,2,236.6,0.577,-4.033333333,8,9.090909091,20,0.497512438,1.5
303,DOPE,1,1,9.784,2,9,36,2,405.4,0.707666667,-5.893333333,12,9.090909091,20,0.497512438,1.5
304,DOPE,1,1,9.784,2,9,36,2,170.1333333,0.409333333,-5.413333333,4,9.090909091,40,0.497512438,1.5
305,DOPE,1,1,9.784,2,9,36,2,176.6666667,0.290333333,-1.593333333,8,9.090909091,40,0.497512438,1.5
306,DOPE,1,1,9.784,2,9,36,2,260.6666667,0.788666667,-1.943333333,12,9.090909091,40,0.497512438,1.5
307,DOPE,1,1,9.784,2,9,36,2,153.6333333,0.193,-3.223333333,4,9.090909091,60,0.497512438,1.5
308,DOPE,1,1,9.784,2,9,36,2,153.0333333,0.370333333,-1.48,8,9.090909091,60,0.497512438,1.5
309,DOPE,1,1,9.784,2,9,36,2,149.9,0.288333333,-2.086666667,12,9.090909091,60,0.497512438,1.5
310,DOPE,1,1,9.784,2,9,36,2,133.1,0.144333333,-3.64,4,9.090909091,80,0.497512438,1.872
311,DOPE,1,1,9.784,2,9,36,2,138.3666667,0.247666667,-33.9,8,9.090909091,80,0.497512438,1.5
312,DOPE,1,1,9.784,2,9,36,2,136.2333333,0.169,-2.783333333,12,9.090909091,80,0.497512438,3.597
313,DOPE,1,1,9.784,2,9,36,2,196.5,0.676666667,-6.903333333,4,9.090909091,20,0.99009901,1.5
314,DOPE,1,1,9.784,2,9,36,2,197.3,0.605666667,-2.48,8,9.090909091,20,0.99009901,1.5
315,DOPE,1,1,9.784,2,9,36,2,213.9333333,0.647666667,-1.81,12,9.090909091,20,0.99009901,1.5
316,DOPE,1,1,9.784,2,9,36,2,137.9333333,0.216666667,-6.893333333,4,9.090909091,40,0.99009901,1.5
317,DOPE,1,1,9.784,2,9,36,2,470.4333333,1.0,-3.68,8,9.090909091,40,0.99009901,1.5
318,DOPE,1,1,9.784,2,9,36,2,165.9666667,0.624666667,-2.296666667,12,9.090909091,40,0.99009901,1.5
319,DOPE,1,1,9.784,2,9,36,2,137.5666667,0.191333333,-3.093333333,4,9.090909091,60,0.99009901,1.5
320,DOPE,1,1,9.784,2,9,36,2,115.6333333,0.217,-2.686666667,8,9.090909091,60,0.99009901,1.5
321,DOPE,1,1,9.784,2,9,36,2,207.0666667,0.332333333,-1.29,12,9.090909091,60,0.99009901,1.504
322,DOPE,1,1,9.784,2,9,36,2,145.4,0.130333333,-3.763333333,4,9.090909091,80,0.99009901,1.5
323,DOPE,1,1,9.784,2,9,36,2,135.8666667,0.231,-36.3,8,9.090909091,80,0.99009901,1.5
324,DOPE,1,1,9.784,2,9,36,2,120.9333333,0.173,-1.66,12,9.090909091,80,0.99009901,2.079
325,DOPE,1,1,9.784,2,9,36,2,278.8333333,0.789333333,-8.986666667,4,9.090909091,20,1.960784314,1.5
326,DOPE,1,1,9.784,2,9,36,2,415.8,0.856666667,-6.63,8,9.090909091,20,1.960784314,1.5
327,DOPE,1,1,9.784,2,9,36,2,496.8333333,0.378333333,-6.54,12,9.090909091,20,1.960784314,1.5
328,DOPE,1,1,9.784,2,9,36,2,93.06666667,0.211,-2.723333333,4,9.090909091,40,1.960784314,1.5
329,DOPE,1,1,9.784,2,9,36,2,207.5666667,0.603666667,-2.203333333,8,9.090909091,40,1.960784314,1.5
330,DOPE,1,1,9.784,2,9,36,2,201.6333333,0.620333333,-2.146666667,12,9.090909091,40,1.960784314,1.5
331,DOPE,1,1,9.784,2,9,36,2,136.1666667,0.159666667,-2.57,4,9.090909091,60,1.960784314,1.5
332,DOPE,1,1,9.784,2,9,36,2,129.5,0.283,-1.666333333,8,9.090909091,60,1.960784314,1.5
333,DOPE,1,1,9.784,2,9,36,2,202.5,0.512333333,-2.12,12,9.090909091,60,1.960784314,1.5
334,DOPE,1,1,9.784,2,9,36,2,143.0333333,0.155333333,-3.51,4,9.090909091,80,1.960784314,1.5
335,DOPE,1,1,9.784,2,9,36,2,134.7,0.230666667,-36.66666667,8,9.090909091,80,1.960784314,1.5
336,DOPE,1,1,9.784,2,9,36,2,135.2333333,0.219666667,-2.383333333,12,9.090909091,80,1.960784314,2.803
337,DOPE,1,1,9.784,2,9,36,2,235.4666667,0.617,-9.563333333,4,9.090909091,20,9.090909091,1.5
338,DOPE,1,1,9.784,2,9,36,2,378.9333333,0.809333333,-5.376666667,8,9.090909091,20,9.090909091,1.5
339,DOPE,1,1,9.784,2,9,36,2,476.3333333,0.748333333,-7.476666667,12,9.090909091,20,9.090909091,1.5
340,DOPE,1,1,9.784,2,9,36,2,132.7666667,0.226,-5.483333333,4,9.090909091,40,9.090909091,1.5
341,DOPE,1,1,9.784,2,9,36,2,279.9666667,0.880333333,-2.596666667,8,9.090909091,40,9.090909091,1.5
342,DOPE,1,1,9.784,2,9,36,2,153.0,0.411666667,-1.983333333,12,9.090909091,40,9.090909091,1.5
343,DOPE,1,1,9.784,2,9,36,2,156.7333333,0.235666667,-3.656666667,4,9.090909091,60,9.090909091,1.5
344,DOPE,1,1,9.784,2,9,36,2,134.0666667,0.204666667,-1.370333333,8,9.090909091,60,9.090909091,1.5
345,DOPE,1,1,9.784,2,9,36,2,167.5,0.380333333,-2.37,12,9.090909091,60,9.090909091,1.5
346,DOPE,1,1,9.784,2,9,36,2,144.4333333,0.081666667,-4.92,4,9.090909091,80,9.090909091,1.5
347,DOPE,1,1,9.784,2,9,36,2,161.1333333,0.24,-31.9,8,9.090909091,80,9.090909091,2.639
348,DOPE,1,1,9.784,2,9,36,2,118.1666667,0.198,-2.056666667,12,9.090909091,80,9.090909091,5.004
349,DOPE,1,1,9.784,2,9,36,2,302.6666667,0.693,-8.333333333,4,9.090909091,20,50.0,1.5
350,DOPE,1,1,9.784,2,9,36,2,270.0333333,0.633333333,-7.673333333,8,9.090909091,20,50.0,1.5
351,DOPE,1,1,9.784,2,9,36,2,180.3,0.614,-9.613333333,12,9.090909091,20,50.0,1.5
352,DOPE,1,1,9.784,2,9,36,2,157.5,0.177,-3.126666667,4,9.090909091,40,50.0,2.14
353,DOPE,1,1,9.784,2,9,36,2,140.4666667,0.248666667,-1.383333333,8,9.090909091,40,50.0,2.398
354,DOPE,1,1,9.784,2,9,36,2,228.2,0.517,-1.873333333,12,9.090909091,40,50.0,4.151
355,DOPE,1,1,9.784,2,9,36,2,153.2,0.232666667,-2.37,4,9.090909091,60,50.0,3.651
356,DOPE,1,1,9.784,2,9,36,2,129.7666667,0.194666667,-1.059,8,9.090909091,60,50.0,3.871
357,DOPE,1,1,9.784,2,9,36,2,145.7333333,0.333666667,-1.533333333,12,9.090909091,60,50.0,4.197
358,DOPE,1,1,9.784,2,9,36,2,165.1666667,0.186,-3.313333333,4,9.090909091,80,50.0,5.582
359,DOPE,1,1,9.784,2,9,36,2,157.6666667,0.210666667,15.6,8,9.090909091,80,50.0,5.649
360,DOPE,1,1,9.784,2,9,36,2,140.5666667,0.184333333,-1.012333333,12,9.090909091,80,50.0,5.911
361,DOTAP,1,0,12.515,0,4,36,2,157.3333333,0.166,5.9,4,0.199600798,20,0.497512438,3.512
362,DOTAP,1,0,12.515,0,4,36,2,138.8333333,0.375666667,5.12,8,0.199600798,20,0.497512438,2.674
363,DOTAP,1,0,12.515,0,4,36,2,235.9333333,0.509333333,9.113333333,12,0.199600798,20,0.497512438,3.714
364,DOTAP,1,0,12.515,0,4,36,2,175.8333333,0.266333333,12.9,4,0.199600798,40,0.497512438,3.512
365,DOTAP,1,0,12.515,0,4,36,2,172.5333333,0.298333333,1.866666667,8,0.199600798,40,0.497512438,2.015
366,DOTAP,1,0,12.515,0,4,36,2,173.3,0.307666667,6.673333333,12,0.199600798,40,0.497512438,2.14
367,DOTAP,1,0,12.515,0,4,36,2,222.7333333,0.28,16.2,4,0.199600798,60,0.497512438,1.504
368,DOTAP,1,0,12.515,0,4,36,2,163.4666667,0.289666667,13.33333333,8,0.199600798,60,0.497512438,1.504
369,DOTAP,1,0,12.515,0,4,36,2,132.7666667,0.248666667,15.63333333,12,0.199600798,60,0.497512438,1.5
370,DOTAP,1,0,12.515,0,4,36,2,172.6333333,0.228666667,-10.96666667,4,0.199600798,80,0.497512438,1.792
371,DOTAP,1,0,12.515,0,4,36,2,156.5,0.215666667,5.703333333,8,0.199600798,80,0.497512438,1.5
372,DOTAP,1,0,12.515,0,4,36,2,415.4333333,0.464333333,-30.56666667,12,0.199600798,80,0.497512438,1.872
373,DOTAP,1,0,12.515,0,4,36,2,126.4666667,0.141666667,1.823,4,0.199600798,20,0.99009901,1.609
374,DOTAP,1,0,12.515,0,4,36,2,173.0,0.266666667,7.926666667,8,0.199600798,20,0.99009901,3.114
375,DOTAP,1,0,12.515,0,4,36,2,198.5333333,0.402666667,2.883333333,12,0.199600798,20,0.99009901,2.442
376,DOTAP,1,0,12.515,0,4,36,2,185.6666667,0.295,12.1,4,0.199600798,40,0.99009901,2.14
377,DOTAP,1,0,12.515,0,4,36,2,160.6,0.245333333,4.013333333,8,0.199600798,40,0.99009901,1.609
378,DOTAP,1,0,12.515,0,4,36,2,183.8333333,0.354,2.956666667,12,0.199600798,40,0.99009901,1.946
379,DOTAP,1,0,12.515,0,4,36,2,224.0,0.195666667,22.76666667,4,0.199600798,60,0.99009901,1.5
380,DOTAP,1,0,12.515,0,4,36,2,147.6666667,0.245666667,9.33,8,0.199600798,60,0.99009901,1.5
381,DOTAP,1,0,12.515,0,4,36,2,146.4333333,0.24,19.53333333,12,0.199600798,60,0.99009901,1.5
382,DOTAP,1,0,12.515,0,4,36,2,170.8666667,0.246333333,7.633333333,4,0.199600798,80,0.99009901,1.5
383,DOTAP,1,0,12.515,0,4,36,2,136.8333333,0.256666667,7.98,8,0.199600798,80,0.99009901,1.609
384,DOTAP,1,0,12.515,0,4,36,2,290.3,0.270666667,-25.13333333,12,0.199600798,80,0.99009901,1.504
385,DOTAP,1,0,12.515,0,4,36,2,122.2,0.186333333,18.9,4,0.199600798,20,1.960784314,3.068
386,DOTAP,1,0,12.515,0,4,36,2,176.0666667,0.496333333,21.16666667,8,0.199600798,20,1.960784314,1.5
387,DOTAP,1,0,12.515,0,4,36,2,186.9666667,0.243,2.883333333,12,0.199600798,20,1.960784314,1.792
388,DOTAP,1,0,12.515,0,4,36,2,153.4666667,0.229666667,17.63333333,4,0.199600798,40,1.960784314,1.609
389,DOTAP,1,0,12.515,0,4,36,2,204.5333333,0.348333333,0.663333333,8,0.199600798,40,1.960784314,2.442
390,DOTAP,1,0,12.515,0,4,36,2,177.8333333,0.331,3.57,12,0.199600798,40,1.960784314,2.442
391,DOTAP,1,0,12.515,0,4,36,2,193.0,0.257666667,24.03333333,4,0.199600798,60,1.960784314,1.5
392,DOTAP,1,0,12.515,0,4,36,2,155.2333333,0.232666667,9.956666667,8,0.199600798,60,1.960784314,1.5
393,DOTAP,1,0,12.515,0,4,36,2,133.8333333,0.272,18.63333333,12,0.199600798,60,1.960784314,1.946
394,DOTAP,1,0,12.515,0,4,36,2,204.0333333,0.267,6.13,4,0.199600798,80,1.960784314,1.5
395,DOTAP,1,0,12.515,0,4,36,2,118.1,0.251,9.33,8,0.199600798,80,1.960784314,1.5
396,DOTAP,1,0,12.515,0,4,36,2,1330.666667,0.467333333,-27.3,12,0.199600798,80,1.960784314,1.946
397,DOTAP,1,0,12.515,0,4,36,2,105.7,0.192333333,44.06666667,4,0.199600798,20,9.090909091,2.079
398,DOTAP,1,0,12.515,0,4,36,2,131.2333333,0.203666667,25.86666667,8,0.199600798,20,9.090909091,1.872
399,DOTAP,1,0,12.515,0,4,36,2,241.2,0.458333333,1.388333333,12,0.199600798,20,9.090909091,3.332
400,DOTAP,1,0,12.515,0,4,36,2,204.4333333,0.278666667,26.16666667,4,0.199600798,40,9.090909091,2.079
401,DOTAP,1,0,12.515,0,4,36,2,135.9,0.314333333,27.06666667,8,0.199600798,40,9.090909091,1.792
402,DOTAP,1,0,12.515,0,4,36,2,199.2666667,0.421,22.36666667,12,0.199600798,40,9.090909091,2.197
403,DOTAP,1,0,12.515,0,4,36,2,157.6333333,0.228333333,30.7,4,0.199600798,60,9.090909091,2.015
404,DOTAP,1,0,12.515,0,4,36,2,133.6333333,0.194,15.33333333,8,0.199600798,60,9.090909091,3.219
405,DOTAP,1,0,12.515,0,4,36,2,139.3666667,0.264333333,20.86666667,12,0.199600798,60,9.090909091,3.114
406,DOTAP,1,0,12.515,0,4,36,2,138.7666667,0.140333333,15.56666667,4,0.199600798,80,9.090909091,1.5
407,DOTAP,1,0,12.515,0,4,36,2,143.8333333,0.207,18.4,8,0.199600798,80,9.090909091,1.504
408,DOTAP,1,0,12.515,0,4,36,2,581.7333333,0.704333333,-31.76666667,12,0.199600798,80,9.090909091,2.398
409,DOTAP,1,0,12.515,0,4,36,2,137.3,0.147333333,19.9,4,0.199600798,20,50.0,6.13
410,DOTAP,1,0,12.515,0,4,36,2,899.4,0.383333333,16.3,8,0.199600798,20,50.0,6.897
411,DOTAP,1,0,12.515,0,4,36,2,158.2333333,0.258666667,12.23333333,12,0.199600798,20,50.0,4.673
412,DOTAP,1,0,12.515,0,4,36,2,214.0333333,0.282,5.41,4,0.199600798,40,50.0,6.752
413,DOTAP,1,0,12.515,0,4,36,2,173.5,0.248333333,22.13333333,8,0.199600798,40,50.0,7.247
414,DOTAP,1,0,12.515,0,4,36,2,217.2,0.522333333,24.76666667,12,0.199600798,40,50.0,4.016
415,DOTAP,1,0,12.515,0,4,36,2,218.4,0.214,22.4,4,0.199600798,60,50.0,5.25
416,DOTAP,1,0,12.515,0,4,36,2,152.1333333,0.246333333,23.5,8,0.199600798,60,50.0,7.638
417,DOTAP,1,0,12.515,0,4,36,2,101.8666667,0.231333333,21.46666667,12,0.199600798,60,50.0,6.446
418,DOTAP,1,0,12.515,0,4,36,2,200.6,0.364,12.93333333,4,0.199600798,80,50.0,4.82
419,DOTAP,1,0,12.515,0,4,36,2,133.7333333,0.264333333,31.5,8,0.199600798,80,50.0,5.239
420,DOTAP,1,0,12.515,0,4,36,2,223.2,0.314333333,-16.6,12,0.199600798,80,50.0,6.284
421,DOTAP,1,0,12.515,0,4,36,2,265.1,0.339333333,-27.6,4,0.99009901,20,0.497512438,2.14
422,DOTAP,1,0,12.515,0,4,36,2,576.1666667,0.390666667,-2.563333333,8,0.99009901,20,0.497512438,1.5
423,DOTAP,1,0,12.515,0,4,36,2,453.7333333,0.368333333,1.926666667,12,0.99009901,20,0.497512438,1.5
424,DOTAP,1,0,12.515,0,4,36,2,157.1,0.253333333,-3.873333333,4,0.99009901,40,0.497512438,1.5
425,DOTAP,1,0,12.515,0,4,36,2,161.9333333,0.634666667,-3.35,8,0.99009901,40,0.497512438,1.5
426,DOTAP,1,0,12.515,0,4,36,2,154.0333333,0.321666667,-2.93,12,0.99009901,40,0.497512438,1.5
427,DOTAP,1,0,12.515,0,4,36,2,187.9,0.252666667,-3.706666667,4,0.99009901,60,0.497512438,1.5
428,DOTAP,1,0,12.515,0,4,36,2,151.0666667,0.26,-1.271,8,0.99009901,60,0.497512438,1.5
429,DOTAP,1,0,12.515,0,4,36,2,165.1666667,0.227,4.56,12,0.99009901,60,0.497512438,1.5
430,DOTAP,1,0,12.515,0,4,36,2,152.2,0.155,1.253333333,4,0.99009901,80,0.497512438,1.5
431,DOTAP,1,0,12.515,0,4,36,2,143.4666667,0.167666667,4.306666667,8,0.99009901,80,0.497512438,1.5
432,DOTAP,1,0,12.515,0,4,36,2,119.9666667,0.237,3.433333333,12,0.99009901,80,0.497512438,1.5
433,DOTAP,1,0,12.515,0,4,36,2,269.6333333,0.338666667,-30.33333333,4,0.99009901,20,0.99009901,1.705
434,DOTAP,1,0,12.515,0,4,36,2,115.6666667,0.283333333,3.27,8,0.99009901,20,0.99009901,1.5
435,DOTAP,1,0,12.515,0,4,36,2,388.5666667,0.348666667,-0.77,12,0.99009901,20,0.99009901,1.5
436,DOTAP,1,0,12.515,0,4,36,2,176.5,0.311333333,-3.76,4,0.99009901,40,0.99009901,1.504
437,DOTAP,1,0,12.515,0,4,36,2,214.0333333,0.314666667,-3.076666667,8,0.99009901,40,0.99009901,1.5
438,DOTAP,1,0,12.515,0,4,36,2,199.2,0.431,-2.876666667,12,0.99009901,40,0.99009901,1.504
439,DOTAP,1,0,12.515,0,4,36,2,182.5333333,0.252,-2.633333333,4,0.99009901,60,0.99009901,1.5
440,DOTAP,1,0,12.515,0,4,36,2,155.6333333,0.269,-2.463333333,8,0.99009901,60,0.99009901,1.5
441,DOTAP,1,0,12.515,0,4,36,2,181.7,0.266666667,2.173333333,12,0.99009901,60,0.99009901,1.5
442,DOTAP,1,0,12.515,0,4,36,2,175.7,0.143666667,-1.211333333,4,0.99009901,80,0.99009901,1.5
443,DOTAP,1,0,12.515,0,4,36,2,162.9666667,0.154333333,2.933333333,8,0.99009901,80,0.99009901,1.5
444,DOTAP,1,0,12.515,0,4,36,2,128.4666667,0.179,3.573333333,12,0.99009901,80,0.99009901,1.5
445,DOTAP,1,0,12.515,0,4,36,2,298.2666667,0.356666667,-28.56666667,4,0.99009901,20,1.960784314,1.5
446,DOTAP,1,0,12.515,0,4,36,2,139.2,0.262333333,1.826666667,8,0.99009901,20,1.960784314,1.5
447,DOTAP,1,0,12.515,0,4,36,2,307.7,0.539333333,1.6,12,0.99009901,20,1.960784314,1.5
448,DOTAP,1,0,12.515,0,4,36,2,162.2333333,0.378,-3.646666667,4,0.99009901,40,1.960784314,1.504
449,DOTAP,1,0,12.515,0,4,36,2,223.1333333,0.318,-2.73,8,0.99009901,40,1.960784314,1.5
450,DOTAP,1,0,12.515,0,4,36,2,242.6666667,0.782666667,-2.316666667,12,0.99009901,40,1.960784314,1.5
451,DOTAP,1,0,12.515,0,4,36,2,207.0333333,0.238333333,-5.89,4,0.99009901,60,1.960784314,1.5
452,DOTAP,1,0,12.515,0,4,36,2,154.4666667,0.284666667,-0.982333333,8,0.99009901,60,1.960784314,1.5
453,DOTAP,1,0,12.515,0,4,36,2,170.7333333,0.238333333,3.386666667,12,0.99009901,60,1.960784314,2.015
454,DOTAP,1,0,12.515,0,4,36,2,149.4333333,0.106333333,2.24,4,0.99009901,80,1.960784314,1.5
455,DOTAP,1,0,12.515,0,4,36,2,171.1333333,0.235,1.28,8,0.99009901,80,1.960784314,1.5
456,DOTAP,1,0,12.515,0,4,36,2,163.5333333,0.214,2.923333333,12,0.99009901,80,1.960784314,1.5
