group1,group2,meandiff,p-adj,lower,upper,reject
DT,LGBM,-1.0334,0.1062,-2.1655,0.0987,False
DT,MLP,0.8482,0.3272,-0.2839,1.9803,False
DT,MLR,3.786,0.0,2.6539,4.9181,True
DT,PLS,3.7993,0.0,2.6672,4.9314,True
DT,RF,-0.3218,0.9939,-1.4539,0.8103,False
DT,XGB,-0.6393,0.7138,-1.7714,0.4928,False
DT,kNN,3.4901,0.0,2.358,4.6222,True
DT,lasso,3.9554,0.0,2.8233,5.0875,True
LGBM,MLP,1.8816,0.0,0.7495,3.0137,True
LGBM,MLR,4.8194,0.0,3.6873,5.9515,True
LGBM,PLS,4.8327,0.0,3.7006,5.9648,True
LGBM,RF,0.7116,0.5786,-0.4205,1.8437,False
LGBM,XGB,0.394,0.9772,-0.7381,1.5261,False
LGBM,kNN,4.5235,0.0,3.3914,5.6556,True
LGBM,lasso,4.9887,0.0,3.8566,6.1208,True
MLP,MLR,2.9378,0.0,1.8057,4.0699,True
MLP,PLS,2.9511,0.0,1.819,4.0832,True
MLP,RF,-1.17,0.0365,-2.3021,-0.0379,True
MLP,XGB,-1.4875,0.0015,-2.6196,-0.3554,True
MLP,kNN,2.6419,0.0,1.5098,3.774,True
MLP,lasso,3.1072,0.0,1.9751,4.2393,True
MLR,PLS,0.0133,1.0,-1.1188,1.1454,False
MLR,RF,-4.1078,0.0,-5.2399,-2.9757,True
MLR,XGB,-4.4253,0.0,-5.5574,-3.2932,True
MLR,kNN,-0.2958,0.9966,-1.4279,0.8363,False
MLR,lasso,0.1694,0.9999,-0.9627,1.3015,False
PLS,RF,-4.1211,0.0,-5.2532,-2.989,True
PLS,XGB,-4.4387,0.0,-5.5708,-3.3066,True
PLS,kNN,-0.3092,0.9954,-1.4413,0.8229,False
PLS,lasso,0.156,1.0,-0.9761,1.2881,False
RF,XGB,-0.3176,0.9944,-1.4497,0.8145,False
RF,kNN,3.8119,0.0,2.6798,4.944,True
RF,lasso,4.2772,0.0,3.1451,5.4093,True
XGB,kNN,4.1295,0.0,2.9974,5.2616,True
XGB,lasso,4.5947,0.0,3.4626,5.7268,True
kNN,lasso,0.4652,0.9387,-0.6669,1.5973,False
